Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,,,,,,
139,0.290969992342,0.277799603407,,,,,,
140,0.290164270367,0.27720278923,,,,,,
141,0.289842819936,0.276951535025,,,,,,
142,0.289496723946,0.276931835183,,,,,,
143,0.286821539433,0.276125630669,,,,,,
144,0.286586044148,0.275469096374,,,,,,
145,0.286182606602,0.274124477305,,,,,,
146,0.285656958212,0.273686950149,,,,,,
147,0.284913735187,0.272243749683,,,,,,
148,0.283898603726,0.271001846262,,,,,,
149,0.283822781204,0.271266488497,,,,,,
150,0.283317352569,0.270322236953,,,,,,
151,0.282175811113,0.267554186361,,,,,,
152,0.281312289659,0.266687044878,,,,,,
153,0.28146681928,0.265965467967,,,,,,
154,0.2809119681,0.265085632625,,,,,,
155,0.280466024417,0.264435619113,,,,,,
156,0.280099388148,0.262925209376,,,,,,
157,0.279577848395,0.262654485263,,,,,,
158,0.27731973414,0.262570492002,,,,,,
159,0.276845277331,0.262058032435,,,,,,
160,0.276305444187,0.261842803203,,,,,,
161,0.273624137431,0.26026580819,,,,,,
162,0.273324263446,0.260045392347,,,,,,
163,0.272652728504,0.259091144398,,,,,,
164,0.272421910745,0.257848350347,,,,,,
165,0.272056690421,0.257347021326,,,,,,
166,0.271689094102,0.256752417902,,,,,,
167,0.271236880829,0.256141974205,,,,,,
168,0.27136088633,0.255995331576,,,,,,
169,0.271171856984,0.255560950016,,,,,,
170,0.269508929814,0.254738248653,,,,,,
171,0.269522846186,0.254636373422,,,,,,
172,0.269271330973,0.254451629858,,,,,,
173,0.269409936009,0.254396124367,,,,,,
174,0.269275419366,0.254176632036,,,,,,
175,0.268373902968,0.252486561921,,,,,,
176,0.2677524686,0.252195760478,,,,,,
177,0.265892258364,0.250563722626,,,,,,
178,0.265502417964,0.24958443783,,,,,,
179,0.265244604542,0.249492438277,,,,,,
180,0.264815168052,0.249176400759,,,,,,
181,0.264264131296,0.248806595801,,,,,,
182,0.263371859033,0.248231312344,,,,,,
183,0.262560757738,0.247659576895,,,,,,
184,0.261511250868,0.247560705095,,,,,,
185,0.260988900611,0.246999396558,,,,,,
186,0.261166513722,0.247112508205,,,,,,
187,0.261095525479,0.246642552717,,,,,,
188,0.259566260358,0.245552858775,,,,,,
189,0.259217177901,0.245135354164,,,,,,
190,0.258762573452,0.244583184145,,,,,,
191,0.2567878445,0.244235236692,,,,,,
192,0.256292849106,0.24328527441,,,,,,
193,0.254904980372,0.242125250717,,,,,,
194,0.254354593878,0.241313255726,,,,,,
195,0.253598247081,0.240550644534,,,,,,
196,0.253566039391,0.240526169157,,,,,,
197,0.252857931369,0.240113965699,,,,,,
198,0.251939267375,0.238374947345,,,,,,
199,0.251576747971,0.238121987781,,,,,,
