Time(Iteration),CABCoTheta,LinUCBCoTheta,,,,,,
0,0.963671855056,0.976707709148,,,,,,
1,0.930718141259,0.961712975522,,,,,,
2,0.912575901128,0.939027223659,,,,,,
3,0.889459507254,0.922201612247,,,,,,
4,0.871189028598,0.892719222659,,,,,,
5,0.84936300244,0.865148131312,,,,,,
6,0.83090430656,0.836267671472,,,,,,
7,0.814460942689,0.816371556243,,,,,,
8,0.789619458775,0.799987153564,,,,,,
9,0.769518080894,0.777982768763,,,,,,
10,0.752234314885,0.751622584403,,,,,,
11,0.736906992054,0.73459838619,,,,,,
12,0.724703921717,0.727012484498,,,,,,
13,0.706476634882,0.701697513789,,,,,,
14,0.691344255327,0.688809679809,,,,,,
15,0.67491072281,0.672131703062,,,,,,
16,0.65907463755,0.655446333978,,,,,,
17,0.644620571334,0.64941669576,,,,,,
18,0.634600300549,0.637136499447,,,,,,
19,0.622182629995,0.624514684319,,,,,,
20,0.612796493398,0.607640457637,,,,,,
21,0.596700445368,0.602152161692,,,,,,
22,0.581655449124,0.591815183029,,,,,,
23,0.569121533347,0.579263178094,,,,,,
24,0.562554458453,0.562781868554,,,,,,
25,0.553718445212,0.556398458236,,,,,,
26,0.549748770947,0.543915460507,,,,,,
27,0.53942573876,0.531694502782,,,,,,
28,0.528980895168,0.521955015282,,,,,,
29,0.519035201587,0.514871883744,,,,,,
30,0.508130563496,0.504161433963,,,,,,
31,0.504243496137,0.498564668198,,,,,,
32,0.500334240625,0.491434376132,,,,,,
33,0.490601119526,0.481366204845,,,,,,
34,0.484373577039,0.47646330783,,,,,,
35,0.480114647903,0.466188602762,,,,,,
36,0.462932871057,0.463303652592,,,,,,
37,0.459567037156,0.460299575709,,,,,,
38,0.455240173653,0.452828897593,,,,,,
39,0.445313830854,0.44868175396,,,,,,
40,0.439339514455,0.440416888665,,,,,,
41,0.430730980653,0.435292300043,,,,,,
42,0.424169121238,0.427092954561,,,,,,
43,0.41801210734,0.425313746148,,,,,,
44,0.416467551517,0.422144116597,,,,,,
45,0.411726850762,0.418719634493,,,,,,
46,0.39755436917,0.415282595204,,,,,,
47,0.391075811482,0.413901259066,,,,,,
48,0.381967068166,0.408336517221,,,,,,
49,0.380889555734,0.403607270618,,,,,,
50,0.364975438925,0.40142825388,,,,,,
51,0.362871242988,0.398757204514,,,,,,
52,0.361146784503,0.39635581755,,,,,,
53,0.358964035428,0.392921329323,,,,,,
54,0.356585615142,0.387941567509,,,,,,
55,0.355036372147,0.386258475095,,,,,,
56,0.353894714844,0.385313520389,,,,,,
57,0.352231930869,0.378492622568,,,,,,
58,0.349971688593,0.375560493099,,,,,,
59,0.339727168909,0.374056120233,,,,,,
60,0.337828757583,0.370019634102,,,,,,
61,0.333976105453,0.363156321488,,,,,,
62,0.329199225587,0.360168342626,,,,,,
63,0.32848290325,0.358747441388,,,,,,
64,0.326071304782,0.357711423611,,,,,,
65,0.324009756292,0.35428587878,,,,,,
66,0.320660213759,0.35229944672,,,,,,
67,0.315578571303,0.351518847467,,,,,,
68,0.311691881086,0.349179842748,,,,,,
69,0.311371989228,0.346597119931,,,,,,
70,0.309954121193,0.345473988729,,,,,,
71,0.307508701798,0.344201368276,,,,,,
72,0.29953959818,0.340402147508,,,,,,
73,0.297426580048,0.339314257779,,,,,,
74,0.290241354589,0.337749948244,,,,,,
75,0.288028214121,0.333562071406,,,,,,
76,0.28617428113,0.330540828375,,,,,,
77,0.285191202986,0.329481024058,,,,,,
78,0.28045859556,0.32577060463,,,,,,
79,0.278974095332,0.323530366093,,,,,,
80,0.276765663054,0.320105969858,,,,,,
81,0.273195257672,0.318720599289,,,,,,
82,0.271847222883,0.317090321183,,,,,,
83,0.270560361534,0.316256780053,,,,,,
84,0.268116729069,0.315327149078,,,,,,
85,0.267458331767,0.314866228279,,,,,,
86,0.26647969145,0.313650773713,,,,,,
87,0.264785885533,0.312179628653,,,,,,
88,0.263020831886,0.309771376504,,,,,,
89,0.26243708479,0.309266398431,,,,,,
90,0.25412739786,0.307034335402,,,,,,
91,0.253108301945,0.306921432248,,,,,,
92,0.252272888083,0.306079888629,,,,,,
93,0.251041953769,0.304902131129,,,,,,
94,0.250221355613,0.303585151963,,,,,,
95,0.248818880534,0.302468714022,,,,,,
96,0.247444940112,0.301199915248,,,,,,
97,0.243560483258,0.300337923513,,,,,,
98,0.237463820662,0.299900487395,,,,,,
99,0.235614279859,0.299383638878,,,,,,
100,0.234420192463,0.298446360713,,,,,,
101,0.232721044209,0.297536817582,,,,,,
102,0.227507875408,0.296287137425,,,,,,
103,0.226939861782,0.294278664327,,,,,,
104,0.225562924841,0.2937764939,,,,,,
105,0.22322529306,0.293128304923,,,,,,
106,0.221727711111,0.287459602341,,,,,,
107,0.221159419959,0.286518268423,,,,,,
108,0.218714732266,0.286236380518,,,,,,
109,0.216337629381,0.284410552491,,,,,,
110,0.215811347778,0.284043467852,,,,,,
111,0.215319797376,0.282508465252,,,,,,
112,0.213124259077,0.281023091223,,,,,,
113,0.212737792589,0.279021509172,,,,,,
114,0.212141349366,0.278740575476,,,,,,
115,0.211327117292,0.278083521252,,,,,,
116,0.209568293368,0.277326168386,,,,,,
117,0.208725569306,0.275653761812,,,,,,
118,0.206789635693,0.27494681855,,,,,,
119,0.20577437619,0.274138553317,,,,,,
120,0.204672660333,0.273080477639,,,,,,
121,0.203502686743,0.272612427512,,,,,,
122,0.195798780664,0.267233419418,,,,,,
123,0.195402843396,0.267026597147,,,,,,
124,0.193514323911,0.265250977727,,,,,,
