Time(Iteration),CAB,CAB_original,LinUCB
0,1.87600542188,1.87600542188,1.87600542188
1,2.78115093077,2.78115093077,2.78115093077
2,3.85721865966,3.85721865966,3.85721865966
3,5.50353490575,5.50353490575,5.50353490575
4,6.61166039327,6.61166039327,6.61166039327
5,7.50652485837,7.50652485837,7.50652485837
6,8.16860700941,8.16860700941,8.16860700941
7,8.76589282893,8.76589282893,8.76589282893
8,8.92989507889,8.92989507889,8.92989507889
9,9.2823630766,9.2823630766,9.2823630766
10,9.77245006922,9.77245006922,9.77245006922
11,10.2441195883,10.2441195883,10.2441195883
12,10.5145435892,10.5145435892,10.5145435892
13,10.869725733,10.869725733,10.869725733
14,11.0859260457,11.0859260457,11.0859260457
15,11.6399843575,11.6399843575,11.6399843575
16,12.0806488463,12.0806488463,12.0806488463
17,12.4007807,12.4007807,12.4007807
18,12.6277004529,12.6277004529,12.6277004529
19,13.0691663554,13.0691663554,13.0691663554
20,13.3677070773,13.3677070773,13.3677070773
21,13.7330556356,13.7330556356,13.7330556356
22,14.0636606887,14.0636606887,14.0636606887
23,14.5270342242,14.5270342242,14.5270342242
24,14.9280236685,14.9280236685,14.9280236685
25,15.0895660938,15.0895660938,15.0895660938
26,15.3514944147,15.3514944147,15.3514944147
27,15.773810009,15.773810009,15.773810009
28,16.0078663519,16.0078663519,16.0078663519
29,16.2515354885,16.2515354885,16.2515354885
30,16.5641916798,16.5641916798,16.5641916798
31,17.0600174592,17.0600174592,17.0600174592
32,17.2905643832,17.2905643832,17.2905643832
33,17.5795677994,17.5795677994,17.5795677994
34,17.6883479822,17.6883479822,17.6883479822
35,17.9690029213,17.9690029213,17.9690029213
36,18.3154277795,18.3154277795,18.3154277795
37,18.6912591535,18.6912591535,18.6912591535
38,19.1369209807,19.0150913786,19.1369209807
39,19.3482881829,19.2264585808,19.3482881829
40,19.5238678669,19.3769589879,19.5238678669
41,19.8474576868,19.7005488078,19.8474576868
42,19.9816474967,19.8347386177,19.9816474967
43,20.2021366744,20.0552277954,20.2021366744
44,20.4115441828,20.2646353038,20.4115441828
45,20.5986031326,20.4516942537,20.5986031326
46,20.695549058,20.548640179,20.695549058
47,20.9197956819,20.7728868029,20.9197956819
48,21.0732028008,20.9262939218,21.0732028008
49,21.2906642883,21.1437554093,21.2906642883
50,21.3475360161,21.2006271371,21.3475360161
51,21.5750968013,21.4281879223,21.5750968013
52,21.8284025514,21.6459990208,21.8284025514
53,22.0040295927,21.8216260621,22.0040295927
54,22.0040295927,21.8216260621,22.0040295927
55,22.0040295927,21.8216260621,22.0040295927
56,22.0040295927,21.8216260621,22.0040295927
57,22.0914263569,21.9090228263,22.0914263569
58,22.1245565631,21.9421530325,22.1245565631
59,22.1659130791,21.9835095485,22.1659130791
60,22.1682235666,21.9858200361,22.1682235666
61,22.2374983169,22.0550947863,22.2374983169
62,22.2446177614,22.0550947863,22.2446177614
63,22.290602725,22.1010797499,22.290602725
64,22.3145708345,22.127386756,22.3145708345
65,22.3145708345,22.127386756,22.3145708345
66,22.3671955214,22.1800114429,22.3671955214
67,22.4132898506,22.2261057721,22.4132898506
68,22.4826388367,22.2954547582,22.4826388367
69,22.6131054815,22.425921403,22.6131054815
70,22.6131054815,22.425921403,22.6131054815
71,22.661183008,22.4739989295,22.661183008
72,22.6849543125,22.497770234,22.6849543125
73,22.6849543125,22.497770234,22.6849543125
74,22.6849543125,22.497770234,22.6849543125
75,22.6886373364,22.5014532579,22.6886373364
76,22.6943296613,22.5380760212,22.6943296613
77,22.6943296613,22.5380760212,22.6943296613
78,22.728589609,22.5723359688,22.728589609
79,22.7444381597,22.6083536499,22.7444381597
80,22.8122717636,22.6607755646,22.8122717636
81,22.8148495454,22.6607755646,22.8148495454
82,22.8148495454,22.6607755646,22.8148495454
83,22.8148495454,22.6935280214,22.8148495454
84,22.8148495454,22.6935280214,22.8148495454
85,22.8244178718,22.6998671012,22.8244178718
86,22.8244178718,22.6998671012,22.8244178718
87,22.8244178718,22.6998671012,22.8244178718
88,22.8826140241,22.7580632534,22.8826140241
89,22.8826140241,22.7580632534,22.8826140241
90,22.8989251394,22.9138853078,22.8989251394
91,22.9007787948,22.9157389632,22.9007787948
92,22.9757456146,22.9907057831,22.9757456146
93,22.9757456146,22.9907057831,22.9757456146
94,22.9757456146,22.9907057831,22.9757456146
95,22.9825745772,22.9975347457,22.9825745772
96,22.9850840173,23.0000441858,22.9850840173
97,23.0003832799,23.0153434484,23.0003832799
98,23.013460894,23.0284210625,23.013460894
99,23.013460894,23.0284210625,23.013460894
100,23.020403952,23.0353641205,23.020403952
101,23.020403952,23.0353641205,23.020403952
102,23.0764056743,23.0913658428,23.0764056743
103,23.0764056743,23.0913658428,23.0764056743
104,23.079976326,23.0949364944,23.079976326
105,23.1532090967,23.1681692652,23.1532090967
106,23.1532090967,23.1681692652,23.1532090967
107,23.1532090967,23.1681692652,23.1532090967
108,23.158070005,23.1730301735,23.158070005
109,23.158070005,23.1730301735,23.158070005
110,23.158070005,23.1730301735,23.158070005
111,23.158070005,23.1730301735,23.158070005
112,23.158070005,23.1730301735,23.158070005
113,23.1669401744,23.1819003428,23.1669401744
114,23.199893165,23.2148533335,23.199893165
115,23.199893165,23.2148533335,23.199893165
116,23.199893165,23.2148533335,23.199893165
117,23.2122309824,23.2190806459,23.2122309824
118,23.2122309824,23.2190806459,23.2122309824
119,23.2122309824,23.2190806459,23.2122309824
120,23.2122309824,23.2190806459,23.2122309824
121,23.2708772957,23.3306910494,23.2708772957
122,23.3156121849,23.3754259386,23.3156121849
123,23.3156121849,23.3754259386,23.3156121849
124,23.400503468,23.4603172217,23.400503468
125,23.4149314301,23.466335685,23.4149314301
126,23.4149314301,23.466335685,23.4149314301
127,23.4149314301,23.4729644328,23.4149314301
128,23.4149314301,23.4729644328,23.4149314301
129,23.4149314301,23.4729644328,23.4149314301
130,23.4413468088,23.4729644328,23.4413468088
131,23.4413468088,23.4729644328,23.4413468088
132,23.4413468088,23.4729644328,23.4413468088
133,23.5386983726,23.5703159965,23.5386983726
134,23.5451995128,23.5768171367,23.5451995128
135,23.5451995128,23.5768171367,23.5451995128
136,23.5451995128,23.5768171367,23.5451995128
137,23.5451995128,23.6256737761,23.5451995128
138,23.5909688233,23.6256737761,23.5909688233
139,23.5909688233,23.6256737761,23.5909688233
140,23.6003155123,23.6256737761,23.6003155123
141,23.6003155123,23.6256737761,23.6003155123
142,23.6003155123,23.6472313478,23.6003155123
143,23.6003155123,23.6472313478,23.6003155123
144,23.6003155123,23.6472313478,23.6003155123
145,23.6003155123,23.6472313478,23.6003155123
146,23.6003155123,23.6472313478,23.6003155123
147,23.6003155123,23.6472313478,23.6003155123
148,23.6003155123,23.6472313478,23.6003155123
149,23.6225931225,23.669508958,23.6225931225
150,23.6225931225,23.669508958,23.6225931225
151,23.6225931225,23.669508958,23.6225931225
152,23.6495018381,23.6964176736,23.6495018381
153,23.6495018381,23.6964176736,23.6495018381
154,23.6495018381,23.6964176736,23.6495018381
155,23.6495018381,23.6964176736,23.6495018381
156,23.6495018381,23.6964176736,23.6495018381
157,23.787574738,23.8344905735,23.787574738
158,23.787574738,23.8567666517,23.787574738
159,23.8227382665,23.8919301801,23.8227382665
160,23.8314352954,23.9006272091,23.8314352954
161,23.8314352954,23.9006272091,23.8314352954
162,23.8314352954,23.9006272091,23.8314352954
163,23.8352096703,23.9044015839,23.8352096703
164,23.8410758554,23.9102677691,23.8410758554
165,23.8410758554,23.9102677691,23.8410758554
166,23.8410758554,23.9102677691,23.8410758554
167,23.8801684112,23.9493603249,23.8801684112
168,23.8844237944,23.9570465357,23.8844237944
169,23.8991616312,23.9717843725,23.8991616312
170,23.8991616312,23.9717843725,23.8991616312
171,23.8991616312,23.9717843725,23.8991616312
172,23.8991616312,23.9717843725,23.8991616312
173,23.8991616312,23.9717843725,23.8991616312
174,23.8991616312,23.9717843725,23.8991616312
175,23.8991616312,23.9717843725,23.8991616312
176,23.8991616312,23.9717843725,23.8991616312
177,23.9079820069,23.9806047482,23.9079820069
178,23.9079820069,23.9806047482,23.9079820069
179,23.9079820069,23.9806047482,23.9079820069
180,23.9079820069,23.9959516078,23.9079820069
181,23.9079820069,23.9959516078,23.9079820069
182,23.9079820069,23.9959516078,23.9079820069
183,23.9079820069,23.9959516078,23.9079820069
184,23.9079820069,23.9959516078,23.9079820069
185,23.910506332,23.9984759329,23.910506332
186,23.910506332,23.9984759329,23.910506332
187,23.910506332,23.9984759329,23.910506332
188,23.9217130728,24.0096826737,23.9217130728
189,23.9217130728,24.0096826737,23.9217130728
190,23.9217130728,24.0096826737,23.9217130728
191,23.9217130728,24.0598624501,23.9217130728
192,23.9217130728,24.0598624501,23.9217130728
193,23.930786879,24.0689362563,23.930786879
194,23.930786879,24.0689362563,23.930786879
195,23.930786879,24.0689362563,23.930786879
196,23.930786879,24.0689362563,23.930786879
197,23.930786879,24.0689362563,23.930786879
198,23.930786879,24.0689362563,23.930786879
199,23.930786879,24.0689362563,23.930786879
200,23.930786879,24.0689362563,23.930786879
201,23.930786879,24.0725534541,23.930786879
202,23.9363825655,24.0781491406,23.9363825655
203,23.9363825655,24.0781491406,23.9363825655
204,23.9408314941,24.0825980692,23.9408314941
205,23.9408314941,24.0825980692,23.9408314941
206,23.9408314941,24.0825980692,23.9408314941
207,23.9408314941,24.0825980692,23.9408314941
208,23.9408314941,24.0825980692,23.9408314941
209,23.9408314941,24.0825980692,23.9408314941
210,23.9518319674,24.0825980692,23.9518319674
211,23.9543177583,24.0850838602,23.9543177583
212,23.9543177583,24.0850838602,23.9543177583
213,23.9594349211,24.090201023,23.9594349211
214,23.9594349211,24.090201023,23.9594349211
215,23.9594349211,24.090201023,23.9594349211
216,23.9637265414,24.0944926433,23.9637265414
217,23.9637265414,24.0944926433,23.9637265414
218,23.9637265414,24.0944926433,23.9637265414
219,23.9637265414,24.0944926433,23.9637265414
220,23.9637265414,24.0944926433,23.9637265414
221,23.9637265414,24.0944926433,23.9637265414
222,23.9637265414,24.0944926433,23.9637265414
223,23.9637265414,24.0944926433,23.9637265414
224,23.9637265414,24.0944926433,23.9637265414
225,23.9637265414,24.0944926433,23.9637265414
