Time(Iteration),CAB
0,6.17477418493
1,12.8201345293
2,19.3060584183
3,24.4031026647
4,29.3489089199
5,33.4115797906
6,37.5465920057
7,41.4106583533
8,45.0116985434
9,48.3271455242
10,51.7418857937
11,55.070577368
12,57.5225227729
13,60.1692150973
14,63.0579641609
15,64.9902499963
16,67.8078414108
17,69.5697497287
18,71.132819922
19,72.8367642596
20,73.7784285586
21,74.5604877075
22,75.8980444876
23,77.1052267837
24,78.1772139631
25,78.9818346797
26,79.5574253919
27,80.3329511024
28,80.974041875
29,81.414044735
30,82.109222553
31,83.1210357532
32,83.9424571155
33,84.4712933953
34,85.23692639
35,86.0344264986
36,86.8734808426
37,87.530617834
38,88.2684343254
39,88.7337826527
40,89.6143818144
41,89.9528469183
42,90.7264242065
43,91.5190568543
44,91.9437469982
45,92.3361340686
46,93.099556459
47,93.6209881106
48,94.1436752967
49,94.6036269063
50,95.1725082504
51,95.43432949
52,95.9604206119
53,96.5377177541
54,96.9304062638
55,97.1044507838
56,97.7140342661
57,98.6502293867
58,98.9588943816
59,99.6366584615
60,100.231788293
61,100.526411759
62,100.813372016
63,100.958064179
64,101.303903951
65,101.925091177
66,102.387583994
67,102.739936893
68,103.201810234
69,103.524618097
70,103.813541793
71,104.337037662
72,104.678618593
73,104.997565786
74,105.31362278
75,105.850863658
76,106.216820054
77,106.55506988
78,106.926965789
79,107.223574784
80,107.612477615
81,107.998954117
82,108.227018841
83,108.540009108
84,108.859947796
85,109.098758811
86,109.54891901
87,109.808922946
88,109.995978635
89,110.275480325
90,110.74384437
91,111.029609106
92,111.370043517
93,111.977025568
94,112.396381285
95,112.633734905
96,112.853212057
97,113.171507836
98,113.402769692
99,113.666744231
100,113.872610438
101,114.193954763
102,114.451297053
103,114.802747839
104,115.182729619
105,115.404157864
106,115.803238023
107,116.140631203
108,116.377391729
109,116.451145795
110,116.508486225
111,116.591549913
112,116.770047768
113,116.887478316
114,116.995912847
115,117.248880274
116,117.501312664
117,117.697940358
118,117.962093235
119,118.147538731
120,118.265484958
121,118.328174797
122,118.629543766
123,118.708605535
124,118.815421214
125,118.919409208
126,119.02663622
127,119.057850506
128,119.144487089
129,119.292031516
130,119.396378294
131,119.659139882
132,119.802526342
133,120.055109841
134,120.148841957
135,120.192739209
136,120.331377981
137,120.517313183
138,120.808255544
139,120.909886946
140,120.979997058
141,121.086524338
142,121.282389714
143,121.476586093
144,121.4838966
145,121.63560964
146,121.800971024
147,122.071698914
148,122.196054039
149,122.214136462
150,122.29243404
151,122.498967848
152,122.501332853
153,122.666772867
154,122.830811328
155,122.973309088
156,123.065062546
157,123.298529524
158,123.411348892
159,123.508794605
160,123.570442711
161,123.697807427
162,123.899429273
163,123.915683073
164,124.210291459
165,124.506378188
166,124.808192634
167,124.85859489
168,125.118942155
169,125.222755903
170,125.338405725
171,125.359838639
172,125.498182328
173,125.602389231
174,125.797489309
175,126.059066549
176,126.140185478
177,126.20792567
178,126.265790309
179,126.401102139
180,126.415501868
181,126.612018163
182,126.7095389
183,126.779580109
184,126.782920716
185,126.836783911
186,126.90382308
187,126.982780178
188,127.224871311
189,127.519755101
190,127.658291567
191,127.839727635
192,127.840076466
193,127.856246195
194,128.027846473
195,128.136524578
196,128.298626671
197,128.440540149
198,128.568080366
199,128.647014659
200,128.747258608
201,128.905845468
202,128.922798388
203,128.942755104
204,129.053878878
205,129.077386964
206,129.221557547
207,129.238076124
208,129.399265255
209,129.51417313
210,129.732889974
211,129.870651154
212,129.950303084
213,130.010835395
214,130.039008406
215,130.219772902
216,130.219772902
217,130.420075965
218,130.519117448
219,130.736864688
220,130.825159487
221,130.833881763
222,130.898279157
223,131.023962383
224,131.168973102
225,131.199622949
226,131.492268281
227,131.640229516
228,131.750557447
229,131.750586247
230,131.998691443
231,132.05318636
232,132.151046942
233,132.295365878
234,132.412423566
235,132.621987203
236,132.765512246
237,132.819114513
238,132.843821819
239,132.946655721
240,133.058260773
241,133.058260773
242,133.200365848
243,133.200365848
244,133.227906913
245,133.385894089
246,133.62341851
247,133.973517967
248,134.067211434
249,134.133803153
250,134.348416923
251,134.436475281
252,134.441698678
253,134.595287946
254,134.635981989
255,134.750828881
256,135.028173056
257,135.087713517
258,135.180855874
259,135.210588261
260,135.312324749
261,135.729278101
262,135.784933147
263,135.812759373
264,135.838106862
265,135.839236552
266,136.023322815
267,136.025903396
268,136.152625299
269,136.259944814
270,136.310934972
271,136.425790594
272,136.541960034
273,136.544829685
274,136.715173028
275,136.847610154
276,136.906960356
277,137.047239304
278,137.077923811
279,137.084921345
280,137.156304156
281,137.27337654
282,137.296751367
283,137.326532772
284,137.390812603
285,137.59801917
286,137.822403416
287,137.822794983
288,137.900491997
289,138.0184863
290,138.031436444
291,138.04121067
292,138.099556374
293,138.146147543
294,138.257712775
295,138.388930469
296,138.45919591
297,138.550253301
298,138.662536922
299,138.702643812
