Time(Iteration),LinUCBCoTheta,,,,,,
0,0.305190430304,,,,,,
1,0.27120843643,,,,,,
2,0.24646451492,,,,,,
3,0.23246484918,,,,,,
4,0.221638517635,,,,,,
5,0.21603601633,,,,,,
6,0.206811110815,,,,,,
7,0.198908110031,,,,,,
8,0.19268302193,,,,,,
9,0.18381568611,,,,,,
10,0.17650670783,,,,,,
11,0.168034875106,,,,,,
12,0.162422443274,,,,,,
13,0.153011433355,,,,,,
14,0.144229743588,,,,,,
15,0.13933466946,,,,,,
16,0.135986935903,,,,,,
17,0.132225242174,,,,,,
18,0.126112510523,,,,,,
19,0.119766043302,,,,,,
20,0.116180022935,,,,,,
21,0.112491265895,,,,,,
22,0.109135291035,,,,,,
23,0.106742945819,,,,,,
24,0.101988422343,,,,,,
25,0.0987436314207,,,,,,
26,0.0973380522004,,,,,,
27,0.0926301144013,,,,,,
28,0.0886732969507,,,,,,
29,0.0859754881917,,,,,,
30,0.0833006526936,,,,,,
31,0.0819698139316,,,,,,
32,0.0808006233424,,,,,,
33,0.07956608578,,,,,,
34,0.077027337994,,,,,,
35,0.0757716285538,,,,,,
36,0.0731046136651,,,,,,
37,0.0715491654968,,,,,,
38,0.0704906211537,,,,,,
39,0.0696630318933,,,,,,
40,0.06868335984,,,,,,
41,0.0673764144476,,,,,,
42,0.0669510441332,,,,,,
43,0.0664553813377,,,,,,
44,0.0657557440585,,,,,,
45,0.0648282821356,,,,,,
46,0.0631851591378,,,,,,
47,0.0625190536158,,,,,,
48,0.0619269002145,,,,,,
49,0.0612552414458,,,,,,
50,0.0606103056966,,,,,,
51,0.0605259125292,,,,,,
52,0.0594052918123,,,,,,
53,0.0591340040008,,,,,,
54,0.0589014306628,,,,,,
55,0.058130379376,,,,,,
56,0.057038536636,,,,,,
57,0.0566061389246,,,,,,
58,0.0554396199061,,,,,,
59,0.0548288885245,,,,,,
60,0.0538635640606,,,,,,
61,0.0535666274764,,,,,,
62,0.0535408402658,,,,,,
63,0.0533571618387,,,,,,
64,0.0532746446944,,,,,,
65,0.0523797613758,,,,,,
66,0.0518515632683,,,,,,
67,0.0515065839157,,,,,,
68,0.0512769439074,,,,,,
69,0.0503210269069,,,,,,
70,0.0499519589411,,,,,,
71,0.0495285546848,,,,,,
72,0.0496536551707,,,,,,
73,0.0492772351531,,,,,,
74,0.0487382515357,,,,,,
75,0.0485672436387,,,,,,
76,0.0482074510075,,,,,,
77,0.0477181896155,,,,,,
78,0.0471119790247,,,,,,
79,0.0470740343407,,,,,,
80,0.0465977428661,,,,,,
81,0.0464361133936,,,,,,
82,0.0464662350762,,,,,,
83,0.0459774100631,,,,,,
84,0.0452957899115,,,,,,
85,0.0448708709579,,,,,,
86,0.0449076938087,,,,,,
87,0.0447029904596,,,,,,
88,0.0444740126234,,,,,,
89,0.0443311685363,,,,,,
90,0.0445978122424,,,,,,
91,0.0447593966992,,,,,,
92,0.0448100716093,,,,,,
93,0.0446362729111,,,,,,
94,0.0443307787025,,,,,,
95,0.0443218183108,,,,,,
96,0.0441606285882,,,,,,
97,0.0441239149736,,,,,,
98,0.043740906265,,,,,,
99,0.0432077791812,,,,,,
100,0.0430585313902,,,,,,
101,0.0426696836843,,,,,,
102,0.0423669733852,,,,,,
103,0.0419460189775,,,,,,
104,0.0419761391434,,,,,,
105,0.0414117628194,,,,,,
106,0.0412924905053,,,,,,
107,0.0410691249591,,,,,,
108,0.0407041158252,,,,,,
109,0.0401991528989,,,,,,
110,0.040050681204,,,,,,
111,0.0398135374557,,,,,,
112,0.0395343683925,,,,,,
113,0.0390255655525,,,,,,
114,0.0388853172746,,,,,,
115,0.0387622316751,,,,,,
116,0.0384566307832,,,,,,
117,0.0384235932591,,,,,,
118,0.0380425645998,,,,,,
119,0.0378938738516,,,,,,
120,0.0377661733965,,,,,,
121,0.0376486372228,,,,,,
122,0.0374827781475,,,,,,
123,0.0374759470118,,,,,,
124,0.0374206897589,,,,,,
125,0.0372868798804,,,,,,
126,0.0371252871393,,,,,,
127,0.0363023601134,,,,,,
128,0.0362885596412,,,,,,
129,0.0359559852253,,,,,,
130,0.0358834005324,,,,,,
131,0.0359692881108,,,,,,
132,0.0357064830652,,,,,,
133,0.0357473716126,,,,,,
134,0.0358751181657,,,,,,
135,0.0359843272917,,,,,,
136,0.0356948672334,,,,,,
137,0.0355746379919,,,,,,
138,0.0354534847266,,,,,,
139,0.0354381670591,,,,,,
140,0.0353991268373,,,,,,
141,0.0353508198518,,,,,,
142,0.0353826851161,,,,,,
143,0.0352378377842,,,,,,
144,0.0353055685718,,,,,,
145,0.0353535469641,,,,,,
146,0.0350575510668,,,,,,
147,0.0350615846177,,,,,,
148,0.0347750383521,,,,,,
149,0.0346699321967,,,,,,
150,0.034582759048,,,,,,
151,0.0344113649718,,,,,,
