Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
0,6.0809454451,8.13891857326,6.0809454451,6.19144424132
1,8.77416088345,12.6950016746,8.77416088345,11.3731656328
2,11.1907121375,17.6041721574,11.1907121375,13.9440246388
3,12.4283788041,20.9169386265,12.4283788041,16.9957074284
4,13.9012010214,23.4048984102,13.9012010214,19.6049728868
5,15.0404848909,25.9438873106,15.0404848909,21.9636262824
6,16.1300467668,28.0603781592,16.1300467668,24.9165759491
7,17.003611999,30.018871627,17.003611999,26.7625381593
8,17.2980477261,31.4804682971,17.2980477261,28.5322412865
9,18.0931974246,34.2883781634,18.0931974246,29.7512889759
10,18.6746309084,35.1728859991,18.6746309084,31.3006932269
11,19.0391193706,35.6964127614,19.0391193706,32.1428604464
12,19.6795486817,37.1200624959,19.6795486817,33.4310974805
13,19.9866094249,37.9707065116,19.9866094249,34.146212081
14,20.1702876981,39.104588801,20.1702876981,35.392522127
15,20.4860575955,40.0430481425,20.4860575955,36.5471325391
16,20.8692486529,40.925052993,20.8692486529,37.174661917
17,21.059064813,42.3230248733,21.059064813,38.1384314211
18,21.2752815719,42.962663079,21.2752815719,38.9278784639
19,21.3386236129,43.4597689752,21.3386236129,40.2872067228
20,21.5660866895,43.8994965169,21.5660866895,40.740111991
21,21.6144793274,44.6261828594,21.6144793274,41.0100658703
22,21.9915525352,45.0274527064,21.9915525352,41.5911663488
23,22.262085958,45.4296876438,22.262085958,42.5471325222
24,22.5320022973,45.6064456893,22.5320022973,43.2718263724
25,22.7399010704,46.001670184,22.7399010704,43.5323275679
26,22.8655786297,46.2260056924,22.8655786297,43.8525292457
27,23.1723644395,46.5563976186,23.1723644395,44.1642675963
28,23.2115963684,46.7082253697,23.2115963684,44.2034995253
29,23.3527304072,46.7728761334,23.3527304072,44.4062100585
30,23.7926384217,47.079392852,23.7926384217,45.025578379
31,24.2594456328,47.4897420923,24.2594456328,45.6210891134
32,24.514292714,47.8591793547,24.514292714,45.9673471122
33,24.7394095372,48.0781984279,24.7394095372,46.2120541193
34,24.7701718656,48.167742508,24.7701718656,46.3015981994
35,24.8882291666,48.3700334366,24.8882291666,46.5767802306
36,24.9540956516,48.4419119744,24.9540956516,46.7839673842
37,25.1641307993,48.7642900326,25.1641307993,47.0468943428
38,25.2420824771,48.9190352101,25.2420824771,47.1666362719
39,25.4974303887,49.325493223,25.4974303887,47.4992966478
40,25.621329506,49.9019984685,25.621329506,47.6785393119
41,25.6706402258,49.9645669647,25.6706402258,47.8351643716
42,25.7015656782,50.2924431218,25.7015656782,47.9908272235
43,25.8063215787,50.3971990224,25.8063215787,48.0987325003
44,25.8617385309,50.4020681125,25.8617385309,48.259150345
45,25.9536697186,50.4774324935,25.9536697186,48.398891579
46,26.0743521789,50.6459337089,26.0743521789,48.469658395
47,26.0870561468,50.6586376768,26.0870561468,48.7470967705
48,26.3043214922,50.7753740411,26.3043214922,49.1192258273
49,26.3970451607,50.8494981311,26.3970451607,49.3060037879
50,26.4274865172,51.0104590914,26.4274865172,49.4970784599
51,26.5450084886,51.1279810629,26.5450084886,49.6214073801
52,26.6048097352,51.2140579091,26.5926439455,49.6830922893
53,26.6734646531,51.4184094517,26.6612988634,49.7607430952
54,26.6842928345,51.439359495,26.6822489067,49.7816931385
55,26.7917390099,51.5109011407,26.7896950821,49.788995402
56,26.8583284146,51.5926206324,26.8687036942,49.9088295283
57,26.8613289361,51.7506822388,26.9488845688,49.9169268278
58,26.8660021234,51.7625328528,26.9513818,49.9287774418
59,26.8946333798,51.8254524556,26.9800130564,49.986187329
