Time(Iteration),CABDiffCoTheta,CABCoTheta,,,,,,
0,0.982886834274,0.982886834274,,,,,,
1,0.969438909825,0.969438909825,,,,,,
2,0.942206292273,0.942206292273,,,,,,
3,0.906946269781,0.906946269781,,,,,,
4,0.887480111084,0.887480111084,,,,,,
5,0.86757596224,0.86757596224,,,,,,
6,0.834622754815,0.834622754815,,,,,,
7,0.812560962617,0.812560962617,,,,,,
8,0.789785774266,0.789785774266,,,,,,
9,0.771220966689,0.771220966689,,,,,,
10,0.753908455012,0.753908455012,,,,,,
11,0.743464488845,0.743464488845,,,,,,
12,0.718735785868,0.718735785868,,,,,,
13,0.705237957865,0.705237957865,,,,,,
14,0.683958774421,0.683958774421,,,,,,
15,0.666327628132,0.666327628132,,,,,,
16,0.660231613927,0.660231613927,,,,,,
17,0.64707198335,0.64707198335,,,,,,
18,0.639505524979,0.639505524979,,,,,,
19,0.627807461253,0.627807461253,,,,,,
20,0.62051772263,0.62051772263,,,,,,
21,0.611679286344,0.611679286344,,,,,,
22,0.607653983867,0.607653983867,,,,,,
23,0.588456626715,0.588456626715,,,,,,
24,0.579859753463,0.579859753463,,,,,,
25,0.573108514584,0.573108514584,,,,,,
26,0.56737339339,0.56737339339,,,,,,
27,0.557016086771,0.557016086771,,,,,,
28,0.552892491086,0.552892491086,,,,,,
29,0.545146780011,0.545146780011,,,,,,
30,0.535996295591,0.535996295591,,,,,,
31,0.531199021068,0.531199021068,,,,,,
32,0.527948213016,0.527948213016,,,,,,
33,0.516419726119,0.516419726119,,,,,,
34,0.511867026327,0.511867026327,,,,,,
35,0.505237206935,0.505237206935,,,,,,
36,0.49318838721,0.49318838721,,,,,,
37,0.489649242642,0.489649242642,,,,,,
38,0.482688890339,0.482688890339,,,,,,
39,0.478069614809,0.478069614809,,,,,,
40,0.475724416829,0.475724416829,,,,,,
41,0.472917564511,0.472917564511,,,,,,
42,0.470518802254,0.470518802254,,,,,,
43,0.468559243573,0.468559243573,,,,,,
44,0.466870976246,0.466870976246,,,,,,
45,0.465650260952,0.465650260952,,,,,,
46,0.462754895045,0.462754895045,,,,,,
47,0.454118447253,0.454118447253,,,,,,
48,0.451398494379,0.451398494379,,,,,,
49,0.450029373221,0.450029373221,,,,,,
50,0.448668098323,0.448668098323,,,,,,
51,0.445793270755,0.445793270755,,,,,,
52,0.445000957303,0.445000957303,,,,,,
53,0.443164085726,0.443164085726,,,,,,
54,0.44075740334,0.44075740334,,,,,,
55,0.436856091127,0.436856091127,,,,,,
56,0.434029924109,0.434029924109,,,,,,
57,0.431494881219,0.431494881219,,,,,,
58,0.426554687871,0.426554687871,,,,,,
59,0.425376410581,0.425376410581,,,,,,
60,0.424556072263,0.424556072263,,,,,,
61,0.421972483612,0.421972483612,,,,,,
62,0.41989625709,0.41989625709,,,,,,
63,0.419099830429,0.419099830429,,,,,,
64,0.41749612007,0.41749612007,,,,,,
65,0.414839814262,0.414839814262,,,,,,
66,0.411246850465,0.411246850465,,,,,,
67,0.409902324041,0.409902324041,,,,,,
68,0.408962277413,0.408962277413,,,,,,
69,0.408294027588,0.408294027588,,,,,,
70,0.406064250819,0.406064250819,,,,,,
71,0.401656520465,0.401656520465,,,,,,
72,0.400120858771,0.400120858771,,,,,,
73,0.397721917572,0.397721917572,,,,,,
74,0.393778498002,0.393778498002,,,,,,
75,0.391479031917,0.391479031917,,,,,,
76,0.391005460906,0.391005460906,,,,,,
77,0.388285149846,0.388285149846,,,,,,
78,0.385353869005,0.385353869005,,,,,,
79,0.381645304321,0.381645304321,,,,,,
80,0.377430094382,0.377430094382,,,,,,
81,0.372824656765,0.372824656765,,,,,,
82,0.369977885592,0.369977885592,,,,,,
83,0.364148292253,0.364148292253,,,,,,
84,0.360790050912,0.360790050912,,,,,,
85,0.359721067575,0.359721067575,,,,,,
86,0.357504004088,0.357504004088,,,,,,
