Time(Iteration),LinUCB_newCoTheta,LinUCBCoTheta,,,,,,
0,0.982257336121,0.981169206174,,,,,,
1,0.953725366864,0.950210458695,,,,,,
2,0.932194079681,0.929208509289,,,,,,
3,0.908918874755,0.907120442704,,,,,,
4,0.885373838666,0.883682289382,,,,,,
5,0.866961722641,0.868432200225,,,,,,
6,0.853579139191,0.855070345518,,,,,,
7,0.830199350435,0.82846339717,,,,,,
8,0.809822039118,0.809972075184,,,,,,
9,0.792112953922,0.792359409377,,,,,,
10,0.765390032524,0.77192699243,,,,,,
11,0.753633627919,0.759813398813,,,,,,
12,0.736595013809,0.748108614275,,,,,,
13,0.722643286692,0.732872734829,,,,,,
14,0.704340283235,0.71351304292,,,,,,
15,0.683985285992,0.693179825511,,,,,,
16,0.676093436467,0.686340577744,,,,,,
17,0.672701023319,0.6781150362,,,,,,
18,0.660921213284,0.667384141733,,,,,,
19,0.652633162456,0.656712263562,,,,,,
20,0.638086834966,0.64418755009,,,,,,
21,0.632456732919,0.636620527448,,,,,,
22,0.623447908385,0.627766254781,,,,,,
23,0.615967057684,0.621531306487,,,,,,
24,0.610291774704,0.615670653897,,,,,,
25,0.606321095105,0.61260483762,,,,,,
26,0.599656056013,0.606342745055,,,,,,
27,0.592489630037,0.598546482317,,,,,,
28,0.586625282152,0.592898152555,,,,,,
29,0.581178589687,0.586921950815,,,,,,
30,0.572795878405,0.579569459674,,,,,,
31,0.566911516579,0.574801543215,,,,,,
32,0.562924139025,0.572026682075,,,,,,
33,0.556632012674,0.567119398856,,,,,,
34,0.555348716895,0.565819766555,,,,,,
35,0.549117349352,0.560045151202,,,,,,
36,0.542008992686,0.554081196087,,,,,,
37,0.532252597508,0.543246827975,,,,,,
38,0.528825285784,0.539997994619,,,,,,
39,0.524563678326,0.536048376313,,,,,,
40,0.519808494629,0.531396691057,,,,,,
41,0.518709594747,0.529821888193,,,,,,
42,0.513163574707,0.523393179276,,,,,,
43,0.507965406295,0.517881414708,,,,,,
44,0.50328847057,0.512959185928,,,,,,
45,0.500588160676,0.510783792426,,,,,,
46,0.49779674114,0.50757636873,,,,,,
47,0.490196628938,0.499781086931,,,,,,
48,0.483193222825,0.493078377887,,,,,,
49,0.481999979137,0.491687251447,,,,,,
50,0.478464778502,0.487967407034,,,,,,
51,0.477554394852,0.487173269886,,,,,,
52,0.47561726235,0.484660198694,,,,,,
53,0.472101176848,0.480213348964,,,,,,
54,0.468638617453,0.476654872528,,,,,,
55,0.464540548513,0.472572240148,,,,,,
56,0.462542986584,0.470506705396,,,,,,
57,0.459345779777,0.467134804427,,,,,,
58,0.454432841055,0.462803379228,,,,,,
59,0.447406690965,0.456113363644,,,,,,
60,0.44544624888,0.453975941978,,,,,,
61,0.442171961966,0.450513241452,,,,,,
62,0.437325085359,0.445809227324,,,,,,
63,0.432915646032,0.442378828607,,,,,,
64,0.429730551306,0.437685141791,,,,,,
65,0.429269351065,0.437339697513,,,,,,
66,0.426337438464,0.434222218233,,,,,,
67,0.425269419039,0.433201708368,,,,,,
68,0.422660955805,0.429803386341,,,,,,
69,0.420905466621,0.428034046392,,,,,,
70,0.419877830462,0.424553965409,,,,,,
71,0.418757981199,0.421367046592,,,,,,
72,0.416153891232,0.418130852659,,,,,,
73,0.408498171908,0.407745521693,,,,,,
74,0.405939173176,0.405231827876,,,,,,
75,0.404566198815,0.404115602632,,,,,,
76,0.402483522038,0.403111065884,,,,,,
77,0.399684858066,0.400371181438,,,,,,
78,0.39934966091,0.40003517649,,,,,,
79,0.398384176996,0.399102014215,,,,,,
80,0.394831736767,0.395687941359,,,,,,
81,0.392495850219,0.393270241889,,,,,,
82,0.391635171694,0.392486829209,,,,,,
83,0.391355705547,0.392225183241,,,,,,
84,0.389215382417,0.389943361808,,,,,,
85,0.385487020153,0.388216884288,,,,,,
86,0.384994751119,0.387371619121,,,,,,
87,0.384281228292,0.386011019465,,,,,,
88,0.383958280546,0.385621256522,,,,,,
89,0.377238717126,0.379289238198,,,,,,
90,0.376475482119,0.378409933022,,,,,,
91,0.375821963546,0.378030166796,,,,,,
92,0.375249780021,0.377521472305,,,,,,
93,0.372323844469,0.375593433855,,,,,,
94,0.370955770559,0.374310378531,,,,,,
95,0.36950840352,0.373295500398,,,,,,
96,0.365803344772,0.370633436733,,,,,,
97,0.363851707215,0.368358865777,,,,,,
98,0.36121780066,0.365945965023,,,,,,
99,0.360616726884,0.365296798907,,,,,,
100,0.359805207461,0.364945752372,,,,,,
101,0.354088660208,0.360196374124,,,,,,
102,0.350704509464,0.356928566575,,,,,,
103,0.349688391502,0.355635645782,,,,,,
104,0.345774087929,0.353280043017,,,,,,
105,0.344828679522,0.352320080429,,,,,,
106,0.343716686293,0.351165679199,,,,,,
107,0.343411021191,0.350869892545,,,,,,
108,0.343103221435,0.350398911573,,,,,,
109,0.342964012358,0.350305456741,,,,,,
110,0.343128053465,0.350842949117,,,,,,
111,0.342079198115,0.349400980407,,,,,,
112,0.341570626487,0.349007120875,,,,,,
113,0.339070009655,0.346658450743,,,,,,
114,0.337515411478,0.344791476108,,,,,,
115,0.335438833298,0.342844169048,,,,,,
116,0.335307905079,0.342703297888,,,,,,
117,0.333668570612,0.340827364872,,,,,,
118,0.332941970044,0.339920941627,,,,,,
119,0.33226074132,0.338856630518,,,,,,
120,0.331407671188,0.337940839024,,,,,,
121,0.330450900247,0.33659832668,,,,,,
122,0.328642991002,0.334947016621,,,,,,
123,0.327507213419,0.333852008475,,,,,,
124,0.326879021759,0.333289020045,,,,,,
125,0.326391793188,0.332646260566,,,,,,
126,0.326250572987,0.332659154866,,,,,,
127,0.325174871738,0.331637063853,,,,,,
128,0.324502211453,0.330549230532,,,,,,
129,0.324079895207,0.33017096731,,,,,,
130,0.317613065069,0.327894808841,,,,,,
131,0.316428449216,0.325937915394,,,,,,
132,0.31560488182,0.325052127969,,,,,,
133,0.315095329912,0.324692963417,,,,,,
134,0.314878480809,0.3245793023,,,,,,
135,0.314594445991,0.323395886138,,,,,,
136,0.313286809869,0.322172254973,,,,,,
137,0.313107661313,0.321964685778,,,,,,
138,0.31212997846,0.321111027329,,,,,,
139,0.311613160486,0.320991826656,,,,,,
140,0.308682807909,0.31763866132,,,,,,
141,0.308180595065,0.317467914421,,,,,,
142,0.307748489874,0.316996761764,,,,,,
143,0.305191189653,0.314236587051,,,,,,
144,0.304667419545,0.314095596378,,,,,,
145,0.304039853624,0.313442481236,,,,,,
146,0.302898343734,0.312397606022,,,,,,
147,0.302640467188,0.312036399657,,,,,,
148,0.302264766899,0.311740001411,,,,,,
149,0.300986765366,0.308344914781,,,,,,
150,0.300984789215,0.307545172267,,,,,,
151,0.300468317119,0.306891669903,,,,,,
152,0.300615885467,0.306848115777,,,,,,
153,0.300532314415,0.306697874399,,,,,,
154,0.299316216358,0.304906396717,,,,,,
155,0.298647070112,0.303968412948,,,,,,
156,0.297943682082,0.303196973269,,,,,,
157,0.296794764478,0.302056369622,,,,,,
158,0.296200021108,0.301526906089,,,,,,
159,0.29615941808,0.301470305535,,,,,,
160,0.296160666665,0.301374978886,,,,,,
161,0.295249732129,0.300756974617,,,,,,
162,0.291089819128,0.300607540936,,,,,,
163,0.290303756216,0.299489170044,,,,,,
164,0.289854078112,0.299549950129,,,,,,
165,0.288227953944,0.297715019248,,,,,,
166,0.28712637356,0.296366757483,,,,,,
167,0.286786635045,0.295986782217,,,,,,
168,0.283219686013,0.293315776828,,,,,,
169,0.281857093352,0.291876973457,,,,,,
170,0.280391295511,0.290406129466,,,,,,
171,0.280032239445,0.289929629231,,,,,,
172,0.28026864649,0.290220160447,,,,,,
173,0.279595117786,0.289382220106,,,,,,
174,0.279401355793,0.289190865549,,,,,,
175,0.279185628514,0.288790404066,,,,,,
176,0.278762937034,0.288417036581,,,,,,
177,0.278692264631,0.288464927451,,,,,,
178,0.278306219521,0.287894377418,,,,,,
179,0.278145319423,0.287029554784,,,,,,
180,0.277221539729,0.285384792347,,,,,,
181,0.277168313284,0.285176851826,,,,,,
182,0.276418883401,0.284057978435,,,,,,
183,0.275920156711,0.283436847406,,,,,,
184,0.275720271709,0.283277446155,,,,,,
185,0.275564883415,0.283240660754,,,,,,
186,0.272889231519,0.281304149376,,,,,,
187,0.2727380304,0.281128796698,,,,,,
188,0.271709977957,0.279935307714,,,,,,
189,0.271604488057,0.279696494488,,,,,,
190,0.270526664705,0.278504573167,,,,,,
191,0.269895977107,0.277765633211,,,,,,
192,0.269785745557,0.277581014117,,,,,,
193,0.26794515218,0.275594747787,,,,,,
194,0.268468644724,0.276070286067,,,,,,
195,0.268121328038,0.275838950667,,,,,,
196,0.26780966588,0.274929018419,,,,,,
197,0.267236642278,0.27439330362,,,,,,
198,0.266840863289,0.273995151104,,,,,,
199,0.266246069619,0.273113475292,,,,,,
