Time(Iteration),CAB_original
0,5.43258092292
1,10.6262254493
2,15.2805192165
3,19.8722496734
4,23.6685143873
5,26.7095285911
6,29.9375472825
7,33.3538651905
8,36.4370532276
9,38.8318428651
10,41.8105197118
11,44.0425022527
12,46.8654178832
13,50.0020970346
14,52.6521160556
15,55.4169729654
16,57.6911249212
17,59.6373978198
18,61.6817359144
19,63.3006728519
20,65.0197684404
21,66.9990885191
22,68.7268753358
23,70.3572740317
24,71.4990555653
25,72.9452660256
26,73.981511647
27,75.5079513044
28,76.5324754759
29,77.5598690744
30,78.7799995127
31,79.857588649
32,80.6495804568
33,81.8246663429
34,82.9926208844
35,84.0308813237
36,84.9775646863
37,86.3925867055
38,87.1232718509
39,87.5205364848
40,88.1287988
41,88.6404918141
42,89.3628894324
43,89.9801449165
44,90.6765758576
45,91.6090180321
46,92.1695294895
47,92.9036778142
48,93.7682037633
49,94.2212082592
50,94.7872272794
51,95.2867745569
52,95.6737339288
53,96.0919911305
54,96.816775196
55,97.2990927311
56,97.7184756938
57,98.2710327193
58,98.8691781249
59,99.3913772994
60,99.765810495
61,100.08113031
62,100.494080613
63,100.908666192
64,101.135167491
65,101.999333264
66,102.642095868
67,103.177812519
68,103.543191369
69,104.049550651
70,104.494659401
71,104.846550473
72,105.204069739
73,105.726802397
74,106.147037506
75,106.617285461
76,107.032734898
77,107.3650583
78,107.953995604
79,108.304915607
80,108.68936422
81,109.043290467
82,109.439128647
83,109.62816674
84,109.909439991
85,110.264141308
86,110.475514198
87,110.714439535
88,111.070451045
89,111.681439202
90,112.325911049
91,113.028389743
92,113.414293788
93,113.725332453
94,113.995175731
95,114.443764736
96,114.683599342
97,115.087834491
98,115.487912458
99,115.729824837
100,116.048261325
101,116.353780805
102,116.831500122
103,117.138248317
104,117.485466634
105,117.844426972
106,118.396799541
107,118.787349738
108,119.611315598
109,120.125288174
110,120.657873263
111,120.883325244
112,121.276054722
113,121.457038943
114,122.283619558
115,122.980309506
116,123.075650362
117,123.673809174
118,123.788326389
119,124.217642261
120,124.340441168
121,124.655297994
122,124.933527351
123,125.277549655
124,125.689815364
125,126.09692034
126,126.526384311
127,126.868968293
128,127.128049821
129,127.421668821
130,127.972521905
131,128.303241248
132,128.743178449
133,129.397178712
134,130.00616775
135,130.350761036
136,130.676584429
137,130.920970964
138,131.401307296
139,132.197889071
140,132.463452818
141,132.821932248
142,133.295985041
143,133.846765131
144,134.123407521
145,134.601773573
146,135.189244033
147,135.87221581
148,136.259692926
149,136.560433303
150,136.817093591
151,137.249422061
152,137.709279982
153,138.06826801
154,138.322654801
155,138.62304678
156,138.716976911
157,139.18151957
158,139.393498209
159,139.56655755
160,139.770796834
161,140.617356917
162,141.140901687
163,141.658504667
164,142.041543857
165,142.550911256
166,142.774619663
167,143.001681891
168,143.25019514
169,143.528387879
170,143.786124543
171,144.060736137
172,144.608651987
173,145.190119641
174,145.77277788
175,146.1679368
176,146.790554782
177,147.11763292
178,147.761129027
179,147.958765791
180,148.185732355
181,148.360743307
182,148.52592665
183,149.064239604
184,149.316509982
185,149.469125208
186,149.828621924
187,150.140599513
188,150.410331613
189,150.436622265
190,150.879109491
191,151.246966943
192,151.673666395
193,151.97345821
194,152.119393995
195,152.430096689
196,152.804169058
197,153.352294301
198,153.841695299
199,154.124761679
200,154.299087558
201,154.774548492
202,155.14074478
203,155.813554986
204,156.361941791
205,156.581660699
206,157.029847747
207,157.233770547
208,157.417489802
209,157.62857063
210,157.970508534
211,158.525594362
212,158.904163983
213,159.197720845
214,159.699231801
215,160.314505395
216,160.612152445
217,161.165725769
218,161.424264957
219,161.773135505
220,161.995136457
221,162.550493116
222,163.082540958
223,163.539413662
224,163.825972127
225,164.194990334
226,164.536762904
227,165.074114299
228,165.206014197
229,165.742027907
230,166.129982745
231,166.324194761
232,166.517398487
233,166.729569069
234,167.060271444
235,167.389030111
236,167.404331252
237,167.74042846
238,168.416914015
239,168.894834329
240,169.228439316
241,169.638195191
242,170.177016823
243,170.358360884
244,170.628385425
245,171.148970431
246,171.358733257
247,171.640539405
248,172.166176019
249,172.323467988
250,172.802864615
251,173.267064663
252,173.833721908
253,174.360499975
254,174.739674596
255,175.06830245
256,175.604082713
257,175.894329388
258,176.158210951
259,176.418363888
260,176.809505392
261,177.192167943
262,177.720026665
263,177.973448287
264,178.457131163
265,178.69444014
266,179.096712183
267,179.558333372
268,179.855392835
269,180.237719877
270,180.349382833
271,180.948590556
272,181.1856625
273,181.692388593
274,182.138409739
275,182.647328807
276,182.997989439
277,183.757698696
278,183.916388624
279,184.375628653
280,184.792404578
281,185.103432403
282,185.327424352
283,185.603740165
284,186.034827473
285,186.471982262
286,187.258592958
287,187.660474833
288,187.978076089
289,188.58461139
290,188.798000249
291,189.213693859
292,189.798959102
293,190.278086371
294,190.816320824
295,191.128763091
296,191.676177774
297,191.940545055
298,192.308905616
299,192.786062822
300,193.035057581
301,193.410238407
302,194.204908683
303,194.443834536
304,194.697370229
305,195.142465196
306,195.322757231
307,195.809332097
308,196.042796678
309,196.410911003
310,196.617656371
311,196.967991717
312,197.463032993
313,197.876887162
314,198.232721995
