Time(Iteration),CAB_original,LinUCB
0,4.91894546715,4.91894546715
1,9.59027396096,9.59027396096
2,14.5400957313,14.5400957313
3,19.3698623762,19.3698623762
4,24.2489096104,24.2416168841
5,28.8604439361,28.8531512098
6,32.9664598946,32.8529128604
7,36.4924039508,36.3788569166
8,40.0043499536,39.8908029194
9,43.3212019253,43.3151389103
10,45.7810553006,46.1131566164
11,48.8594183682,49.150104197
12,51.4162447758,51.7069306046
13,54.0916635854,54.3823494142
14,56.393964716,56.6885008727
15,58.4731505391,58.8131042359
16,60.9380581596,61.11160296
17,62.1511142006,62.324659001
18,63.6548237621,64.0778948387
19,65.063757956,65.3205080889
20,66.3472263583,66.5074993898
21,67.6949353423,67.8492242032
22,69.0876794224,69.3669330241
23,70.5852375324,70.8355938826
24,71.8895252603,72.4846974595
25,72.9687897611,73.916074841
26,74.1151115593,75.0771246062
27,75.332518039,76.4036441978
28,76.1100411813,77.4887294815
29,77.1830963136,78.7629272993
30,78.1013638181,79.8141514678
31,79.1540364505,80.9778471292
32,79.8022256984,81.7923153976
33,81.5121834868,83.6770348658
34,82.5281531168,84.9138162415
35,83.5507356236,85.8849651348
36,84.790715603,87.1058406938
37,85.5379811426,87.8063000146
38,86.364213236,88.6175936667
39,87.1187098964,89.3587642866
40,87.6677105026,90.0772983714
41,88.8562411978,91.4270669744
42,89.7588387295,92.2617803792
43,91.0169791587,93.331609387
44,91.8651381144,94.291046586
45,92.698234301,95.1694898823
46,93.5817651643,95.9685686693
47,94.3781454432,96.6798364045
48,94.8703273958,97.0994505433
49,95.9808519905,98.1824463008
50,96.6047718621,98.7269210356
51,97.5265205161,99.7652552328
52,98.3072219009,100.462562348
53,98.8574159831,100.917658617
54,99.2918151363,101.433494102
55,99.6561621582,102.069159878
56,100.42546078,103.245658574
57,101.387987506,104.034502805
58,102.022502726,104.668564435
59,102.751313155,105.394909807
60,103.408110745,106.159297686
61,104.230528479,107.008278851
62,104.869344687,107.57635715
63,105.36909289,107.953269377
64,105.832772819,108.364014192
65,106.157254603,109.104423813
66,106.729250548,109.877308236
67,107.121738585,110.304243849
68,107.966721177,111.174944558
69,108.542391245,112.012363139
70,108.954447525,112.440091154
71,109.826604193,113.246161122
72,110.328804012,113.836914226
73,110.780777424,114.186733422
74,111.379221483,114.964371366
75,112.078330057,115.553396779
76,112.506876886,116.00500636
77,113.257954277,116.80086261
78,114.122125973,117.476612783
79,114.651805729,117.802504772
80,115.653908643,118.590011445
81,116.3543323,119.129259059
82,117.126645493,119.720065025
83,117.804846661,120.202819905
84,118.234955321,120.583169049
85,118.818927527,120.953629007
86,119.48610822,121.571523217
87,119.772951516,121.722464313
88,120.447936245,122.283433785
89,120.885997969,122.739394984
90,121.439504364,123.015848522
91,121.79294242,123.314332364
92,122.406395301,123.808475185
93,122.851389571,124.130738471
94,123.2230357,124.364463477
95,124.243796991,125.317201976
