Time(Iteration),LinUCB_new,LinUCB
0,5.61296908074,5.47525184434
1,10.4262227269,9.95607116689
2,15.3480384244,14.3372176125
3,17.7492827633,16.7789706107
4,21.0382510492,19.2911225432
5,23.9186536203,22.022845517
6,25.4444112063,23.2162007438
7,26.9582477185,24.7636609118
8,28.4987608446,26.0336886162
9,30.7822531364,28.1839503357
10,31.9968558531,29.2848789195
11,32.7804690221,30.132228282
12,33.3235764095,30.9973641359
13,34.7995192175,31.9575964539
14,35.1655934619,32.5474990415
15,36.3805706912,33.5685775088
16,37.46219622,34.3178227299
17,38.0039945457,34.9922435761
18,38.5342268344,35.6509685918
19,38.8423811253,36.1383569281
20,39.742851376,36.9646521414
21,40.6844419027,38.0285142143
22,40.9608742928,38.3075870616
23,41.4290284996,38.7152830489
24,41.6815317337,38.9691855502
25,42.1158810501,39.3409417328
26,42.3506795748,39.6119600981
27,42.7187085617,39.8168632843
28,42.8751036096,39.959770844
29,43.021537804,40.0087001796
30,43.2409457079,40.2174284021
31,43.3491381397,40.3432429312
32,43.4544024048,40.4998811629
33,43.617581945,40.6917984685
34,43.7957470695,41.0411653869
35,43.9379336488,41.1833519662
36,44.3008644654,41.5344037363
37,44.4336461974,41.7292306041
38,44.51175104,41.8544050681
39,44.6639951211,41.9761103746
40,44.8198222828,42.1251269785
41,44.8408818321,42.1297295673
42,45.1050679303,42.3939156655
43,45.1665412657,42.4844927838
44,45.2938088353,42.5705495607
45,45.3278372334,42.6045779589
46,45.4982610032,42.7343024353
47,45.5631515557,42.8593267254
48,45.7229373827,43.0191125524
49,45.7737822584,43.1296737772
50,45.8738394428,43.1436175931
51,45.9337378998,43.2035160501
52,46.1753861308,43.4451642811
53,46.3323936253,43.6142600374
54,46.5208431376,43.863364466
55,46.6271014041,43.924266329
56,46.7038642015,44.0085933283
57,46.8017844377,44.1065135645
58,46.8323416306,44.1370707575
59,46.9331461309,44.278127344
60,47.0805831455,44.4297754795
61,47.1870797767,44.5458354865
62,47.2147385792,44.573494289
63,47.521008871,44.8678577103
64,47.6676786256,44.9647081402
65,47.6922231675,45.0070095805
66,47.7289579603,45.0595396937
67,47.7300418382,45.0606235716
68,47.8749444546,45.2614154337
69,47.8781766596,45.2646476387
70,47.9862799337,45.3451896268
71,47.9956228745,45.3460607902
72,47.9974131887,45.3478511044
73,48.3085245619,45.6164588132
74,48.3482305962,45.6561648474
75,48.4112176837,45.7705116237
76,48.4545660219,45.8138599618
77,48.5527337371,45.9773171307
78,48.6450353703,46.0093334886
79,48.7315236456,46.168689956
80,48.852394501,46.2895608114
81,48.852394501,46.2895608114
82,48.8528583407,46.2900246511
83,48.8607700426,46.297936353
84,48.875066897,46.323849556
85,48.8886564999,46.3789326361
86,48.8886564999,46.3789326361
87,49.0314430473,46.5201622241
88,49.2143121974,46.7030313743
89,49.2580737841,46.7499987723
90,49.2785392183,46.7704642065
91,49.2942197958,46.8019898137
92,49.310595229,46.8035738779
93,49.3295853312,46.8181625733
94,49.3599607831,46.8485380253
95,49.4325833596,46.9211606018
96,49.4721966539,46.9607738961
97,49.5627711359,47.1516655607
98,49.577075963,47.1659703878
99,49.5974149537,47.2102214411
100,49.6003424228,47.2131489103
101,49.6003424228,47.2131489103
102,49.6972400186,47.3136710356
103,49.723838691,47.3340141763
104,49.7521867094,47.3376835572
105,49.7589439081,47.3447085308
106,49.8997929834,47.466860853
107,49.9233738159,47.4904416855
108,49.9544417253,47.5004977489
109,49.9965074279,47.5280228322
110,49.9965074279,47.5280228322
111,50.0153874725,47.5469028768
112,50.0303209229,47.5618363272
113,50.0722503474,47.6238936891
114,50.1261543206,47.6777976623
115,50.2322739203,47.8068705421
116,50.2622839841,47.8774084852
117,50.5468810692,48.1577067108
118,50.56345942,48.1742850615
119,50.5991538231,48.2099794647
120,50.7021460243,48.3522917072
121,50.7021460243,48.3522917072
122,50.737844779,48.3879904619
123,50.737844779,48.3879904619
124,50.737844779,48.3879904619
125,50.7665137142,48.4166593971
126,50.8278255667,48.4779712496
127,50.8808040462,48.5054793178
128,50.8973260729,48.5129392595
129,50.9380531537,48.5536663403
130,50.9507282903,48.5663414769
131,51.0011286151,48.6212195785
132,51.0011286151,48.6664782053
133,51.0189781088,48.6685365473
134,51.0189781088,48.6685365473
135,51.0218415096,48.6713999481
136,51.0863201157,48.6842991688
137,51.1834251281,48.7711399063
138,51.2043528323,48.7920676104
139,51.3322396777,48.9199544559
140,51.3322396777,48.9270472346
141,51.382288813,48.9770963699
142,51.382288813,48.9770963699
143,51.382288813,48.9770963699
144,51.4019903517,49.0063689894
145,51.4019903517,49.0063689894
146,51.4019903517,49.0063689894
147,51.4190957111,49.0234743488
148,51.4428756029,49.0251675715
149,51.4536421118,49.0359340805
150,51.4627684623,49.0450604309
151,51.4710580358,49.0533500044
152,51.4923263192,49.0643658185
153,51.5806404988,49.1526799981
154,51.6991333201,49.1666981545
155,51.6991333201,49.1739745951
156,51.7655204513,49.2403617264
157,51.7789506493,49.2537919243
158,51.7952833396,49.2701246146
159,51.7952833396,49.2701246146
160,51.9139093825,49.4500408159
161,51.9552880635,49.4981951621
162,51.9683648016,49.5190496703
163,51.9713926906,49.5220775593
164,51.9713926906,49.5220775593
