Time(Iteration),LinUCB_new,LinUCB
165,51.9803512836,49.5310361523
166,52.0891314301,49.6562736185
167,52.1120159875,49.6791581758
168,52.1564768893,49.7236190776
169,52.1594343038,49.7265764922
170,52.1747048418,49.7418470302
171,52.1906094612,49.7577516495
172,52.3091180264,49.8762602147
173,52.3091180264,49.8762602147
174,52.3563693182,49.9235115066
175,52.3563693182,49.9235115066
176,52.3621735501,49.9402766827
177,52.403917691,49.9820208235
178,52.4060207586,49.9841238912
179,52.4060207586,49.9841238912
180,52.4682064792,50.0115544178
181,52.4682064792,50.0115544178
182,52.4682064792,50.0115544178
183,52.564339146,50.0855019587
184,52.5810322516,50.151274499
185,52.615006286,50.1852485333
186,52.6317956164,50.2020378637
187,52.6344136072,50.2046558546
188,52.6796395275,50.2308593424
189,52.692327591,50.2435474059
190,52.7716180855,50.2536807407
191,52.7770372598,50.2590999149
192,52.7811679758,50.284216614
193,52.8256768767,50.3287255149
194,52.8399625044,50.3606083477
195,52.8475966671,50.3682425103
196,52.8591307518,50.3797765951
197,52.9153364626,50.4359823059
198,52.9153364626,50.4359823059
199,52.9288534376,50.4494992809
