Time(Iteration),LinUCB_new,LinUCB
0,5.98990491315,6.36219405749
1,10.7040719544,11.0867692628
2,13.6009775867,14.1054909071
3,16.8467834686,17.2937116429
4,19.091346768,19.8674364453
5,20.9380853865,21.5111706543
6,23.8074160793,24.460768599
7,24.9569093247,25.6939534767
8,26.7393467729,27.4524922498
9,28.6411314336,28.9124856067
10,29.848606501,30.1046081897
11,30.8028577387,31.0588594274
12,32.1763760171,32.3010840004
13,32.4603904495,32.6078224206
14,33.7614425346,33.8113182074
15,35.0266868545,35.084186028
16,36.138896887,36.1671774022
17,36.7995452776,36.8117347781
18,37.3195775411,37.3214251377
19,37.6362692777,37.9411104817
20,38.090146672,38.4655159971
21,38.4773887327,39.0086390603
22,39.0097134938,39.5409638214
23,39.4885194739,39.9875661906
24,40.3601147621,40.8591614788
25,41.0528832692,41.5519299859
26,41.2455241305,41.6854548747
27,41.8645851664,42.3045159106
28,41.9389188423,42.5333245302
29,42.2175167726,42.77743137
30,42.6812715332,43.2411861306
31,43.0889560029,43.6488706003
32,43.5258264915,44.1132163268
33,44.0267341754,44.6141240107
34,44.3526948783,44.8961586516
35,44.7504911666,45.2939549399
36,45.013027573,45.6251774871
37,45.1900334347,45.7819253593
38,45.3638661819,45.946642201
39,45.7364905797,46.4360374446
40,45.7782962257,46.5268858293
41,45.986280195,46.7772664074
42,46.2731374982,47.0724989126
43,46.5298978888,47.3292593031
44,46.8134545707,47.6155891459
45,47.0504919486,47.9003461816
46,47.5953519744,48.4452062074
47,47.6236002437,48.4734544767
48,47.9060845808,48.769086417
49,48.2616135323,49.1246153685
50,48.6566685424,49.5196703786
51,48.8608554327,49.7238572689
52,49.0434669507,49.944597647
53,49.1554418313,50.0565725276
54,49.2001334605,50.1016992828
55,49.3136864252,50.2459310115
56,49.4103365053,50.3425810916
57,49.7998017949,50.8299765569
58,49.8283741573,50.8585489194
59,49.919542873,50.949717635
60,50.0408243747,51.0579400896
61,50.1031480653,51.1159612275
62,50.2005932523,51.2134064144
63,50.4087413266,51.499623184
64,50.5656992693,51.8189320624
65,50.8557132308,52.2134423938
66,50.9312460401,52.2889752032
67,51.0740964563,52.4359700007
68,51.1242025712,52.492673065
69,51.4886126675,52.8570831613
70,51.8952529598,53.3792320907
71,52.1576719816,53.6313569025
72,52.56728756,54.0982116253
73,52.6690584495,54.1999825148
74,52.9084289197,54.4393529851
75,53.0463085928,54.5604335533
76,53.2468375818,54.6721439983
77,53.3867116744,54.8016900978
78,53.4863169517,54.9012953751
79,53.7597961947,55.1840035253
80,53.7597961947,55.1840035253
81,53.8511904389,55.2753977695
82,54.121873488,55.5460808186
83,54.1359271547,55.6140481354
84,54.1939565787,55.6783319056
85,54.4809712916,55.9738983693
86,54.6324485677,56.1253756454
87,54.8134690993,56.2696797812
88,54.9539130002,56.3999779891
89,54.9790449066,56.5430510466
90,54.9879306017,56.5519367417
91,55.0948845566,56.6588906966
92,55.1382001617,56.7022063016
93,55.1581721261,56.80473919
94,55.3820894069,56.9367764976
95,55.3963584831,57.056112697
96,55.4253738599,57.2433194797
97,55.4253738599,57.3387606451
98,55.5174741858,57.4800135201
99,55.5514788048,57.5140181391
100,55.6025849337,57.6129743785
101,55.6125375112,57.622926956
102,55.6572116972,57.7793755292
103,55.9657234206,58.0878872526
104,56.0569871501,58.2361823265
105,56.1181799812,58.40641442
106,56.1983308526,58.4875801639
107,56.4046013659,58.7195443908
108,56.4183811878,58.7630726086
109,56.4244083376,58.7690997584
110,56.467060382,58.8358272845
111,56.5525613996,58.9213283021
112,56.5933871636,58.9769672872
113,56.6885896823,59.0721698059
114,56.7654983709,59.1506377285
115,56.7916486426,59.1889779215
116,56.950552679,59.3478819579
117,57.0056844934,59.4030137722
118,57.0132227243,59.4416513136
119,57.0132227243,59.4810044902
120,57.0924579448,59.5602397106
121,57.23421321,59.68515889
122,57.3387539795,59.9662233228
123,57.3619836734,59.9894530167
124,57.4097515862,60.0336748364
125,57.5222787987,60.1506837286
126,57.7758825043,60.3576664829
127,57.9229567611,60.5172512237
128,57.9897136706,60.5840081332
129,58.0185606352,60.6128550977
130,58.1821562686,60.7502915932
131,58.2161840709,60.7951578246
132,58.2642635898,60.912804711
133,58.2997511364,61.1863738514
134,58.3540686956,61.1955318096
135,58.5742231554,61.4156862693
136,58.6041279767,61.4455910906
137,58.6086697736,61.4501328875
138,58.7565037128,61.6194359519
139,58.792540684,61.6554729231
140,58.8113103667,61.6742426057
141,58.8619350004,61.820473439
142,58.9758520856,61.8416169079
143,58.9874983371,61.8416169079
144,59.046026917,61.9001454878
145,59.1021830545,61.9563016252
146,59.2317972763,62.1328480824
147,59.2521117689,62.1531625749
148,59.2865648546,62.1783803174
149,59.3941180034,62.2859334662
150,59.4090115842,62.3111276157
151,59.5170976777,62.4657442676
152,59.5576630192,62.5510600777
153,59.5807658934,62.6142316644
154,59.6068424889,62.6403082599
155,59.6937569541,62.7272227251
156,59.7367458502,62.7702116212
157,59.9141073646,62.9475731356
158,59.9894544049,63.0677140009
159,59.9894544049,63.0677140009
160,60.064885316,63.1704543398
161,60.1542856002,63.259854624
162,60.2184252949,63.3239943187
163,60.2695287346,63.3600573485
164,60.2878561321,63.3809248617
165,60.3855575104,63.5515982945
166,60.4233006264,63.5921201512
167,60.5293846559,63.6640395543
168,60.5724076422,63.7070625406
169,60.651684207,63.7769574961
170,60.7635399563,63.8716032316
171,60.869694869,63.9345915061
172,60.881042541,63.9429049751
173,60.8977336656,63.9595960997
174,60.9011460354,63.9630084695
175,60.9069920259,63.9737266643
176,60.9071510348,63.9738856732
177,60.9445993969,64.0113340353
178,60.972604321,64.0393389594
179,60.99877974,64.0655143784
180,61.183122063,64.0814483032
181,61.2038908987,64.1022171389
182,61.214958096,64.1132843362
183,61.2512282332,64.1495544733
184,61.2512282332,64.2106496448
185,61.2606674,64.2200888116
186,61.2823051116,64.2417265233
187,61.3289870665,64.2884084781
188,61.4298058409,64.2884084781
189,61.5407263645,64.4087587837
190,61.691583995,64.5596164142
191,61.7140905882,64.5823388576
192,61.7327300644,64.6136690475
193,61.7777963183,64.6555830848
194,61.7831688628,64.6609556294
195,61.794240201,64.6720269675
196,61.825988664,64.8070633637
197,61.9070686774,64.8881433771
198,61.9368935649,64.9179682647
199,62.0289964754,65.0100711752
