Time(Iteration),CAB,CAB_original
0,1.795220135,1.795220135
1,3.6899335333,3.6899335333
2,5.31533310515,5.31533310515
3,6.94308379553,6.94308379553
4,8.49832252872,8.49832252872
5,9.82805141138,9.82805141138
6,11.1076816184,11.1076816184
7,12.5423568943,12.5423568943
8,14.0072304409,14.0072304409
9,15.2770018214,15.2770018214
10,16.4016009957,16.4016009957
11,17.6965691925,17.6965691925
12,18.8668240873,18.8668240873
13,19.8641104929,19.8641104929
14,20.7192016406,20.7192016406
15,21.4530628011,21.4530628011
16,22.15844343,22.15844343
17,22.9415147994,22.9415147994
18,23.5444644487,23.5444644487
19,24.0249369456,24.0249369456
20,24.6648039657,24.6648039657
21,25.1643965746,25.1643965746
22,25.6124229197,25.6124229197
23,26.008945555,26.008945555
24,26.5802877206,26.5802877206
25,26.9675318423,26.9675318423
26,27.3199842194,27.3199842194
27,27.6310522431,27.6310522431
28,27.9435386749,27.9435386749
29,28.2974508273,28.2804054194
30,28.5244921782,28.4969634356
31,28.8036225409,28.7620559296
32,29.1133310107,29.1568376415
33,29.3107119856,29.4144940991
34,29.5552551883,29.585799357
35,29.8336313568,29.886811868
36,30.1308845236,30.1078235808
37,30.3203444667,30.2749659292
38,30.5234348222,30.461014729
39,30.6610923688,30.6495949708
40,30.9088528844,30.8701868706
41,31.012011485,31.0510859406
42,31.2454062857,31.3034219617
43,31.3658455174,31.4066061959
44,31.5631668315,31.600794627
45,31.7178735386,31.7268462948
46,31.9861418811,32.0472387327
47,32.1009399694,32.2004289832
48,32.2916995786,32.3883594609
49,32.4304878742,32.5273704703
50,32.5544609831,32.7188738951
51,32.6196817813,32.8405717536
52,32.7391542835,32.9811043387
53,32.8707740784,33.1638657552
54,32.9758403548,33.2709591807
55,33.1257452559,33.4208640819
56,33.2415536155,33.5480468791
57,33.3659741626,33.6725068889
58,33.4718141842,33.7700531492
59,33.5384944015,33.8367333664
60,33.6472003938,34.0282794761
61,33.75490097,34.1429353812
62,33.9292881875,34.3056982006
63,34.140665251,34.5170752641
64,34.2592600915,34.6622745597
65,34.3505277555,34.8006100912
66,34.4400404057,34.8954186775
67,34.4788533647,34.9342316365
68,34.5741152871,35.0395652088
69,34.6357899207,35.1263367434
70,34.7669572634,35.2583762657
71,34.8999533748,35.4109325977
72,35.0754870469,35.5607029895
73,35.1466619728,35.6199412698
74,35.1996355048,35.6979061717
75,35.2679450932,35.7879199984
76,35.3123969466,35.82699367
77,35.5058761431,36.0157014058
78,35.5354417752,36.0654623886
79,35.5868430675,36.1395005018
80,35.6890090567,36.2496943442
81,35.7747707763,36.3234497806
82,35.8132003698,36.3611928115
83,35.8831804259,36.4202951218
84,35.9715294696,36.5125232101
85,36.0476202547,36.5626739877
86,36.1388724995,36.6365266719
87,36.2051220348,36.7142422504
88,36.2803345309,36.7971625486
89,36.311597547,36.8234976726
90,36.4766882032,36.9841136646
91,36.6013978956,37.1304276682
92,36.6997636038,37.2182953246
93,36.8070992271,37.3206895113
94,36.886611932,37.3501151867
95,36.9699641072,37.4299508106
96,37.0234655024,37.4769974499
97,37.0817542547,37.5255884084
98,37.1622570361,37.6160048371
99,37.2125624867,37.7042723091
100,37.2957999058,37.7839893285
101,37.3677304636,37.9125054558
102,37.4556977163,37.9919064123
103,37.5228119019,38.0620028194
104,37.5472148883,38.0864058058
105,37.6543621105,38.2074361385
106,37.7617131351,38.3274285416
107,37.790594536,38.3570009221
108,37.8874670832,38.4538734693
109,37.9699817356,38.5371278797
110,38.0341577771,38.5802328875
111,38.132042836,38.6592096551
112,38.2572707965,38.8117393849
113,38.3345890972,38.9146910924
114,38.3786536301,38.9628589426
115,38.4263005161,39.026107043
116,38.5025207438,39.1110899861
117,38.5206251097,39.1432240227
118,38.6352163846,39.252900728
119,38.6872386414,39.3049229848
120,38.7577727743,39.3840175852
121,38.8191061017,39.4617944793
122,38.8528520518,39.5141948445
123,38.8816272384,39.5498907556
124,38.900937671,39.5692011882
125,38.9470601426,39.6104978444
126,38.9912605911,39.642835245
127,39.002950806,39.6579521794
128,39.1171157886,39.7908643758
129,39.2032860962,39.8739134425
130,39.2410301062,39.909244669
131,39.3126863077,39.981649244
132,39.3641771819,40.0325234903
133,39.5327188144,40.2106539087
134,39.6084441136,40.294350216
