Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
0,7.47504301462,7.47504301462,7.47504301462,7.47504301462,7.47504301462,7.47504301462
1,12.9558799069,13.2362896756,10.0432561006,12.9264391189,13.8964343177,14.1906900993
2,17.7709432573,18.4409826001,11.744560956,17.4929303821,19.1269925038,20.0914010171
3,22.7347778992,22.9232113183,13.710230074,22.1593469263,22.7704485274,22.8985584892
4,27.0665143122,26.8281149835,15.1897817392,26.0362844823,25.9073098368,25.4429941332
5,30.8444164062,29.8612040798,16.7017486749,30.1752952414,28.7357690552,27.6942254098
6,33.1253712862,32.5838432893,18.4963025138,33.0627883779,31.3728929536,29.736630142
7,36.4037424534,34.9814080575,19.5974915784,36.2371889902,33.6781195107,31.6168877563
8,38.7245650642,36.7200445918,20.8905391753,38.4153510512,35.1307965527,32.8318032392
9,40.5063763258,38.1353746354,21.4935093463,39.9523655006,36.3116179715,33.9958828738
10,42.8725830544,39.6598266348,22.1040914959,41.4134859475,37.1147822567,34.8660581777
11,43.9719640741,40.6855358735,22.7122408146,41.9364477316,37.5900938484,36.0949970543
12,45.3090560938,41.6923560282,22.9617343555,43.4968701229,38.3488797335,36.3894428671
13,46.3466637448,42.9996165353,23.5929948923,44.5218469758,39.3912638764,36.9761314176
14,48.0146917184,43.7578826945,23.7440075664,45.7004267573,39.8764315835,37.6230511315
15,49.0784384261,44.5350563207,24.3895062082,47.0149479505,40.6383819321,38.3804334809
16,49.8128173281,45.4715742516,25.1912921775,47.9795716977,40.9721947512,39.0870315022
17,50.5244546221,46.1958376253,25.3699735678,48.693204908,41.2348539158,39.319012086
18,51.4426491847,47.0746984914,26.0132807155,50.0397440685,41.7630746675,39.7428449827
19,52.0168634029,47.3457518358,26.4611128407,50.6246598991,41.9305779074,40.2145750521
20,52.8382147204,47.8271663154,26.862405966,51.5130263026,42.1543347162,40.4406034098
21,53.4508800315,48.2409138249,27.360753065,52.3601179902,42.5547858841,41.0424368941
22,53.9809489811,48.4692639562,27.5138439071,52.9920843476,42.6537529254,41.1586652317
23,54.5195719496,48.6438888037,27.7161608345,53.5180525701,42.8764050298,41.3806184571
24,55.1785064183,49.1643728533,28.0063953779,54.227786501,43.1880809437,41.6520466015
25,55.6614126597,49.5513482929,28.3601799435,54.4329979769,43.3345115178,42.1739738956
26,56.2105441485,50.178527501,28.6224449212,54.8576979441,44.0226641239,42.6574757515
27,56.9714697953,50.8791711086,28.8728145581,55.7357093115,44.400690648,42.9081925082
28,57.8968740153,51.6514970742,29.0910946805,56.7612467117,44.7802186594,43.1399023272
29,58.6729239367,52.0040528684,29.1081056146,57.2605271958,44.9985242587,43.33493488
30,58.8888374322,52.3127925766,29.2811022937,57.6631960322,45.2580927265,43.5989322371
31,59.4599036967,52.7579949111,29.365711594,57.870627245,45.542405644,43.6835415375
32,59.8491123813,53.1279489759,29.6383287664,58.3469124188,46.3545799671,43.8088667346
33,60.135875328,53.2739592289,29.7344470083,58.653189863,46.5005902202,43.9996719357
34,60.4712407329,53.5194898284,29.8438540334,58.9712582335,46.562417116,44.1142499832
35,60.7113054538,53.9292066221,30.1775502665,59.5060846593,46.9557723829,44.4789535108
36,60.9082142075,54.2584778943,30.5737259962,59.7357834152,47.17841127,44.7214626069
37,61.0912413651,54.4462764536,30.6056479585,59.9527963451,47.4325077054,44.8274135902
38,61.5689961047,54.812037467,30.6526732727,60.3356932619,47.6408861955,45.0147506139
39,61.8449551571,55.172275985,30.8191320993,60.5981513316,47.7330393412,45.1609826037
40,61.8841566316,55.2193639526,30.8791227818,60.741953666,47.8181299907,45.2729361234
41,61.9144026934,55.4130473059,30.8845115712,60.8956396644,47.8308308613,45.2920660993
42,62.0151269565,55.5264125712,30.9607924162,61.063752343,48.1331225311,45.3923217875
43,62.251041952,55.6297759996,31.0209179147,61.2169170667,48.217480498,45.452447286
44,62.5223496575,56.0735732807,31.0950505767,61.3643047771,48.3428588691,45.6539723425
45,62.8463612551,56.1874999729,31.2580945862,61.6594275095,48.3689715945,45.9927315808
46,63.1504600699,56.2978506114,31.340274119,61.7939481518,48.5146894165,45.9927315808
47,63.6033148052,56.3983736826,31.4454903612,62.2779512481,48.6157593815,46.2230405483
48,63.7888544506,56.5868210985,31.4682180027,62.5032858379,48.6569361211,46.2457681899
49,63.8876172022,56.6529022864,31.4736605098,62.8824096545,48.7542926001,46.3242369358
50,64.2175216755,56.7548657383,31.4736605098,63.1304436447,48.7878581326,46.3242369358
51,64.4080536693,56.8387485979,31.5065682685,63.1914909261,48.8717409922,46.7475559171
52,64.7744272382,57.1799282466,31.8240164905,63.3605636014,49.2213830388,47.1934841947
53,64.7958936448,57.2250465526,31.8454828971,63.4456352909,49.3949329175,47.2149506013
54,65.1507708012,57.5499233469,31.8679845502,63.5101229546,49.5578753185,47.3327190916
