Time(Iteration),CAB_original,LinUCB
0,7.2112514658,7.2112514658
1,13.0621089743,13.0621089743
2,17.2704504716,17.2704504716
3,21.0593832475,21.0593832475
4,23.5892644397,23.5892644397
5,26.0160294635,26.0160294635
6,27.8369691281,27.8369691281
7,30.2079136449,30.2079136449
8,31.9028357669,31.9028357669
9,32.7922382095,32.7922382095
10,33.9798792481,33.9798792481
11,34.7682555999,34.7682555999
12,35.685249854,35.685249854
13,36.7491770109,36.7491770109
14,37.8124541264,37.8124541264
15,38.3273123835,38.3273123835
16,38.9194260757,38.9194260757
17,39.4070878436,39.4070878436
18,40.0062465352,40.0062465352
19,40.4884677144,40.4884677144
20,40.7786495564,40.7786495564
21,40.9179728665,40.9179728665
22,41.3068717554,41.3068717554
23,41.4440074924,41.4440074924
24,42.0254021372,42.0254021372
25,42.3859134054,42.3859134054
26,42.7146381991,42.7146381991
27,43.0895369808,43.0895369808
28,43.3060946083,43.3060946083
29,43.3758992582,43.3758992582
30,43.8210775302,43.8210775302
31,43.963363396,43.963363396
32,44.1138280352,44.1138280352
33,44.2811414863,44.2811414863
34,44.5165439857,44.5165439857
35,44.6991630803,44.6991630803
36,45.016666763,45.016666763
37,45.1303518546,45.1303518546
38,45.2677870735,45.2677870735
39,45.4383304549,45.4383304549
40,45.7266878462,45.7266878462
41,45.9721235945,45.9721235945
42,46.2047646799,46.2047646799
43,46.2178965652,46.2178965652
44,46.5130422271,46.5130422271
45,46.6976683196,46.6976683196
46,46.8362750889,46.8362750889
47,47.4104394742,47.4104394742
48,47.5258884473,47.5258884473
49,47.814986579,47.814986579
50,47.9145014734,47.9145014734
51,47.9351962971,47.9351962971
52,48.0074693976,48.0074693976
53,48.0490693851,48.0490693851
54,48.0578908878,48.0578908878
55,48.1166197632,48.1166197632
56,48.1985851558,48.1985851558
57,48.3287428349,48.3287428349
58,48.4249446559,48.4249446559
59,48.4926028627,48.4926028627
60,48.5352145357,48.5352145357
61,48.539782917,48.539782917
62,48.7436411244,48.7436411244
63,48.8245632066,48.8245632066
64,48.8486203474,48.8486203474
65,48.8613084524,48.8613084524
66,48.8752629949,48.8752629949
67,49.2414992986,49.2414992986
68,49.403440708,49.403440708
69,49.5393962227,49.5393962227
70,49.6408703281,49.6408703281
71,49.7016368284,49.7016368284
72,49.7526489467,49.7526489467
73,49.7566076759,49.7566076759
74,49.7870887068,49.7870887068
75,50.0239161882,50.0239161882
76,50.0294214968,50.0294214968
77,50.0352789317,50.0352789317
78,50.0634199384,50.0634199384
79,50.0679914333,50.0679914333
80,50.0679914333,50.0679914333
81,50.1069329111,50.1069329111
82,50.2027181464,50.2027181464
83,50.2466667463,50.2466667463
