Time(Iteration),CAB,LinUCB
0,2.19428662867,2.19428662867
1,4.40771057636,4.40771057636
2,5.90461906089,5.90461906089
3,7.74577802171,7.74577802171
4,9.16291434595,9.16291434595
5,10.8793644007,10.8793644007
6,13.0281999678,13.0281999678
7,14.5554072465,14.5554072465
8,16.2808798042,16.2808798042
9,17.6371137966,17.6371137966
10,18.4366949514,18.4366949514
11,19.4280328299,19.4280328299
12,20.7329115576,20.7329115576
13,22.0003064265,22.0003064265
14,22.6967722274,22.6967722274
15,23.5894978792,23.5894978792
16,24.5698603886,24.5698603886
17,25.2651010399,25.2651010399
18,25.728926072,25.728926072
19,26.4939008715,26.4939008715
20,27.1358583739,27.1358583739
21,27.7484489546,27.7484489546
22,28.4740847068,28.4740847068
23,29.1182545148,29.1182545148
24,29.7314223425,29.7314223425
25,30.1940161264,30.1940161264
26,30.7396203167,30.7396203167
27,31.1831338219,31.1831338219
28,31.7074515188,31.7074515188
29,32.0284392044,32.0284392044
30,32.6345397886,32.6345397886
31,32.9065910513,32.9065910513
32,33.4898034797,33.4898034797
33,33.7290276216,33.7290276216
34,34.0466074306,34.0466074306
35,34.7732692336,34.7732692336
36,34.9686979605,34.9686979605
37,35.1145743648,35.1145743648
38,35.4758506991,35.4758506991
39,35.7706768923,35.7706768923
40,35.9090609428,35.9090609428
41,36.0900928719,36.0900928719
42,36.274174555,36.274174555
43,36.6504159378,36.6504159378
44,37.0494676851,37.0494676851
45,37.263913213,37.263913213
46,37.5512782013,37.5512782013
47,37.8214482433,37.8214482433
48,38.110419619,38.110419619
49,38.445089209,38.445089209
50,38.7263375131,38.7263375131
51,39.1508265594,39.1508265594
52,39.4277204262,39.4277204262
53,39.6582402717,39.6582402717
54,40.128852161,40.128852161
55,40.298265304,40.298265304
56,40.5425483121,40.5425483121
57,40.6241192945,40.6241192945
58,40.7602282394,40.7602282394
59,41.1020791976,41.1020791976
60,41.3068050547,41.3068050547
61,41.427019948,41.427019948
62,41.4538217377,41.4538217377
63,41.5826913065,41.5826913065
64,41.7866539757,41.7866539757
65,41.9525356662,41.9525356662
66,42.0869455411,42.0869455411
67,42.1972972477,42.1972972477
68,42.2872615859,42.2872615859
69,42.431913514,42.431913514
70,42.5763536278,42.5763536278
71,42.6932046834,42.6932046834
72,42.9143192724,42.9143192724
73,43.0022736862,43.0022736862
74,43.2663098479,43.2663098479
75,43.4746665226,43.4746665226
76,43.5548309613,43.5548309613
77,43.7413704045,43.7413704045
78,43.9775505988,43.9775505988
79,44.198684056,44.198684056
80,44.4376964868,44.4376964868
81,44.510291718,44.510291718
82,44.6838134861,44.6838134861
83,44.8650190019,44.8650190019
84,45.0351281922,45.0351281922
85,45.1268670348,45.1268670348
86,45.2042294732,45.2042294732
87,45.3373384228,45.3373384228
88,45.4352941112,45.4352941112
89,45.5857882232,45.5857882232
90,45.8087427455,45.8087427455
91,45.8840953505,45.8840953505
92,45.9836477878,45.9836477878
93,46.1843985987,46.1843985987
94,46.297048187,46.297048187
95,46.3456988477,46.3456988477
96,46.4243266252,46.4243266252
97,46.5646954151,46.5646954151
98,46.8170941718,46.8170941718
99,46.9447177416,46.9447177416
100,47.097300367,47.097300367
101,47.2565553519,47.2565553519
102,47.3917098029,47.3917098029
103,47.5328106746,47.5328106746
104,47.6851626149,47.6851626149
105,47.8726920139,47.8726920139
106,47.9643828191,47.9643828191
107,48.0834023192,48.0834023192
108,48.1957182197,48.1957182197
109,48.4084004606,48.4084004606
110,48.4293237075,48.4293237075
111,48.5714116836,48.5714116836
112,48.9199543323,48.9199543323
113,49.0608743035,49.0608743035
114,49.112139146,49.112139146
115,49.2375945986,49.2375945986
116,49.3634972672,49.3634972672
117,49.5231565461,49.5231565461
118,49.6646884718,49.6646884718
119,49.7199703939,49.7199703939
120,49.8645842267,49.8645842267
121,49.9895212109,49.9895212109
122,50.0228859073,50.0228859073
123,50.1203883754,50.1203883754
124,50.1952675858,50.1952675858
125,50.3631783284,50.3631783284
126,50.4688267508,50.4688267508
127,50.5776325073,50.5776325073
128,50.6624458196,50.6624458196
129,50.9081337029,50.9081337029
130,50.9850567036,50.9850567036
131,51.1587334915,51.1587334915
132,51.2677284461,51.2677284461
133,51.3428381088,51.3428381088
134,51.4347037754,51.4347037754
135,51.4901338376,51.4901338376
136,51.5803100843,51.5803100843
137,51.6145855183,51.6145855183
138,51.6924398544,51.6924398544
139,51.7675693299,51.7675693299
140,51.8849326332,51.8849326332
141,51.9235803415,51.9235803415
142,52.0420609286,52.0420609286
143,52.1458225439,52.1458225439
144,52.1504779417,52.1504779417
145,52.2152009304,52.2152009304
146,52.2969826449,52.2969826449
147,52.42727112,52.42727112
148,52.523778797,52.523778797
149,52.5620737047,52.5620737047
150,52.6504682477,52.6504682477
151,52.7591186947,52.7591186947
152,52.8614204304,52.8614204304
153,52.9158237041,52.9158237041
154,52.9264142023,52.9264142023
155,53.0291672141,53.0291672141
156,53.1525230123,53.1525230123
157,53.2115383258,53.2115383258
158,53.3454464874,53.3454464874
159,53.5226200789,53.5226200789
160,53.5807417141,53.5807417141
161,53.6560223006,53.6560223006
162,53.7608821261,53.7608821261
163,53.77239769,53.77239769
164,53.8553641302,53.8553641302
165,53.9612846951,53.9612846951
166,54.0025944695,54.0025944695
167,54.1145954288,54.1145954288
168,54.1446352288,54.1446352288
