Time(Iteration),CAB,CAB_original
0,7.54663303144,4.72473226724
1,15.3903919545,10.3427236839
2,19.6628523332,13.765176963
3,23.6716084498,17.2918981842
4,26.8746094596,20.5046193855
5,29.78372256,22.9796843154
6,32.5082535181,24.8916413447
7,34.8156146243,27.2956697873
8,36.7383807082,31.0389280264
9,38.952974322,33.4615189784
10,40.9347753924,35.083784873
11,43.3949899945,36.8609892432
12,44.0011317322,38.2784179683
13,45.7347394556,40.2574206793
14,46.9850909064,41.3445581797
15,49.5688103408,42.7613977368
16,50.3866540474,43.9875134827
17,51.7111058835,44.8445806122
18,52.785076668,45.6761808101
19,53.6450444672,46.3990545203
20,53.8978214194,46.8851341703
21,55.353071559,47.1449350874
22,55.867753945,47.9657198542
23,56.6785598045,48.6967870782
24,57.7844998229,49.6277142163
25,58.3199247398,50.1029417541
26,59.5169134325,50.5096539042
27,60.2443176574,51.0825206316
28,61.0331269944,51.5365129154
29,61.3424066199,51.9179501539
30,61.8341520362,52.1245580317
31,62.4077203279,52.3105018411
32,63.0937382763,52.4793636195
33,63.5461140461,52.7390442964
34,64.4909554489,52.8366712372
35,65.2560032828,53.1646325155
36,65.9740364281,53.266550711
37,66.6634778651,53.405602128
38,67.4979319065,53.6640974505
39,68.199790497,53.9866178803
40,68.4285804433,54.1822036956
41,68.9046317316,54.5935310013
42,69.7869317932,54.6384592513
43,69.9496753359,54.6385923554
44,70.4044374357,54.8228555641
45,70.632150429,54.8729050743
46,70.7875798425,54.8729050743
47,71.0494269851,55.08309379
48,71.2757118971,55.2386928257
49,71.6631056498,55.4443721265
50,72.1899932729,55.6130925126
51,72.315706677,55.7011876857
52,72.7090478482,55.8297995943
53,73.1334304754,56.2328310946
54,73.2336634668,56.257159991
55,73.4271479687,56.2902951817
56,73.679681008,56.4671635254
57,73.8278561522,56.550071505
58,74.5078420137,56.6401802397
59,74.8454785857,56.6846363234
60,75.4119788825,56.9239869378
61,75.8294717852,57.0573325732
62,76.0169565174,57.1033191328
63,76.3117710959,57.1033191328
64,76.5645990447,57.2370189029
65,77.317141548,57.5433860984
66,78.0922290249,57.6713016634
67,78.280530879,57.7927891997
68,78.6012181869,57.8860044823
69,79.2357705382,57.9057928577
70,79.4710627535,58.0914143149
71,79.8755686768,58.3043216758
72,80.295011094,58.3117447478
73,80.8185973194,58.3128502651
74,80.9579599135,58.3770642939
75,81.0000410248,58.4192725335
76,81.1654143798,58.4192725335
77,81.3204450093,58.5912753887
78,81.4249094291,58.5958449494
79,81.5456005273,58.7619313159
80,81.7927728959,58.8026216808
81,82.0010217216,58.8382030148
82,82.5711954375,58.8695933461
83,83.1049707779,58.8695933461
84,83.2698578178,58.8927723831
85,83.3096773856,58.9796985038
86,83.5098705838,58.9796985038
87,83.559982578,59.0122650834
88,83.6501269428,59.0729836921
89,84.0579278546,59.1679256074
90,84.393464794,59.3937696893
91,84.7357851762,59.4517268481
92,84.9107806607,59.6232059629
93,85.0583298368,59.6234628399
94,85.3845465972,59.8440976148
95,85.5788106917,59.9032593598
96,85.85162131,60.1275961428
97,85.8858952897,60.1389472441
98,86.0025532999,60.3437561117
99,86.2736494774,60.4293931979
100,86.4796599501,60.4474525163
101,86.6186820272,60.4831452061
102,86.7674564589,60.6037902214
103,86.967042585,60.652248678
104,87.0976023082,60.6871488375
105,87.1298188899,60.7319990827
106,87.4301726612,60.7710314906
107,87.6672235243,60.8118301708
108,87.7777059778,60.8118301708
109,87.9250868286,60.8118301708
110,88.155661998,60.8559450447
111,88.307453208,61.0195939879
112,88.3813535121,61.0575206938
113,88.472538446,61.1216536736
114,88.7084885987,61.2330877043
115,88.8391507284,61.4263238423
116,88.9127243797,61.4616987036
117,89.2789542536,61.5396264722
118,89.5461660016,61.5666948559
119,89.808194412,61.727324715
120,89.937080441,61.7986570831
121,90.0827567869,62.0900719941
122,90.3623271554,62.1117192661
123,90.4978847493,62.1241596167
124,90.5810059912,62.2083712356
125,90.6717782236,62.3072046543
126,91.1764212559,62.3202169115
127,91.5292719251,62.3227317042
128,91.8878924365,62.3857576336
129,91.9692282795,62.4926151456
130,92.0461956919,62.6073048128
131,92.3298140736,62.6347943733
132,92.4217649621,62.6423080663
133,92.6575598832,62.8543950941
134,92.8871361597,62.8838114248
135,93.1238723879,62.9502588653
136,93.367742232,63.0410661234
137,93.689928825,63.1071005797
138,93.7465512031,63.1230399883
139,93.9429128619,63.1347397798
140,94.0486171192,63.1347397798
141,94.3287353738,63.1347397798
142,94.4921390253,63.2639228415
143,94.6334592951,63.3600658912
144,94.7247472979,63.374953056
145,94.8281155066,63.3988135215
146,94.945318623,63.4108210041
147,95.0137325935,63.4920040196
148,95.0933918148,63.4925036974
149,95.3753390898,63.6614861025
150,95.5633698826,63.8460505953
151,95.618295241,63.8460505953
152,95.8906135336,64.0472595042
153,95.9772309,64.0743954325
154,96.0836103598,64.0755531039
155,96.1116378201,64.0755531039
156,96.1706534516,64.1853354838
157,96.4117140755,64.20040877
158,96.5562904674,64.2020359874
159,96.5689325302,64.2072130556
160,96.6221782226,64.2072130556
161,96.8155794831,64.2151628139
162,97.0140031499,64.2151628139
163,97.0825299995,64.2741041366
164,97.3033596532,64.2741041366
165,97.4047077031,64.289985368
166,97.5560042606,64.2938208926
167,97.6261838746,64.2938208926
168,97.7374167373,64.3090512408
169,97.83093867,64.3268105957
