Time(Iteration),CAB_originalCoTheta,,,,,,
0,0.977338522377,,,,,,
1,0.956112448488,,,,,,
2,0.927796368329,,,,,,
3,0.916352920185,,,,,,
4,0.892123037951,,,,,,
5,0.868987833063,,,,,,
6,0.852458239382,,,,,,
7,0.833110731648,,,,,,
8,0.809508850241,,,,,,
9,0.791369230495,,,,,,
10,0.781068667754,,,,,,
11,0.764679370918,,,,,,
12,0.747218727984,,,,,,
13,0.734407899352,,,,,,
14,0.720371313188,,,,,,
15,0.704929604392,,,,,,
16,0.69020580131,,,,,,
17,0.682267959087,,,,,,
18,0.670665063437,,,,,,
19,0.650967132606,,,,,,
20,0.64441284577,,,,,,
21,0.632274225186,,,,,,
22,0.610757092872,,,,,,
23,0.59787078242,,,,,,
24,0.583870909284,,,,,,
25,0.574282344399,,,,,,
26,0.56798987172,,,,,,
27,0.553703172188,,,,,,
28,0.545237743068,,,,,,
29,0.533971652577,,,,,,
30,0.521188979463,,,,,,
31,0.509845807934,,,,,,
32,0.500407225714,,,,,,
33,0.488126946282,,,,,,
34,0.483293832676,,,,,,
35,0.478734511742,,,,,,
36,0.470351243872,,,,,,
37,0.467083598763,,,,,,
38,0.46410969533,,,,,,
39,0.457150355458,,,,,,
40,0.447661485172,,,,,,
41,0.443060467113,,,,,,
42,0.437916822057,,,,,,
43,0.43581660937,,,,,,
44,0.426854779673,,,,,,
45,0.42340757557,,,,,,
46,0.416783574249,,,,,,
47,0.410454015586,,,,,,
48,0.407944955779,,,,,,
49,0.401567335637,,,,,,
50,0.391400238335,,,,,,
51,0.386420728916,,,,,,
52,0.383920359092,,,,,,
53,0.379133789296,,,,,,
54,0.376985000283,,,,,,
55,0.373096519353,,,,,,
56,0.369614507183,,,,,,
57,0.368275709436,,,,,,
58,0.365932706709,,,,,,
59,0.360861909896,,,,,,
60,0.356707885579,,,,,,
61,0.353563436349,,,,,,
62,0.351221977726,,,,,,
63,0.349010594486,,,,,,
64,0.346845665666,,,,,,
65,0.345881530114,,,,,,
66,0.343196500098,,,,,,
67,0.339050874646,,,,,,
68,0.333252656189,,,,,,
69,0.33110360932,,,,,,
70,0.329572520338,,,,,,
71,0.32603903881,,,,,,
72,0.324857546057,,,,,,
73,0.323067560547,,,,,,
74,0.321510935299,,,,,,
75,0.319599226799,,,,,,
76,0.318665641711,,,,,,
77,0.310155014424,,,,,,
78,0.308225096562,,,,,,
79,0.306067659445,,,,,,
80,0.304388483664,,,,,,
81,0.302263279395,,,,,,
82,0.298892548723,,,,,,
83,0.297434228742,,,,,,
84,0.296495580209,,,,,,
85,0.295747717391,,,,,,
86,0.293290254248,,,,,,
87,0.287269108643,,,,,,
88,0.279540676468,,,,,,
89,0.27551139267,,,,,,
90,0.271931094649,,,,,,
91,0.269873520493,,,,,,
92,0.268869339138,,,,,,
93,0.266516191479,,,,,,
94,0.265139131734,,,,,,
95,0.26329693055,,,,,,
96,0.259906376695,,,,,,
97,0.258404002862,,,,,,
98,0.257728025794,,,,,,
99,0.257171460227,,,,,,
100,0.255236879594,,,,,,
101,0.253310529911,,,,,,
102,0.252410296853,,,,,,
103,0.249525677729,,,,,,
104,0.244832764188,,,,,,
105,0.243581931984,,,,,,
106,0.243128994803,,,,,,
107,0.241934029123,,,,,,
108,0.241842117752,,,,,,
109,0.240613234437,,,,,,
110,0.238868945084,,,,,,
111,0.237716802688,,,,,,
112,0.234880148843,,,,,,
113,0.234069463034,,,,,,
114,0.232131469272,,,,,,
115,0.231410848415,,,,,,
116,0.229974952389,,,,,,
117,0.229169989718,,,,,,
118,0.228308102514,,,,,,
119,0.227192517093,,,,,,
120,0.226382786163,,,,,,
121,0.224740405971,,,,,,
122,0.224024027424,,,,,,
123,0.222999357455,,,,,,
124,0.221399697041,,,,,,
125,0.219285738861,,,,,,
126,0.217486164563,,,,,,
127,0.216993495615,,,,,,
128,0.216698631031,,,,,,
129,0.211609896468,,,,,,
130,0.211149685987,,,,,,
131,0.209668337448,,,,,,
132,0.208244590767,,,,,,
133,0.206055265215,,,,,,
134,0.205524229454,,,,,,
135,0.202708687404,,,,,,
136,0.19641358941,,,,,,
137,0.195009830261,,,,,,
138,0.192594500277,,,,,,
139,0.191964676921,,,,,,
140,0.187094997508,,,,,,
141,0.185844631733,,,,,,
142,0.185407234691,,,,,,
143,0.182262120656,,,,,,
144,0.182109985506,,,,,,
145,0.180366454459,,,,,,
146,0.179726748823,,,,,,
147,0.179439406443,,,,,,
148,0.178953024292,,,,,,
149,0.175709810911,,,,,,
150,0.174212952325,,,,,,
151,0.173318814606,,,,,,
152,0.17305686858,,,,,,
153,0.17165188609,,,,,,
154,0.170826064114,,,,,,
155,0.17040023343,,,,,,
156,0.169586590735,,,,,,
157,0.169043583208,,,,,,
158,0.167542562046,,,,,,
159,0.167253979141,,,,,,
160,0.166194802621,,,,,,
161,0.166165260057,,,,,,
162,0.16527709259,,,,,,
163,0.164876191023,,,,,,
164,0.164627020214,,,,,,
165,0.164314813193,,,,,,
166,0.163630386427,,,,,,
167,0.162310972649,,,,,,
168,0.162219222422,,,,,,
169,0.161689358916,,,,,,
170,0.16063942555,,,,,,
171,0.159523504774,,,,,,
172,0.159684764304,,,,,,
173,0.159297963056,,,,,,
174,0.159157719581,,,,,,
175,0.157889433136,,,,,,
176,0.157164650578,,,,,,
177,0.156935116352,,,,,,
178,0.156897895517,,,,,,
179,0.156153563438,,,,,,
180,0.155456456256,,,,,,
181,0.154798587532,,,,,,
182,0.153964770994,,,,,,
183,0.15352550368,,,,,,
184,0.153110325766,,,,,,
185,0.152791751396,,,,,,
186,0.152729506401,,,,,,
187,0.152315037126,,,,,,
188,0.151167527657,,,,,,
189,0.150867487377,,,,,,
190,0.150783376905,,,,,,
191,0.150626360801,,,,,,
192,0.150594456412,,,,,,
193,0.15028754157,,,,,,
194,0.149523255659,,,,,,
195,0.149303457807,,,,,,
196,0.148891235952,,,,,,
197,0.147526831977,,,,,,
198,0.146536584714,,,,,,
199,0.146491980585,,,,,,
200,0.145749405089,,,,,,
201,0.144891643755,,,,,,
202,0.144329452772,,,,,,
203,0.143795619367,,,,,,
204,0.142734809178,,,,,,
205,0.142233520944,,,,,,
206,0.141911452422,,,,,,
207,0.140726744264,,,,,,
208,0.140385772611,,,,,,
209,0.139898060179,,,,,,
210,0.13927866837,,,,,,
211,0.138815259074,,,,,,
212,0.138618002325,,,,,,
213,0.136847410277,,,,,,
214,0.136801206547,,,,,,
215,0.136584149966,,,,,,
216,0.136508301879,,,,,,
217,0.136367773171,,,,,,
218,0.136449072799,,,,,,
219,0.135502861328,,,,,,
220,0.135156408273,,,,,,
221,0.134887596318,,,,,,
222,0.134550593388,,,,,,
223,0.134413288039,,,,,,
224,0.133910776356,,,,,,
225,0.133656622957,,,,,,
226,0.133020821281,,,,,,
227,0.132026291541,,,,,,
228,0.131604951283,,,,,,
229,0.131453856038,,,,,,
230,0.131191632891,,,,,,
231,0.131078777298,,,,,,
232,0.130305756125,,,,,,
233,0.129534968988,,,,,,
234,0.129067510729,,,,,,
235,0.128312849471,,,,,,
236,0.128002593567,,,,,,
237,0.12777686298,,,,,,
238,0.126930201966,,,,,,
239,0.126617914131,,,,,,
240,0.126475226979,,,,,,
241,0.126383040806,,,,,,
242,0.126082392028,,,,,,
243,0.124602749649,,,,,,
244,0.124578044054,,,,,,
245,0.124287244693,,,,,,
246,0.124014811921,,,,,,
247,0.123907395312,,,,,,
248,0.123387686376,,,,,,
249,0.123179172948,,,,,,
250,0.122690031517,,,,,,
251,0.121656013567,,,,,,
252,0.121361918162,,,,,,
253,0.121293591412,,,,,,
254,0.121317979822,,,,,,
255,0.12118034809,,,,,,
256,0.120699898692,,,,,,
257,0.120322177303,,,,,,
258,0.120181415563,,,,,,
259,0.119910541979,,,,,,
260,0.119618829177,,,,,,
261,0.119454260462,,,,,,
262,0.119173713633,,,,,,
263,0.118965928441,,,,,,
264,0.118653182078,,,,,,
265,0.118057825129,,,,,,
266,0.117705913351,,,,,,
267,0.117355794424,,,,,,
268,0.117300705304,,,,,,
269,0.117018686217,,,,,,
270,0.116587043068,,,,,,
271,0.115890114687,,,,,,
272,0.115723139112,,,,,,
273,0.115481454651,,,,,,
274,0.11550049685,,,,,,
275,0.115396567315,,,,,,
276,0.115321509218,,,,,,
277,0.11517720071,,,,,,
278,0.115001580099,,,,,,
279,0.114698467156,,,,,,
280,0.114513298004,,,,,,
281,0.112641583568,,,,,,
282,0.112330500335,,,,,,
283,0.111926462358,,,,,,
284,0.111905058483,,,,,,
285,0.111559307105,,,,,,
286,0.111111441599,,,,,,
287,0.110459629634,,,,,,
288,0.110332136806,,,,,,
289,0.110177001258,,,,,,
290,0.109713111727,,,,,,
291,0.109314126564,,,,,,
292,0.109183047227,,,,,,
293,0.108974379614,,,,,,
