Time(Iteration),CAB,LinUCB
0,2.5739651703,3.95613300386
1,4.45654138111,6.26924786012
2,5.9725358555,8.02141961788
3,7.32520064038,9.31286395837
4,8.045535988,10.1407226398
5,8.95123095408,11.2999553665
6,9.891516442,12.0362135965
7,10.4918862338,12.8166777875
8,11.1810424743,13.2610374383
9,11.570756132,14.0467981308
10,12.1751883277,14.7018954552
11,12.4385687297,15.0939825976
12,13.0137218973,15.4388182108
13,13.3416956273,15.9004964953
14,13.821102032,16.26098822
15,13.99139367,16.5584082797
16,14.2070135845,16.9410078804
17,14.4593844868,17.0969499238
18,14.6441108525,17.3238994275
19,14.833317652,17.6276564328
20,15.056515292,17.8021631963
21,15.2909683834,18.1525911194
22,15.4479936248,18.3326117151
23,15.5540399318,18.5154542358
24,15.727217972,18.7190561765
25,15.8409635956,18.8448715781
26,16.0648994708,19.0744598714
27,16.2715865351,19.2977599898
28,16.3343008816,19.5035481148
29,16.5753722262,19.7689923134
30,16.6527156443,19.8521496829
31,16.7284936014,20.0659977471
32,16.8423616064,20.1660426135
33,16.9713160682,20.3600124118
34,17.1105263142,20.4431948493
35,17.1672817473,20.5272838031
36,17.2912747278,20.6680810724
37,17.4270741048,20.8418443761
38,17.4943532234,20.9174592678
39,17.537314616,20.9411119305
40,17.5673911784,20.9703714566
41,17.5823632887,21.1095791738
42,17.6880496165,21.2275860516
43,17.7934250986,21.376477043
44,17.8457668717,21.5006506637
45,17.9259572854,21.5974660673
46,18.1053470756,21.7543949767
47,18.1923431138,21.8595593265
48,18.3724125926,21.9468353182
49,18.5466797791,22.0379190358
50,18.6265842152,22.1826910949
51,18.6986069314,22.2492547665
52,18.8375427601,22.280833754
53,18.8884744017,22.3542439692
54,18.8995224922,22.3934299949
55,18.9373111604,22.5113470337
56,18.9486922924,22.5839486151
57,19.0380742436,22.6075000313
58,19.0784597648,22.7080132507
59,19.1902086434,22.8151498751
60,19.1902086434,22.8706256705
61,19.2452355131,22.9726685221
62,19.2847299703,23.0121629793
63,19.2983697541,23.1345994414
64,19.3365003636,23.1747373072
65,19.3485991661,23.2375046827
66,19.418897362,23.280444684
67,19.4457702091,23.312165783
68,19.4773585877,23.4555044706
69,19.4907880814,23.4947375826
70,19.5233292971,23.5422949729
71,19.5350202421,23.5557179104
72,19.5737029325,23.575598044
73,19.5809247039,23.5828198153
74,19.6185086924,23.5969391917
75,19.6608706031,23.6540941362
76,19.6718624572,23.6740920193
77,19.7045274762,23.7423034999
78,19.7901062653,23.7933740016
79,19.8473473596,23.8467932502
80,19.8748295573,23.8504374567
81,19.8886377084,23.8848399
82,19.8902294984,23.9180270255
83,19.8965253907,23.9512137077
84,19.9164548372,23.9654236822
85,19.9325303535,23.9817249498
86,19.9543684981,24.0148070929
87,19.9623903368,24.0322129593
88,19.9888104623,24.0568228157
89,20.0314023827,24.1000709924
90,20.0314023827,24.1037833465
91,20.0371203141,24.2020270006
92,20.0986905231,24.2241478302
93,20.1010040963,24.2387855993
94,20.1040511258,24.2850737246
95,20.1040511258,24.2915842698
96,20.1525399079,24.2941159311
97,20.1906770182,24.350859225
98,20.1982883261,24.3932869986
99,20.2082220934,24.4133708302
100,20.2092127192,24.4449827637
101,20.2309320201,24.4964075561
102,20.2309320201,24.5168688788
103,20.2606829191,24.5718454541
104,20.268816139,24.5718454541
105,20.2717928211,24.5750278234
106,20.2838638612,24.5888320373
107,20.2838638612,24.5888320373
108,20.3075597923,24.6022811044
109,20.3641599093,24.6113972783
110,20.369543295,24.6259875207
111,20.371826614,24.6825003328
112,20.3796515234,24.714266018
113,20.3796515234,24.7209348407
114,20.4004416657,24.7495143402
115,20.4160555748,24.8058610268
116,20.4240892322,24.8156972825
117,20.4694579854,24.8323411128
118,20.5005536064,24.8689388671
119,20.5089034564,24.8773329868
120,20.5153682763,24.8872392925
121,20.5153682763,24.8872392925
122,20.521779874,24.8872392925
123,20.5232192159,24.8886786344
124,20.5323772245,24.900957571
125,20.5368651871,24.9312011018
126,20.5967105687,24.9442848393
127,20.60189129,24.953976237
128,20.6060377173,25.014847748
129,20.6061655287,25.0231396085
130,20.6210607038,25.0330871957
131,20.6271751823,25.0351387415
132,20.630532893,25.0499567137
133,20.6479313303,25.0753552316
134,20.6545879509,25.0958541248
135,20.6595494573,25.1008156313
136,20.6791905625,25.1131762072
137,20.6838566347,25.1178422793
138,20.6851579721,25.1178422793
139,20.6920622994,25.1680178861
140,20.6920622994,25.1680178861
141,20.7159460359,25.1919016225
142,20.7159460359,25.1919016225
143,20.7589872529,25.2271921002
144,20.7589872529,25.2271921002
145,20.7731881893,25.229192784
146,20.7927101186,25.229192784
147,20.816930253,25.252658803
148,20.816930253,25.2781126822
149,20.8259110273,25.2927103772
150,20.8353850386,25.3350207085
151,20.8413772086,25.3350207085
152,20.8435801219,25.3381647702
153,20.8588577217,25.3601521054
154,20.8723477604,25.4120200024
155,20.9093802731,25.4253146207
156,20.9382574898,25.4451264774
157,20.947682506,25.457578879
158,20.9594709179,25.457578879
159,20.9899032465,25.4929777325
160,20.9899032465,25.4929777325
161,20.9980739338,25.5378279925
162,20.9980739338,25.5518024554
163,20.9998642508,25.5535927724
164,21.0118593706,25.5535927724
165,21.0118593706,25.5535927724
166,21.0159412692,25.5542150193
167,21.0159412692,25.5622800542
168,21.0159412692,25.5639677794
169,21.0221424524,25.5701689625
170,21.0282067543,25.6237492582
171,21.0378148007,25.6333573045
172,21.0490508155,25.6480005624
173,21.0573670654,25.652306906
174,21.0800638211,25.6713266779
175,21.0800638211,25.6713266779
176,21.0800638211,25.6713266779
177,21.0934374545,25.6868084485
178,21.0934374545,25.6875853443
179,21.1179103602,25.7247073281
180,21.1214432549,25.7488132526
181,21.1214432549,25.7489731066
182,21.1354288511,25.8142213443
183,21.143775053,25.8215544989
184,21.1469527746,25.8215544989
185,21.151054153,25.8289223014
186,21.174799215,25.8343541181
187,21.1853448331,25.8343541181
188,21.1881803099,25.8434497456
189,21.1954221193,25.8608959149
190,21.1981515886,25.8608959149
191,21.2007784391,25.86905156
