Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.955726742843,0.955726742843,0.955726742843,0.955077835405,,,,,,
1,0.935141300497,0.931626002806,0.913573221429,0.92320790081,,,,,,
2,0.902237687111,0.898411420671,0.883449857477,0.901334968502,,,,,,
3,0.872180999846,0.879726625834,0.863143629312,0.873924754832,,,,,,
4,0.844775575501,0.856101148964,0.842772749412,0.848781864339,,,,,,
5,0.814891394687,0.836262354937,0.828667608921,0.825874044214,,,,,,
6,0.805705668511,0.824006362121,0.821041766535,0.812747232603,,,,,,
7,0.790516329097,0.811791407388,0.804956895506,0.791504120981,,,,,,
8,0.768416779461,0.793811288921,0.772715783896,0.762728167093,,,,,,
9,0.749697776878,0.772656170128,0.762468128686,0.737651386193,,,,,,
10,0.734418918896,0.750045040368,0.7312192445,0.728193816895,,,,,,
11,0.722626098107,0.731200438655,0.706523961054,0.714339309687,,,,,,
12,0.70956216096,0.715642640526,0.696230605595,0.701305461573,,,,,,
13,0.698698880603,0.70800558075,0.687648057674,0.693395928662,,,,,,
14,0.680484973364,0.694871721247,0.676627939539,0.679909471253,,,,,,
15,0.674171097111,0.688145890549,0.660804948343,0.669039500126,,,,,,
16,0.665092020232,0.67269578777,0.652400851643,0.661088225458,,,,,,
17,0.654773609675,0.64660339987,0.637465137459,0.651686742038,,,,,,
18,0.64923355912,0.62991691967,0.631122183277,0.643946984457,,,,,,
19,0.635576023424,0.620058168992,0.618140075513,0.637058916348,,,,,,
20,0.622605554766,0.6064956739,0.609720667002,0.626188900979,,,,,,
21,0.609836386402,0.594051260844,0.597906056504,0.613107111902,,,,,,
22,0.602684794571,0.582168503335,0.587798906584,0.602919787206,,,,,,
23,0.585120400093,0.576292546719,0.579665543079,0.587036675152,,,,,,
24,0.582012288681,0.572875524318,0.576652600326,0.582325774103,,,,,,
25,0.580298287911,0.56365893726,0.569964942758,0.578045762858,,,,,,
26,0.574673871769,0.552682104633,0.566796765806,0.572640473034,,,,,,
27,0.568739174654,0.546652336118,0.555304838483,0.56685592896,,,,,,
28,0.551391752466,0.536229850448,0.546505815333,0.559552548338,,,,,,
29,0.540775052869,0.529464611982,0.542304761391,0.549788210337,,,,,,
30,0.538179067568,0.522042017624,0.535891200896,0.546846288071,,,,,,
31,0.535585075359,0.514727290364,0.529213316673,0.53656379778,,,,,,
32,0.522989396436,0.506482769632,0.517170224173,0.526554328072,,,,,,
33,0.516215413798,0.500047118033,0.511053553064,0.521726712065,,,,,,
34,0.510496454467,0.493291250707,0.507015157619,0.51581636738,,,,,,
35,0.504494234559,0.486182580377,0.502479624128,0.508381515366,,,,,,
36,0.498901043493,0.479177111491,0.497454657339,0.504242575293,,,,,,
37,0.495615179367,0.47635458335,0.492985156503,0.50072416256,,,,,,
38,0.490066899482,0.467382834284,0.4879168034,0.498255703854,,,,,,
39,0.47962745332,0.46118284475,0.473414565093,0.483838478792,,,,,,
40,0.472294252498,0.457756088718,0.468396005343,0.480363375865,,,,,,
41,0.466796704327,0.449754459372,0.464926726807,0.475544148403,,,,,,
42,0.465110463821,0.445914776609,0.458988091086,0.474999258069,,,,,,
43,0.457628360588,0.434588308393,0.455315552927,0.464029648571,,,,,,
44,0.455547401435,0.430975081073,0.449722848236,0.461479345121,,,,,,
45,0.45437115497,0.427907408693,0.448370562617,0.458733141599,,,,,,
46,0.451523136418,0.425077630845,0.442786699447,0.456774311417,,,,,,
47,0.446190343095,0.421511757253,0.43645578755,0.451250428102,,,,,,
48,0.444515342227,0.416612250859,0.432271734407,0.449396463344,,,,,,
49,0.442192624677,0.413285958224,0.430210576968,0.449085670229,,,,,,
50,0.440725929196,0.411838108864,0.428648127229,0.447432373719,,,,,,
51,0.432994638738,0.402381874393,0.425623975162,0.439242544733,,,,,,
52,0.430190359022,0.395333169407,0.419337438283,0.43544610906,,,,,,
53,0.426616267742,0.387654405555,0.414200423483,0.430156772984,,,,,,
54,0.418277165681,0.382826623655,0.412202896189,0.427873616885,,,,,,
55,0.410658110353,0.377323723474,0.408248382025,0.42056384975,,,,,,
56,0.408313826857,0.375874112764,0.407507559319,0.418877100909,,,,,,
57,0.406858454501,0.374482079821,0.405071623249,0.412299482188,,,,,,
58,0.405299144271,0.373088592712,0.40337477446,0.408734432862,,,,,,
59,0.399413937502,0.37143487919,0.401058784134,0.404826577237,,,,,,
60,0.395927872323,0.364762267838,0.397716699184,0.401491371042,,,,,,
61,0.393590247775,0.363813145569,0.397071707797,0.39981664733,,,,,,
62,0.392323863077,0.360436514066,0.394903749449,0.399042590912,,,,,,
63,0.387626835131,0.358904924974,0.393785220814,0.397961323383,,,,,,
64,0.387034326693,0.355336068659,0.391137584049,0.393742009446,,,,,,
65,0.386114708771,0.354869308651,0.390884290436,0.393243115964,,,,,,
66,0.381174264729,0.354219966712,0.385141201398,0.390784252276,,,,,,
67,0.375727151949,0.349159875983,0.37797298946,0.385316184022,,,,,,
68,0.374262118656,0.346490487488,0.376755621697,0.382817776154,,,,,,
69,0.372672853564,0.342858528505,0.375967641067,0.38195049047,,,,,,
70,0.368665868875,0.339107047908,0.372437173867,0.379521270777,,,,,,
71,0.365459777187,0.33707791637,0.370670665399,0.377747334748,,,,,,
72,0.364634948972,0.333875539358,0.369201094329,0.376107820658,,,,,,
73,0.359693226598,0.3314566758,0.368428527032,0.369932384458,,,,,,
74,0.357807458689,0.329842981366,0.364251215524,0.368416990826,,,,,,
75,0.354003066072,0.327884676754,0.363080518976,0.365317637165,,,,,,
76,0.34701325169,0.323998017163,0.360532070112,0.363880559068,,,,,,
77,0.344000628557,0.323838802878,0.360500536059,0.363498232107,,,,,,
78,0.342567559756,0.321752707013,0.357774434411,0.361240306769,,,,,,
79,0.341307523308,0.319372506195,0.355773044596,0.359825598155,,,,,,
80,0.340213754485,0.313726572717,0.35169528155,0.356025524561,,,,,,
81,0.339140300052,0.312461073506,0.351377827202,0.354953142118,,,,,,
82,0.337196367877,0.306362233769,0.350729476243,0.354107076066,,,,,,
83,0.336693343202,0.301662328963,0.349537680571,0.353464252389,,,,,,
84,0.336103170046,0.300320550754,0.347536443633,0.348790428398,,,,,,
85,0.335406834329,0.298894997474,0.346606368363,0.34816007972,,,,,,
86,0.329470675731,0.295249495791,0.345231967466,0.3413086314,,,,,,
87,0.327933269657,0.293916653564,0.343743926229,0.33961428058,,,,,,
88,0.325642311704,0.292961477417,0.341934370518,0.339025828528,,,,,,
89,0.32170195564,0.29214424995,0.340342303056,0.334991853296,,,,,,
90,0.319413240759,0.291166394009,0.339192591912,0.333784263928,,,,,,
91,0.319104122309,0.290627523171,0.338310175518,0.333147007276,,,,,,
92,0.317693345719,0.290258289853,0.337389409183,0.331048678345,,,,,,
93,0.316539022661,0.288414482554,0.336494579663,0.329896837651,,,,,,
94,0.315889304142,0.287921887742,0.336109632547,0.329299007817,,,,,,
95,0.312746277487,0.286034399868,0.335212524629,0.328339730688,,,,,,
96,0.311678621828,0.285348618433,0.335093859252,0.327576030372,,,,,,
97,0.311271466872,0.285136494867,0.33495940172,0.327335644447,,,,,,
98,0.309227772052,0.283151308026,0.332405797884,0.325129247401,,,,,,
99,0.307887461231,0.282378490697,0.331791213681,0.324540092817,,,,,,
100,0.307066610999,0.281789200982,0.331127442552,0.323806841283,,,,,,
101,0.304990083818,0.278408716857,0.326007213744,0.32218426382,,,,,,
102,0.304252275361,0.277466453137,0.3247124773,0.320734273774,,,,,,
103,0.303048848257,0.276960625176,0.324259489171,0.320602241043,,,,,,
104,0.302656327311,0.275925430139,0.323896788781,0.320334476269,,,,,,
