Time(Iteration),CAB,CAB_original
0,2.36611640826,2.36611640826
1,4.61753135392,4.61753135392
2,6.57218902328,6.57218902328
3,8.27624950202,8.27624950202
4,10.0624683846,10.0624683846
5,12.0108172385,12.0108172385
6,13.6652615265,13.6652615265
7,15.1423225116,15.1423225116
8,16.7854948167,16.7854948167
9,18.4043668213,18.4043668213
10,19.8476197168,19.8476197168
11,21.1899659179,21.1899659179
12,22.379235721,22.379235721
13,23.5900318529,23.5900318529
14,24.7692098254,24.7692098254
15,25.7135722939,25.7135722939
16,26.6582760638,26.6582760638
17,27.3212665774,27.3212665774
18,28.1310430909,28.1310430909
19,28.8331239842,28.8331239842
20,29.5920134508,29.5920134508
21,30.4266584848,30.4266584848
22,31.1816856631,31.2137504253
23,31.780461956,31.8125267182
24,32.255649714,32.2877144762
25,32.7739097107,32.8059744729
26,33.3844182672,33.3983564301
27,34.013735838,34.0276740009
28,34.440607006,34.4252074559
29,34.8132829295,34.790411215
30,35.2709904461,35.2429665968
31,35.5986841838,35.6243593265
32,36.1452716505,36.0793297713
33,36.558231608,36.4726605675
34,36.7394432304,36.649247977
35,37.0937790495,36.9869787239
36,37.4137220825,37.2828412313
37,37.6663502485,37.5354693973
38,38.0012126304,37.8699996603
39,38.3164881973,38.1101195877
40,38.6097906748,38.4146399377
41,38.9266369575,38.728519473
42,39.0930107376,38.901162503
43,39.2904373776,39.2019189459
44,39.4780459795,39.4015964265
45,39.6751254853,39.6071476216
46,39.8511684078,39.7905523891
47,40.1015423123,40.0127853235
48,40.2593478928,40.185685605
49,40.4261064168,40.3437272451
50,40.6320059796,40.5451250521
51,40.8747234026,40.7907391289
52,40.9858867314,40.920048448
53,41.2295795821,41.1933934537
54,41.4034779695,41.3980615279
55,41.6876810221,41.70365908
56,41.8382154815,41.8451219452
57,42.1471748549,42.1263955805
58,42.4643519335,42.4460126205
59,42.7442035609,42.7943097105
60,43.0484994484,43.1386815787
61,43.203861201,43.3223329446
62,43.426396234,43.5282486202
63,43.5145540635,43.6446765301
64,43.7459899622,43.8315402471
65,43.9500284955,44.066460642
66,44.0595426283,44.1850506529
67,44.2721174587,44.3568118881
