Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,9.2205901639,9.2205901639,9.2205901639,8.94898756866
1,14.9494278779,13.6958218767,14.1339130731,15.3372117632
2,21.037295055,17.6225804753,17.8819732569,21.5651674413
3,26.6781064001,19.831151867,19.9893256221,27.2505521938
4,31.4025124371,21.3988804883,23.4635903702,31.6699892483
5,35.1644400494,22.6427405885,26.018484483,35.9443298462
6,38.9193513378,23.9544254042,27.703451223,39.4462372345
7,42.1382693932,24.4652606509,29.0837555542,42.8455774868
8,44.6770744985,25.2279068074,30.1067337452,45.7819171111
9,46.9747363874,25.7530394526,31.2295448093,48.1440113178
10,48.4137680973,26.4012657068,31.9416562273,50.4331608058
11,50.0762598358,26.7074511045,32.8447051195,52.7950596399
12,51.3032158931,27.0571150297,33.7493583927,55.0987719521
13,53.1400551867,27.361042519,34.3790584958,56.9960641489
14,54.9368862989,27.5047422856,34.9571148167,58.8086106113
15,56.4768711234,27.689477938,35.6035398855,60.1423201119
16,57.2480653304,27.9814382935,35.8420132938,61.277873359
17,58.068881797,28.0674325953,36.1305283645,62.1192104968
18,58.6433008906,28.1297010451,36.4824171526,62.6685883263
19,59.7115202712,28.3812288751,36.742673828,63.4945242812
20,60.6030278713,28.4376909358,36.8995351654,64.3031670434
21,61.8183593946,28.550704236,37.3944183894,65.0687625125
22,62.7794833702,28.6222356699,37.6169532234,66.2670237626
23,63.1990688493,28.7169666865,37.8049871566,66.7699036147
24,64.2782596434,28.7815335049,37.9501197129,67.0993588562
25,65.1982653388,29.0043435335,37.9729517171,68.206784943
26,65.843579386,29.1882303434,38.2002356996,68.511320711
27,66.4207721527,29.2525374225,38.3975739189,69.0351328885
28,67.0812646887,29.3496204869,38.5982780694,69.6719627291
29,67.8832975059,29.4645289918,38.8065900824,70.4889478224
30,68.050830729,29.5255143953,38.8951337594,71.2045986876
31,68.6902657188,29.7989473009,38.9730429939,71.4794090769
32,69.024358256,29.8459109012,39.0650380015,72.0255838971
33,69.8623758808,29.9540360393,39.3030743643,72.3884691578
34,70.2178892522,30.1322051995,39.6149689499,72.847078138
35,70.7699066364,30.1512509661,39.7150645336,73.3765590569
36,71.1332225802,30.1603204377,39.730255306,73.6475114268
37,71.3404362005,30.1867104008,39.7322466354,73.97423135
38,71.7106403537,30.2050604996,39.8052115172,74.8031123128
39,72.3990121892,30.2639197486,39.8943973238,75.2872708124
40,72.9690318408,30.38520284,39.9657256822,75.6644608577
41,73.1396667967,30.406084187,40.0620648312,75.8503124314
