Time(Iteration),CABCoTheta,LinUCBCoTheta,,,,,,
0,0.950793162268,0.960128430163,,,,,,
1,0.935003791347,0.94599352809,,,,,,
2,0.905942153212,0.922747392633,,,,,,
3,0.886478343145,0.909586514469,,,,,,
4,0.868858071682,0.882544620207,,,,,,
5,0.847554718681,0.866828035439,,,,,,
6,0.836406745035,0.854254982079,,,,,,
7,0.828258317694,0.831532914658,,,,,,
8,0.81593787316,0.814693141148,,,,,,
9,0.791287803046,0.800084673075,,,,,,
10,0.767150320711,0.780947419805,,,,,,
11,0.747299050328,0.768662320147,,,,,,
12,0.73154902819,0.748850702156,,,,,,
13,0.708433156222,0.736488392765,,,,,,
14,0.697003854679,0.723983320661,,,,,,
15,0.690147967937,0.717987928428,,,,,,
16,0.677241144009,0.708075142889,,,,,,
17,0.669160333505,0.694842611692,,,,,,
18,0.660260966738,0.682569367011,,,,,,
19,0.648993251834,0.676634695573,,,,,,
20,0.639705229324,0.667557253791,,,,,,
21,0.618078634325,0.654416481481,,,,,,
22,0.610615478396,0.648003444982,,,,,,
23,0.602226034012,0.645355772877,,,,,,
24,0.596853180268,0.639714481267,,,,,,
25,0.592248300886,0.632866392568,,,,,,
