Time(Iteration),CABCoTheta,CAB_originalCoTheta,,,,,,
0,0.988970487327,0.974738459728,,,,,,
1,0.967139552918,0.959929482509,,,,,,
2,0.942115409043,0.929628853573,,,,,,
3,0.917643859784,0.907038839691,,,,,,
4,0.889472501709,0.877245363603,,,,,,
5,0.861450785979,0.847271197234,,,,,,
6,0.827700059632,0.827074495006,,,,,,
7,0.812705686697,0.81325883743,,,,,,
8,0.796465536453,0.798581518736,,,,,,
9,0.78004034979,0.784799483173,,,,,,
10,0.760234385408,0.771830401604,,,,,,
11,0.748206032384,0.753070897402,,,,,,
12,0.729081052269,0.738117594384,,,,,,
13,0.70580671374,0.719279956053,,,,,,
14,0.690760121112,0.704862255075,,,,,,
15,0.683460441045,0.689779027851,,,,,,
16,0.671426243955,0.67479910921,,,,,,
17,0.660109413437,0.66554714965,,,,,,
18,0.641927070896,0.656284766203,,,,,,
19,0.629589380012,0.63986525892,,,,,,
20,0.618176668846,0.621144209036,,,,,,
21,0.607018238599,0.611297119693,,,,,,
22,0.593242441804,0.600174527519,,,,,,
23,0.586514154086,0.59349455027,,,,,,
24,0.579868663555,0.575333614171,,,,,,
25,0.57160187626,0.568202943154,,,,,,
26,0.560789391942,0.560600082771,,,,,,
27,0.543175176552,0.554296915495,,,,,,
28,0.53501443415,0.54369444901,,,,,,
29,0.531703077658,0.534959885101,,,,,,
30,0.52357250305,0.528127582155,,,,,,
31,0.518984328574,0.52221255706,,,,,,
32,0.508932365,0.516366259741,,,,,,
33,0.502898247869,0.511829164359,,,,,,
34,0.497521928079,0.507600018731,,,,,,
35,0.491127059374,0.501111966239,,,,,,
36,0.485412550373,0.492893872673,,,,,,
37,0.480008086044,0.487142452544,,,,,,
38,0.475684604493,0.483457442348,,,,,,
39,0.473221044957,0.47849946472,,,,,,
40,0.468198589126,0.471594348312,,,,,,
41,0.466152477718,0.468955904863,,,,,,
42,0.457246077636,0.457390741997,,,,,,
43,0.454335838638,0.45350032878,,,,,,
44,0.450617397524,0.448792325397,,,,,,
45,0.44910953495,0.444026145268,,,,,,
46,0.445688009606,0.439884359623,,,,,,
47,0.441229422014,0.434550029445,,,,,,
48,0.439313770563,0.430370298783,,,,,,
49,0.43747076333,0.425311914063,,,,,,
50,0.434506906044,0.422908571425,,,,,,
51,0.430585925047,0.422131615618,,,,,,
52,0.42774253664,0.417545892185,,,,,,
53,0.425005338817,0.414043075824,,,,,,
54,0.42170069888,0.412631198958,,,,,,
55,0.417313912045,0.410642516224,,,,,,
56,0.414543681375,0.406540951974,,,,,,
57,0.412799133957,0.405607216218,,,,,,
58,0.410605978459,0.4045324225,,,,,,
59,0.406820061795,0.403211621695,,,,,,
60,0.404800272254,0.398825777356,,,,,,
61,0.401279635466,0.396509355336,,,,,,
62,0.40046835441,0.395697974191,,,,,,
63,0.397943735971,0.394778790917,,,,,,
64,0.393245453958,0.387174041961,,,,,,
65,0.392474143686,0.385070188794,,,,,,
66,0.39055739084,0.383168017671,,,,,,
67,0.389310854531,0.381287237376,,,,,,
68,0.388858997811,0.379759719452,,,,,,
69,0.388574782672,0.378600812078,,,,,,
70,0.386184142255,0.376449155408,,,,,,
71,0.38291719145,0.375025617325,,,,,,
72,0.377593315969,0.369217762626,,,,,,
73,0.375143845696,0.367080242565,,,,,,
74,0.373748955223,0.366048122281,,,,,,
75,0.37080749086,0.365391198486,,,,,,
76,0.366991082689,0.364297925766,,,,,,
77,0.366292688668,0.36392653942,,,,,,
78,0.358360240459,0.360905006635,,,,,,
79,0.356800624776,0.359317164539,,,,,,
80,0.354757351425,0.358592064689,,,,,,
81,0.353822359752,0.35525047237,,,,,,
82,0.352095901304,0.351759656812,,,,,,
83,0.351507935977,0.350833218824,,,,,,
84,0.349020335728,0.35024353114,,,,,,
85,0.347944620767,0.349679434916,,,,,,
86,0.345985945962,0.347816819085,,,,,,
87,0.345428064789,0.34713586971,,,,,,
88,0.344238338822,0.345573298949,,,,,,
89,0.343068003815,0.342423177267,,,,,,
90,0.342112717765,0.341121688064,,,,,,
91,0.340149965974,0.339234128204,,,,,,
92,0.339445164705,0.337967286686,,,,,,
93,0.337380961055,0.337171730492,,,,,,
94,0.336741515559,0.336269696649,,,,,,
95,0.335888010072,0.335933515901,,,,,,
96,0.334794593275,0.333299407468,,,,,,
97,0.333835417192,0.331899569472,,,,,,
98,0.332956443496,0.329888453468,,,,,,
99,0.33225790054,0.329668967872,,,,,,
100,0.331000810462,0.327495105811,,,,,,
101,0.330424653437,0.32681640218,,,,,,
102,0.329611232606,0.326009761587,,,,,,
103,0.327251945879,0.325099555259,,,,,,
104,0.324166905336,0.319727305746,,,,,,
105,0.320220409414,0.319036382327,,,,,,
106,0.318553143494,0.317213722133,,,,,,
107,0.317706516968,0.313535072084,,,,,,
108,0.317357372189,0.312819788818,,,,,,
109,0.31511686202,0.307764624134,,,,,,
110,0.314762204163,0.307014717667,,,,,,
111,0.313106848634,0.305113414952,,,,,,
112,0.310583275473,0.304349737926,,,,,,
113,0.310287356758,0.304178342557,,,,,,
114,0.310176667909,0.304028358986,,,,,,
115,0.308791509833,0.303258306335,,,,,,
116,0.308278062816,0.303139445803,,,,,,
117,0.304037176546,0.300733641858,,,,,,
118,0.303480240234,0.300123977609,,,,,,
119,0.303120606688,0.299387827961,,,,,,
120,0.302364221301,0.298885189296,,,,,,
121,0.302077502579,0.298304621873,,,,,,
122,0.301779945662,0.297893044488,,,,,,
123,0.301104277873,0.297200825626,,,,,,
124,0.299995524267,0.29525371728,,,,,,
125,0.299572802208,0.295128756797,,,,,,
126,0.299430732406,0.294051356494,,,,,,
127,0.297693222928,0.291587403823,,,,,,
128,0.296466775235,0.290185845885,,,,,,
129,0.295451818021,0.287037448627,,,,,,
130,0.294948791214,0.286565514008,,,,,,
131,0.294441552113,0.286172744377,,,,,,
132,0.293898793414,0.285789728785,,,,,,
133,0.292400020086,0.283111222163,,,,,,
