Time(Iteration),CAB_original
0,2.87081625867
1,5.41226852472
2,8.04060802136
3,10.3617119956
4,12.1923567581
5,13.789278231
6,15.6621625481
7,17.0057553632
8,18.5521974317
9,20.2444122136
10,21.6948571012
11,23.0106990903
12,24.3389731242
13,25.5011783373
14,26.5512072119
15,27.5907695106
16,28.1330316282
17,28.9865103652
18,29.8122938192
19,30.4948149027
20,30.9823166463
21,31.587236119
22,32.3582324342
23,32.8563150602
24,33.3126335294
25,33.769124744
26,34.2115067887
27,34.7700569935
28,35.1573987794
29,35.7054799826
30,36.1276488211
31,36.4068436204
32,36.6660625833
33,37.1019696358
34,37.4480734925
35,37.878386769
36,38.2450651829
37,38.558865493
38,38.8183274221
39,39.3242978723
40,39.5906019185
41,39.891891962
42,40.196505404
43,40.5215547475
44,40.8759426479
45,41.1825042365
46,41.3758228455
47,41.7335159897
48,41.9958151465
49,42.3384785869
50,42.6631789211
51,43.0911124789
52,43.3273293654
53,43.4765288438
54,43.7432008801
55,43.8738012892
56,44.1338340255
57,44.3655965983
58,44.6321829931
59,44.8047827691
60,45.0651203347
61,45.2768514828
62,45.4716577303
63,45.6914523798
64,45.8394246245
65,46.1263687036
66,46.374594337
67,46.5201339107
68,46.610735997
69,46.7862206856
70,47.0104966035
71,47.1813622382
72,47.4021508025
73,47.6646439757
74,47.9226945544
75,48.0981164829
76,48.3594477827
77,48.5086928025
78,48.6044361882
79,48.7014463322
80,48.8985733866
81,49.038067655
82,49.2263634381
83,49.5803256895
84,49.7339797429
85,49.9232628667
86,50.2324781556
87,50.4184329104
88,50.6057092717
89,50.7635091666
90,50.9341729693
91,51.0117876848
92,51.2835445137
93,51.3972676289
94,51.5378563539
95,51.6676780431
96,51.8920777627
97,52.0410321748
98,52.3010796548
99,52.4432059347
100,52.5577227358
101,52.6172545114
102,52.8266017178
103,53.0403066648
104,53.1893886101
105,53.3151088224
106,53.5127864976
107,53.6196306325
108,53.6505159525
109,53.7985305166
110,53.9392284165
111,54.0408416234
112,54.241878772
113,54.3549351823
114,54.5476493554
115,54.7149458521
116,54.8980030726
117,55.0188348076
118,55.1853278705
119,55.3201887661
120,55.4167021784
121,55.4984813756
122,55.6108460244
123,55.7601979508
