Time(Iteration),CAB_original
0,7.47933834886
1,14.1172557126
2,19.3426462406
3,23.7810971143
4,26.8035800824
5,28.8281529895
6,31.0767676741
7,32.5083403651
8,33.954545564
9,35.7064943955
10,36.9675865846
11,37.6336586469
12,39.0968011048
13,39.7433597235
14,40.7572050796
15,41.4104391355
16,42.4035064143
17,43.5586868241
18,43.9916956262
19,44.636658571
20,44.6811855601
21,45.3778878116
22,45.6491481259
23,46.4890604004
24,46.789064047
25,47.6212287891
26,48.4817157473
27,48.8589009775
28,49.3266151569
29,49.6754802634
30,49.9144058559
31,50.5287230848
32,51.0543006034
33,51.4055943966
34,52.1019035801
35,52.288598127
36,52.531022958
37,53.168788843
38,53.3298674627
39,53.520228979
40,54.1025453403
41,54.4007552083
42,54.7669234767
43,54.8379649205
44,55.1799209821
45,55.5193068622
46,55.5950689432
47,55.8606271073
48,56.2808681003
49,56.674162037
50,56.8503886648
51,57.2326282616
52,57.3719713551
53,57.4908710887
54,57.6169523002
55,58.0282622622
56,58.2666281509
57,58.5663855837
58,59.1142482752
59,59.2476699636
60,59.3189012345
61,59.5904101575
62,59.8942071152
63,60.0111808366
64,60.1951906401
65,60.2143476307
66,60.3114943287
67,60.6762284546
68,60.7128207614
69,61.0079159123
70,61.0899510305
71,61.0899510305
72,61.1938141505
73,61.2450236976
74,61.3069468212
75,61.3133745517
76,61.3133745517
77,61.3398192086
78,61.424768513
79,61.4555823808
80,61.5305243363
81,61.596093881
82,61.7326043235
83,61.9706871059
84,62.1144831716
85,62.115395359
86,62.1640284809
87,62.1640284809
88,62.2073504889
89,62.261463693
90,62.3650010638
91,62.6138784276
92,62.6205385465
93,62.6672607178
94,62.8011369001
95,62.8493059287
96,62.9238376562
97,62.9424740722
98,63.020716857
99,63.0724050238
