Time(Iteration),CAB_User,CAB,CAB_original,LinUCB
0,6.35180134451,5.65078549957,6.35180134451,5.10196845048
1,9.59196099769,8.37189797868,9.59196099769,9.5067914045
2,13.1105046412,11.5010950547,13.1105046412,14.2071376063
3,15.9160152951,14.8205909543,15.9160152951,17.8695865918
4,18.1357478806,17.8435241104,18.1357478806,20.0121303494
5,20.6261086841,20.0465933837,20.6261086841,23.7456017117
6,22.9776375059,22.1149238143,22.9776375059,25.9867753443
7,24.4461438446,24.6024700372,24.4461438446,27.7919084764
8,26.1467818437,27.1219152017,26.1467818437,30.1035646852
9,27.2774264026,28.1402474408,27.2774264026,31.5213142973
10,28.823109872,30.2008377885,28.823109872,32.7935105238
11,30.0193733927,32.8309745787,30.0193733927,34.6863303633
12,30.9945290031,34.8949156482,30.9945290031,35.5992074101
13,32.3578564008,36.9767426109,32.3578564008,37.6920774881
14,33.5778799506,38.036061636,33.5778799506,38.9161451728
15,34.3388893508,39.3051657916,34.3388893508,39.9060130323
16,35.5723742406,41.276907463,35.5723742406,41.117001881
17,36.8396665533,42.9298118989,36.8396665533,42.0839599877
18,37.5110590642,43.9436745304,37.5110590642,43.273949253
19,38.6535266836,45.1526532444,38.6535266836,44.5487491665
20,39.2966213033,45.5157454424,39.2966213033,45.5893467898
21,40.5258026549,47.266353709,40.5258026549,46.9144844629
22,40.9390536384,49.1971562054,40.9390536384,47.6914864904
23,41.7667439255,50.0211002838,41.7667439255,48.6373360755
24,42.5309637308,50.8524920902,42.5309637308,49.566414522
25,43.4274037436,51.9976672771,43.4274037436,50.1284489767
26,43.91151731,52.7162782215,43.91151731,50.8435135276
27,44.4380127493,53.7763403833,44.4380127493,51.8205870445
28,44.9968318231,54.5184732215,44.9968318231,52.5856884128
29,45.6681716697,55.8318563577,45.6681716697,52.951230907
30,45.9025496386,56.5588649801,45.9025496386,53.2627704485
31,46.5330756254,57.2313320212,46.5330756254,53.8398253167
32,46.6517793126,58.0338145751,46.6517793126,54.1920848151
33,46.9159639294,59.1608030748,46.9159639294,54.5602169355
34,47.5396152291,60.3599988619,47.5396152291,55.296537124
35,47.9834679057,61.3613693711,47.9834679057,55.8637906921
36,48.4272735014,61.7489803786,48.4272735014,56.1431984554
37,48.7559099805,62.4220447473,48.7559099805,56.7086802757
38,48.9769125857,63.2412570186,48.9769125857,56.9837954407
39,49.4750366681,63.8450076889,49.4750366681,57.1220699362
40,49.6319911401,64.3600178587,49.6319911401,57.3650731034
41,49.7160575418,64.9385882828,49.7160575418,57.9993814154
42,49.9017219569,65.1636438614,49.9017219569,58.0720601763
43,50.1465696827,65.5283528779,50.1465696827,58.21245551
44,50.2721741188,66.0600261873,50.2721741188,58.2929044511
45,50.5789733598,66.8604507143,50.5789733598,58.5491834201
46,50.6738755571,67.8711460351,50.6738755571,58.6868653554
47,50.8569881435,68.3843559067,50.8569881435,59.004960952
48,51.1000498729,68.6588308522,51.1000498729,59.2400172234
49,51.2826573637,69.4744222827,51.2826573637,59.7242597261
50,51.6485713814,69.9752992027,51.6485713814,60.1751690362
51,51.8581423932,70.0273505249,51.8581423932,60.3417114013
52,52.0906084895,70.5176592701,52.0906084895,60.7862701772
53,52.2819619631,70.7279064732,52.2819619631,61.1381958822
54,52.3818765646,71.0322981214,52.3818765646,61.5689051151
55,52.5136542955,71.3345959268,52.5136542955,61.6329534461
56,52.8506020249,71.7245638489,52.8506020249,61.9598723098
57,53.1195175089,72.1590371231,53.1195175089,62.0638015269
58,53.2688819173,72.6240775677,53.2688819173,62.0643948731
59,53.3164888285,73.3891864313,53.3164888285,62.3120936863
60,53.4807267149,73.6196552421,53.4807267149,62.4636026714
61,53.5788010888,74.0815046387,53.5788010888,62.6036395226
62,53.6117890227,74.329275382,53.6117890227,62.6942290452
63,53.890581518,74.4911689293,53.890581518,62.8026885918
64,54.0794504449,74.8704206222,54.0794504449,62.9315058135
65,54.2208948683,75.0534137568,54.2208948683,63.0317717387
66,54.2565830735,75.4128999764,54.2565830735,63.1298383838
67,54.3164915744,75.7927001884,54.3164915744,63.3739595793
68,54.355299896,76.0868354994,54.355299896,63.4203401929
69,54.3920734193,76.615280237,54.3920734193,63.6312105527
70,54.4662329106,76.9769593294,54.4662329106,63.888517866
71,54.588977662,77.478409286,54.588977662,63.9423440542
72,54.6866400361,78.0338650168,54.6866400361,64.1169982989
73,54.7167257131,78.6391721333,54.7167257131,64.3272870723
74,54.751188712,79.0068498184,54.751188712,64.6045003851
75,54.8246162245,79.189614705,54.8246162245,64.6385452734
76,54.867304194,79.7575105154,54.867304194,64.7604907395
77,54.9478444649,80.6013064005,54.9478444649,64.9418411021
78,55.1298675529,81.1012746252,55.1298675529,65.0437003654
79,55.2449313218,81.3833743393,55.2439456449,65.2121804436
80,55.3605491221,81.6015659958,55.3595634452,65.3878044025
81,55.3920697238,81.8851103774,55.3910840468,65.4961249753
82,55.5027250486,82.3910474977,55.5017393716,65.5684445292
83,55.5680134944,82.759759723,55.5670278174,65.6782190444
84,55.8219420288,82.9423786862,55.8209563519,65.9666857372
85,55.8963281033,83.207859771,55.8953424263,65.9859597591
86,55.9960189411,83.4761879653,55.9950332642,65.9859597591
87,56.0211942936,83.6629079161,56.0202086167,66.0092182547
88,56.1395192614,84.1439011219,56.1385335845,66.1331896062
89,56.2994538852,84.4903035039,56.2984682082,66.2396160186
90,56.334739788,84.7545882539,56.3337541111,66.2525193532
91,56.4527082392,85.0458103503,56.440572289,66.3472331767
92,56.5291511216,85.1701566077,56.5170151713,66.4236760591
93,56.6281558882,85.6035701548,56.6160199379,66.4236760591
94,56.6281558882,85.8533311504,56.6160199379,66.4327995706
95,56.7960061058,86.2717300405,56.7838701555,66.5065955774
96,57.0737643977,86.6046367753,57.1547081586,66.6027728677
97,57.0882199389,87.0973230815,57.1691636997,66.696280591
98,57.221043277,87.5412218364,57.3019870378,66.8037790434
99,57.2271638345,87.9018950617,57.3081075953,66.8332275266
100,57.2271638345,88.1647156352,57.3081075953,66.8332275266
101,57.2467071915,88.4641383812,57.3276509524,66.8418009399
102,57.2570724371,88.5124952629,57.3369687394,66.8428483984
103,57.2670542416,88.8735385742,57.3469505438,66.867874009
104,57.2922663184,89.0739468444,57.3721626206,66.8930860858
105,57.3150438632,89.2589823197,57.3949401655,66.9158636306
106,57.3464144454,89.3671460235,57.4171740364,66.9576146123
107,57.3969372122,89.9318009797,57.4676968032,67.0353630768
