Time(Iteration),CAB_3_2CoTheta,CAB_originalCoTheta,CAB_optimalCoTheta,,,,,,
0,0.964349453812,0.968604968438,0.965914515123,,,,,,
1,0.939191289345,0.933121627853,0.934953728587,,,,,,
