Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.969867972218,0.969857240885,0.969857240885,0.97000907979,,,,,,
1,0.93794043382,0.957013085611,0.926847883928,0.928917865932,,,,,,
2,0.924654571404,0.936699192447,0.898872342131,0.910679632286,,,,,,
3,0.892899536247,0.89506830493,0.875247339635,0.887877150989,,,,,,
4,0.874641924708,0.867326982391,0.849067112227,0.863345935442,,,,,,
5,0.849568764472,0.835098936994,0.824012402523,0.831534734358,,,,,,
6,0.829667404745,0.804516198397,0.802893383808,0.809438668729,,,,,,
7,0.805891724982,0.78273975746,0.781666033062,0.786255384585,,,,,,
8,0.787393984581,0.763935333411,0.762767350597,0.76324994665,,,,,,
9,0.763666803884,0.746140518766,0.741422655241,0.735671553948,,,,,,
10,0.751376259126,0.724491390498,0.721344354235,0.717003791096,,,,,,
11,0.733179068286,0.703742931844,0.703216798394,0.701424426394,,,,,,
12,0.721922686262,0.690868303501,0.690703046666,0.686895670336,,,,,,
13,0.706871200702,0.676592727788,0.67238063514,0.671439357184,,,,,,
14,0.700028099491,0.667235479074,0.665547144236,0.662691699363,,,,,,
15,0.685465498151,0.652175598249,0.654712477402,0.650993260761,,,,,,
16,0.677101460001,0.642822117472,0.647196812688,0.645703679398,,,,,,
17,0.659232030237,0.63595812014,0.639701078287,0.6340469865,,,,,,
18,0.646647043343,0.62328318362,0.63365994321,0.621017213984,,,,,,
19,0.638363804667,0.61222331627,0.626011954703,0.612301288068,,,,,,
20,0.62537095297,0.605261182218,0.615581484244,0.602104986683,,,,,,
21,0.613461623799,0.598143057776,0.609252302685,0.594143862146,,,,,,
22,0.599817207515,0.58798441,0.599190302955,0.582600316182,,,,,,
23,0.586118309529,0.578767029474,0.593413634089,0.568488422696,,,,,,
24,0.580382310856,0.57272737526,0.588298865701,0.564038783923,,,,,,
25,0.573405772569,0.568444777478,0.582933440613,0.556556031237,,,,,,
26,0.563786139117,0.558549710919,0.569081334253,0.549246361264,,,,,,
27,0.556046372122,0.550303462289,0.562940689127,0.539815132113,,,,,,
28,0.54887685846,0.541632615022,0.557832481255,0.533887168584,,,,,,
29,0.5450895714,0.535657402141,0.550932953661,0.530363710545,,,,,,
30,0.536949408966,0.527553503132,0.542573556911,0.526606553857,,,,,,
31,0.531737229782,0.523239587414,0.536781301992,0.519247603399,,,,,,
32,0.528047191817,0.517448006998,0.529703682918,0.514824187842,,,,,,
33,0.52583010155,0.514916506318,0.528361408281,0.512608845401,,,,,,
34,0.519499293737,0.503354462212,0.522805229102,0.506062151528,,,,,,
35,0.514689763946,0.496915793872,0.512798149893,0.501696500075,,,,,,
36,0.509221558079,0.491295893589,0.504076154401,0.492828959474,,,,,,
37,0.502864298815,0.485827092929,0.496990176966,0.487264639441,,,,,,
38,0.494009227055,0.480085599222,0.490948578993,0.481620724265,,,,,,
39,0.487465243274,0.47489137064,0.488288398866,0.480052877858,,,,,,
40,0.484897480356,0.471093250424,0.485344737959,0.476225317783,,,,,,
41,0.475176643302,0.465150575888,0.481546801416,0.467809257091,,,,,,
42,0.471507227296,0.462281666942,0.480191918009,0.465933273475,,,,,,
43,0.467899189443,0.457890260701,0.474434305111,0.464002576704,,,,,,
44,0.465728210706,0.455023122319,0.46938730391,0.461444205476,,,,,,
45,0.460949217431,0.450380425941,0.464193877908,0.458563967574,,,,,,
46,0.459418739389,0.448381336156,0.462595508404,0.457806982219,,,,,,
47,0.456723904906,0.446892970865,0.460294683085,0.453513046936,,,,,,
48,0.45497043423,0.44482333804,0.457840596859,0.451728357515,,,,,,
49,0.451357327571,0.440846929341,0.456242374912,0.448655631737,,,,,,
50,0.446025564882,0.436220548698,0.452185247015,0.445398923698,,,,,,
51,0.444086827225,0.435101139823,0.450477924197,0.443532608287,,,,,,
52,0.439665760449,0.430191144576,0.447862492918,0.439191659821,,,,,,
53,0.436508227941,0.424932899502,0.445135542506,0.437600485654,,,,,,
54,0.434320091781,0.421324281416,0.440404277183,0.434948873362,,,,,,
55,0.431881021843,0.41887626171,0.437226092055,0.432129844965,,,,,,
56,0.431549747586,0.41865659085,0.43630715303,0.431700222304,,,,,,
57,0.430401591396,0.416938954649,0.434641152985,0.431467969238,,,,,,
58,0.430046572492,0.414829827892,0.431794742672,0.429452290141,,,,,,
59,0.425542481543,0.410150655509,0.427970786687,0.425788401553,,,,,,
60,0.422838654814,0.405371140443,0.423256403689,0.420997914713,,,,,,
61,0.419206221724,0.40114697733,0.421887796432,0.418818675963,,,,,,
62,0.412418085975,0.399327287525,0.418196457375,0.414232645707,,,,,,
