Time(Iteration),CAB_UserCoTheta,CABCoTheta,LinUCBCoTheta,,,,,,
0,0.965368854723,0.965368854723,0.974482011551,,,,,,
1,0.921561517563,0.921561517563,0.945994386998,,,,,,
2,0.88925460764,0.88925460764,0.917985327609,,,,,,
3,0.869775383581,0.869775383581,0.900320497665,,,,,,
4,0.850262883894,0.850262883894,0.880554259599,,,,,,
5,0.835504219343,0.835504219343,0.864588128011,,,,,,
6,0.814667962425,0.814667962425,0.840109932992,,,,,,
7,0.798707609726,0.798707609726,0.823266148457,,,,,,
8,0.788216700778,0.788216700778,0.807970835152,,,,,,
9,0.76613824344,0.76613824344,0.784567467947,,,,,,
10,0.750097075284,0.750097075284,0.763496587624,,,,,,
11,0.739117995658,0.739117995658,0.743466255003,,,,,,
12,0.722899039923,0.722899039923,0.72554815297,,,,,,
13,0.714608959615,0.714608959615,0.706651881389,,,,,,
14,0.706519071849,0.706519071849,0.692421874437,,,,,,
15,0.697353305569,0.697353305569,0.679679158791,,,,,,
16,0.690235577782,0.690235577782,0.664087174507,,,,,,
17,0.683811981537,0.683811981537,0.654846287848,,,,,,
18,0.665630441738,0.665630441738,0.640630988355,,,,,,
19,0.657277909514,0.657277909514,0.634718389147,,,,,,
20,0.646095950221,0.646095950221,0.62347185479,,,,,,
21,0.63833745815,0.63833745815,0.617587453079,,,,,,
22,0.629326875209,0.629326875209,0.610257948237,,,,,,
23,0.618880712976,0.618880712976,0.60686559428,,,,,,
24,0.610750148743,0.610750148743,0.599688747398,,,,,,
25,0.60153727034,0.60153727034,0.588828578636,,,,,,
26,0.594856463014,0.594856463014,0.578141630734,,,,,,
27,0.588657570168,0.588657570168,0.569554583654,,,,,,
28,0.583591787488,0.583591787488,0.559966624445,,,,,,
29,0.57962737961,0.57962737961,0.553039678165,,,,,,
30,0.573046983879,0.573046983879,0.542598920471,,,,,,
31,0.568868560943,0.568868560943,0.531028709445,,,,,,
32,0.558649581327,0.558649581328,0.52517042678,,,,,,
33,0.554763579551,0.554763579551,0.521271869111,,,,,,
34,0.548704831205,0.548704831205,0.515768122395,,,,,,
35,0.538233407463,0.538233407463,0.508754861371,,,,,,
36,0.535129836069,0.535129836069,0.503369995742,,,,,,
37,0.532143904583,0.532143904583,0.497672780017,,,,,,
38,0.527662297464,0.527662297464,0.490220252995,,,,,,
39,0.525298558173,0.525273307838,0.487730372376,,,,,,
40,0.519901902881,0.519841918074,0.482327950751,,,,,,
41,0.514023424782,0.513952971547,0.474799531874,,,,,,
42,0.510070009052,0.509956262111,0.469445406775,,,,,,
43,0.505450629246,0.505342907874,0.466578610523,,,,,,
44,0.500883372821,0.500780847121,0.459084020448,,,,,,
45,0.495903433493,0.495803707397,0.454901552727,,,,,,
46,0.49431034631,0.494209348323,0.448977222479,,,,,,
47,0.491703792269,0.491576298007,0.445857718869,,,,,,
48,0.486386720517,0.486280635967,0.437818333986,,,,,,
49,0.483628731342,0.483516294236,0.433294148673,,,,,,
50,0.479918501058,0.479943167525,0.430811364243,,,,,,
51,0.476777349379,0.476784359089,0.425446249494,,,,,,
52,0.473070176347,0.473100316654,0.42297679088,,,,,,
53,0.471262784611,0.471273796495,0.42049338689,,,,,,
54,0.465034445793,0.467794234173,0.417609427778,,,,,,
55,0.464063240806,0.466833937147,0.415857166741,,,,,,
56,0.458220353752,0.461019077815,0.413047165095,,,,,,
57,0.456289776502,0.45915333744,0.409930360697,,,,,,
58,0.454963299866,0.457820489207,0.405989207659,,,,,,
59,0.449969772917,0.452855510654,0.404555979705,,,,,,
60,0.44923347337,0.452141192757,0.400125905582,,,,,,
61,0.447233707754,0.450133659537,0.397201327397,,,,,,
62,0.445546453679,0.448336998202,0.394445291577,,,,,,
63,0.44420630426,0.446991246624,0.388007236375,,,,,,
64,0.44288660498,0.445649526423,0.3854920273,,,,,,
65,0.441552579863,0.444316433137,0.384364485633,,,,,,
66,0.439204740409,0.442024605282,0.383268382581,,,,,,
67,0.437526196047,0.440339051625,0.380412930061,,,,,,
68,0.435400288214,0.438235426846,0.376543508113,,,,,,
69,0.431221696659,0.434064275517,0.374932398333,,,,,,
70,0.429903823537,0.432673517506,0.373308904089,,,,,,
71,0.427256325924,0.427481829348,0.37112506501,,,,,,
72,0.426123436315,0.426008294341,0.367810508541,,,,,,
73,0.423136614247,0.423032720919,0.366712444417,,,,,,
74,0.418328616027,0.418228399257,0.363054113871,,,,,,
75,0.415580961058,0.415521167177,0.361486978718,,,,,,
76,0.413465510592,0.413517620609,0.358608652362,,,,,,
77,0.407702803877,0.407916845656,0.354047168187,,,,,,
78,0.402236403703,0.402406115255,0.349455688585,,,,,,
79,0.401229593879,0.401447682745,0.349092006472,,,,,,
80,0.399963701474,0.400202637365,0.348566859116,,,,,,
81,0.39760630093,0.397539317338,0.347459878702,,,,,,
82,0.396730412353,0.396245559738,0.346174558699,,,,,,
83,0.395949811314,0.395450758185,0.345328788024,,,,,,
84,0.394868784916,0.394253696011,0.344004332518,,,,,,
85,0.394011624296,0.39338060509,0.343400175445,,,,,,
86,0.391547505096,0.390980222656,0.341304049147,,,,,,
87,0.389058386497,0.38853735978,0.339077149676,,,,,,
88,0.38715629044,0.386655783105,0.337697140428,,,,,,
89,0.38324536155,0.384142223875,0.335759527169,,,,,,
90,0.382449663318,0.383348846886,0.335389824159,,,,,,
91,0.379975605613,0.380959277602,0.333883852971,,,,,,
92,0.378295838578,0.379280514322,0.332990735248,,,,,,
93,0.3744861761,0.375341226386,0.33101419511,,,,,,
94,0.373952722424,0.37474694137,0.330279646984,,,,,,
95,0.373192118677,0.374099251637,0.328501383941,,,,,,
96,0.371999365071,0.372940240722,0.32794325799,,,,,,
97,0.370888378575,0.37192493602,0.32761686405,,,,,,
98,0.370039282062,0.371089845198,0.326154041316,,,,,,
99,0.369053770603,0.369967126881,0.325404670135,,,,,,
100,0.367764136402,0.368568590307,0.324000450085,,,,,,
101,0.367031420541,0.367743047204,0.322549144762,,,,,,
102,0.365000211707,0.365692721432,0.32048396366,,,,,,
103,0.361725649274,0.362301285107,0.317721521432,,,,,,
104,0.35983444493,0.360479932051,0.316544693527,,,,,,
105,0.356860739607,0.357539040176,0.315994592613,,,,,,
106,0.356421068974,0.356860651367,0.313609470097,,,,,,
107,0.353959009257,0.35396874153,0.31225048153,,,,,,
108,0.353464510127,0.353418941498,0.311882694627,,,,,,
109,0.351749851115,0.351751729959,0.310891283036,,,,,,
110,0.350935651774,0.351047377037,0.307013184326,,,,,,
111,0.350306193888,0.350362463001,0.303889486736,,,,,,
112,0.349568493726,0.349537159921,0.301137976313,,,,,,
113,0.348194529507,0.348178141165,0.299563939551,,,,,,
114,0.347731717864,0.347815743504,0.299462187272,,,,,,
115,0.347317255527,0.34744622698,0.29910919766,,,,,,
116,0.346915885447,0.346996371751,0.29855810152,,,,,,
117,0.345767970681,0.345967744507,0.297511763866,,,,,,
118,0.345327237657,0.345534483298,0.297051961087,,,,,,
119,0.344574087711,0.34477176345,0.296532281075,,,,,,
120,0.343403464095,0.343514310325,0.295125206684,,,,,,
121,0.341942375951,0.342167694079,0.293974360358,,,,,,
122,0.339007452166,0.339170062482,0.292921558738,,,,,,
123,0.338537426432,0.338622076716,0.29250094947,,,,,,
124,0.336503030277,0.336894864391,0.29182285315,,,,,,
125,0.33474070085,0.335211550069,0.28975625955,,,,,,
126,0.334458821712,0.33503466677,0.289480282775,,,,,,
127,0.332096822512,0.332712388839,0.288734264237,,,,,,
128,0.330745461813,0.331461374031,0.287323434798,,,,,,
129,0.326341501615,0.32701322121,0.285968331361,,,,,,
130,0.324434121237,0.325186774811,0.284133113127,,,,,,
131,0.32265607534,0.323444260282,0.281975160672,,,,,,
132,0.321913524201,0.322620410202,0.281247785478,,,,,,
133,0.321525363749,0.322162928395,0.280770945309,,,,,,
134,0.321344757811,0.321949731094,0.28034611708,,,,,,
135,0.318637985182,0.319282611315,0.279944105249,,,,,,
136,0.318055972326,0.318484271344,0.279619120594,,,,,,
137,0.316573999492,0.316998007029,0.27783877979,,,,,,
138,0.316118870891,0.316534339085,0.277505843462,,,,,,
139,0.315882584885,0.316372483079,0.277153455182,,,,,,
140,0.315256966366,0.315642929373,0.276233387633,,,,,,
141,0.311113680427,0.311389592664,0.274672096871,,,,,,
142,0.309218001888,0.30953219443,0.27384841963,,,,,,
143,0.308370019674,0.308722649022,0.273143536274,,,,,,
144,0.307378143733,0.307772577586,0.271727319783,,,,,,
145,0.305865224168,0.306135556458,0.270840787108,,,,,,
146,0.300949172286,0.301594885479,0.268666732886,,,,,,
147,0.296948319041,0.297327154217,0.265835443113,,,,,,
148,0.294963835449,0.295271693798,0.263960967239,,,,,,
149,0.293406105207,0.293810312091,0.262806816587,,,,,,
150,0.292900532716,0.29331759566,0.262446326373,,,,,,
151,0.292672327022,0.293033227186,0.26053826597,,,,,,
152,0.290997005632,0.291316319892,0.260056367215,,,,,,
153,0.287905164683,0.288134232557,0.259442997907,,,,,,
154,0.287495969788,0.287677239673,0.259219615614,,,,,,
155,0.287099031264,0.287303238564,0.259022883465,,,,,,
156,0.286085472994,0.286443571185,0.255517945513,,,,,,
157,0.285487529989,0.285878550735,0.255095689177,,,,,,
158,0.285213701594,0.285711039132,0.253828800378,,,,,,
