Time(Iteration),CAB_originalCoTheta,,,,,,
0,0.985798878686,,,,,,
1,0.967011307018,,,,,,
2,0.941512695694,,,,,,
3,0.911011211319,,,,,,
4,0.8916233521,,,,,,
5,0.869221218076,,,,,,
6,0.850781491105,,,,,,
7,0.827890231342,,,,,,
8,0.811361810828,,,,,,
9,0.794049990995,,,,,,
10,0.778394783749,,,,,,
11,0.763282528038,,,,,,
12,0.758235525869,,,,,,
13,0.745914145665,,,,,,
14,0.729188119912,,,,,,
15,0.717108823725,,,,,,
16,0.708947278381,,,,,,
17,0.697440038631,,,,,,
18,0.689957596163,,,,,,
19,0.68064354069,,,,,,
20,0.668724834379,,,,,,
21,0.663174575233,,,,,,
22,0.658664678539,,,,,,
23,0.650983935929,,,,,,
24,0.642151953765,,,,,,
25,0.633104744642,,,,,,
26,0.621683902947,,,,,,
27,0.616121059038,,,,,,
28,0.611955167106,,,,,,
29,0.607538473815,,,,,,
30,0.600264453751,,,,,,
31,0.595594770382,,,,,,
32,0.590557279357,,,,,,
33,0.588589446114,,,,,,
34,0.58282099647,,,,,,
35,0.580318900737,,,,,,
36,0.575551137495,,,,,,
37,0.571816593657,,,,,,
38,0.567321217509,,,,,,
39,0.563456090937,,,,,,
40,0.559103794023,,,,,,
41,0.554428072813,,,,,,
42,0.550246685491,,,,,,
43,0.544727336544,,,,,,
44,0.541363417653,,,,,,
45,0.531737171121,,,,,,
46,0.530252324176,,,,,,
47,0.528096492739,,,,,,
48,0.52333214466,,,,,,
49,0.515706587125,,,,,,
50,0.511898431391,,,,,,
51,0.503999007492,,,,,,
52,0.493376214026,,,,,,
53,0.488403799186,,,,,,
54,0.485283501389,,,,,,
55,0.476749072802,,,,,,
56,0.474092560929,,,,,,
57,0.470774427743,,,,,,
58,0.468364053748,,,,,,
59,0.463482258462,,,,,,
60,0.461420790393,,,,,,
61,0.456129704145,,,,,,
62,0.453393376306,,,,,,
63,0.442974907078,,,,,,
64,0.438398992381,,,,,,
65,0.437326079512,,,,,,
66,0.429371878782,,,,,,
67,0.426472508415,,,,,,
68,0.417712067576,,,,,,
69,0.406412844854,,,,,,
70,0.403498780686,,,,,,
71,0.403018819331,,,,,,
72,0.400347000543,,,,,,
73,0.398892397812,,,,,,
74,0.397716955826,,,,,,
75,0.396595794012,,,,,,
76,0.396149876069,,,,,,
77,0.391217904998,,,,,,
78,0.38921474736,,,,,,
79,0.386887119977,,,,,,
80,0.385970820114,,,,,,
81,0.383913171018,,,,,,
82,0.381096839055,,,,,,
83,0.378574013193,,,,,,
84,0.376073698641,,,,,,
85,0.370907505642,,,,,,
86,0.370170368964,,,,,,
87,0.37000155336,,,,,,
88,0.36239270661,,,,,,
89,0.361509430705,,,,,,
90,0.356190750206,,,,,,
91,0.354166534462,,,,,,
92,0.35166965137,,,,,,
93,0.350755245537,,,,,,
94,0.349653280521,,,,,,
95,0.347501304756,,,,,,
96,0.347151088544,,,,,,
97,0.345288430117,,,,,,
98,0.344162592641,,,,,,
99,0.341249303547,,,,,,
