Time(Iteration),CAB_original,LinUCB
0,6.9646408721,5.12765890638
1,10.7575362567,9.07488359388
2,14.6041175679,13.5653508462
3,18.8576843183,17.5195031531
4,22.9049791603,20.8921376553
5,25.5035491549,23.3058615456
6,28.2061383063,26.0649237554
7,30.9469145877,28.2333037573
8,33.8989000029,30.409486922
9,36.0091249749,31.8544581566
10,37.3641443347,33.1830736791
11,38.5454502507,34.499129099
12,39.5600470522,35.2713219297
13,40.3403547922,36.5005671248
14,41.2985186176,37.4626144189
15,42.2833520268,39.1516994721
16,43.1550252647,40.0211928256
17,43.9621706126,40.8363318024
18,44.4645214251,41.9045401955
19,44.8898590169,42.6628423955
20,45.5202340572,43.361351453
21,46.0789546015,43.7147752062
22,46.4841045709,44.0979563896
23,46.8879767328,44.7821149032
24,47.5047173379,44.8785025133
25,48.2855314663,45.5130732051
26,48.7898897469,46.0425741307
27,49.3391979747,46.5130169124
28,49.7569552877,47.0496002669
29,50.1193655012,47.3142923818
30,50.321034665,47.5905256514
31,50.5442330098,48.0150260554
32,50.8554320726,48.337426007
33,51.0028569996,48.596681539
34,51.1908149911,48.8550494058
35,51.484918603,49.0455075652
36,51.675135663,49.4076709086
37,52.0212534586,49.8688550395
38,52.1387971815,49.9325603243
39,52.4452214503,50.2462603499
40,52.6271475779,50.4293020422
41,52.7980473801,50.789387675
42,53.0264554858,50.9182809192
43,53.4063869256,51.2413049377
44,53.5111155589,51.3599078194
45,53.6881931671,51.7663258468
46,53.8299752206,51.9171600612
47,53.8930655271,51.9840689497
48,53.9474602719,52.1635915251
49,54.2436475889,52.655530116
50,54.3055572641,52.665462841
51,54.4611783275,52.7777051845
52,54.6848912473,53.0768539269
53,54.9278685722,53.2386169728
54,55.1500827792,53.3863731619
55,55.2079216082,53.4227825141
56,55.2811127428,53.5961064145
57,55.3109452634,53.6259754282
58,55.3522378859,53.7036759627
59,55.4303628084,53.8457954994
60,55.6591708489,54.142798314
61,55.6591708489,54.1947267664
62,55.6891859689,54.2601312956
63,55.8332872247,54.3313961426
64,55.8585895774,54.4403681851
65,55.9776984471,54.5456916482
66,56.13988792,54.7169481132
67,56.212869951,54.7891273368
68,56.295108296,54.9021680667
69,56.4162717366,54.997130923
70,56.4595588597,55.1155278616
71,56.4804839682,55.2052007697
72,56.5686073193,55.2958213038
73,56.6796041914,55.4325419872
74,56.8991617609,55.4856399475
75,56.9083863503,55.5109143639
76,57.0386711554,55.6417529297
77,57.1684889418,55.8109776664
78,57.4498404087,55.9892198953
79,57.5340270764,56.099785891
80,57.5490770085,56.1026834578
81,57.6207071508,56.1751906212
82,57.7513152682,56.342057934
