Time(Iteration),LinUCB_newCoTheta,LinUCBCoTheta,,,,,,
0,1.80387790908,1.80343014901,,,,,,
1,1.62954910316,1.6309722526,,,,,,
2,1.5186376177,1.51824086167,,,,,,
3,1.46024450537,1.45997348877,,,,,,
4,1.38202089916,1.38145590936,,,,,,
5,1.32812892669,1.32526884278,,,,,,
6,1.28675971716,1.28725023135,,,,,,
7,1.24708011455,1.25025084477,,,,,,
8,1.18716202655,1.19031555402,,,,,,
9,1.14618307677,1.15461181325,,,,,,
10,1.11424256355,1.11758839031,,,,,,
11,1.07649028407,1.06893173522,,,,,,
12,1.02899694455,1.01580412652,,,,,,
13,0.994187082814,0.984171191314,,,,,,
14,0.963642745158,0.956531158295,,,,,,
15,0.924616180422,0.922344469971,,,,,,
16,0.902853125978,0.90316232636,,,,,,
17,0.873721562281,0.876941314249,,,,,,
18,0.833427094383,0.841081729244,,,,,,
19,0.81108073909,0.820050052984,,,,,,
20,0.790622792227,0.800734744328,,,,,,
21,0.772148381705,0.786635991189,,,,,,
22,0.752908601257,0.762319789357,,,,,,
23,0.742068014725,0.751285067389,,,,,,
24,0.719043708198,0.731372394052,,,,,,
25,0.695629379675,0.712388958227,,,,,,
26,0.685157342258,0.70070086146,,,,,,
27,0.677873533872,0.694543065358,,,,,,
28,0.662048321922,0.683971080372,,,,,,
29,0.651975541645,0.672779537595,,,,,,
30,0.644740544945,0.665187387169,,,,,,
31,0.634904439671,0.657891841498,,,,,,
32,0.620510861897,0.645621511813,,,,,,
33,0.607722067542,0.634534356756,,,,,,
34,0.595727264895,0.623692397589,,,,,,
35,0.579385500075,0.612235334636,,,,,,
36,0.569147151853,0.601642213644,,,,,,
37,0.559739075126,0.591552640541,,,,,,
38,0.54675742521,0.587689022778,,,,,,
39,0.537140209294,0.576863107276,,,,,,
40,0.524133589297,0.561443794169,,,,,,
41,0.517201490639,0.554189808305,,,,,,
42,0.50619484261,0.54608738765,,,,,,
43,0.497861196244,0.53509296176,,,,,,
44,0.493840100675,0.52775323743,,,,,,
45,0.490099357582,0.524254958459,,,,,,
46,0.487255224548,0.520030331358,,,,,,
47,0.482300230695,0.512050860334,,,,,,
48,0.477377480676,0.508040719343,,,,,,
49,0.476038389614,0.503497268224,,,,,,
50,0.472218053743,0.500078769313,,,,,,
51,0.469992964019,0.49814277332,,,,,,
52,0.46606607324,0.492632142168,,,,,,
53,0.464098124619,0.490847181619,,,,,,
54,0.459584246668,0.484594873127,,,,,,
55,0.451253982062,0.476153060891,,,,,,
56,0.44901151421,0.472952194105,,,,,,
57,0.445179920085,0.469529275471,,,,,,
58,0.442424653867,0.467528509683,,,,,,
59,0.439641722179,0.464552031545,,,,,,
60,0.434404568253,0.45935629158,,,,,,
61,0.429176939739,0.454095995597,,,,,,
62,0.425655052106,0.451744503084,,,,,,
63,0.419643294428,0.446617400774,,,,,,
64,0.417037599286,0.443985443242,,,,,,
65,0.415435027207,0.442190928801,,,,,,
66,0.409636396229,0.439204394645,,,,,,
67,0.404804860505,0.435793294101,,,,,,
68,0.401914897961,0.432760195041,,,,,,
69,0.400468549696,0.430895082491,,,,,,
70,0.395748668983,0.426979633434,,,,,,
71,0.389786551847,0.422450191763,,,,,,
72,0.387255540143,0.420720929958,,,,,,
73,0.386163854947,0.419386411576,,,,,,
74,0.381072208887,0.414291557178,,,,,,
75,0.37391789489,0.40746661609,,,,,,
76,0.371174166443,0.404738556297,,,,,,
77,0.369563962457,0.403015697971,,,,,,
78,0.366370889928,0.400054153593,,,,,,
79,0.365800236358,0.399977553133,,,,,,
80,0.361376132806,0.394799699522,,,,,,
81,0.358818329066,0.387447641485,,,,,,
82,0.355440222444,0.385688842756,,,,,,
83,0.352797277185,0.382976367299,,,,,,
84,0.352288579663,0.382817620242,,,,,,
85,0.351364391225,0.377904349531,,,,,,
86,0.348811810724,0.37600496301,,,,,,
87,0.348001710059,0.375219334746,,,,,,
88,0.345792262082,0.372677882922,,,,,,
89,0.343631281688,0.371188725138,,,,,,
90,0.342922885449,0.370283383373,,,,,,
91,0.341251915965,0.368303269604,,,,,,
92,0.335513457051,0.362795981684,,,,,,
93,0.334148476637,0.361631501836,,,,,,
94,0.330890253565,0.357616853665,,,,,,
95,0.328912629435,0.355750143566,,,,,,
96,0.326977524388,0.349667520742,,,,,,
97,0.325942497638,0.348186534095,,,,,,
98,0.325076250227,0.346545354979,,,,,,
99,0.324043794303,0.345457869994,,,,,,
100,0.323091802268,0.344488698283,,,,,,
101,0.321504753899,0.343397386908,,,,,,
102,0.320504633537,0.342733332783,,,,,,
103,0.319442393298,0.341490867106,,,,,,
104,0.317630593593,0.338990392093,,,,,,
105,0.315911174561,0.336743373476,,,,,,
106,0.314534876011,0.335844527239,,,,,,
107,0.314164887583,0.335439556185,,,,,,
108,0.313537871326,0.33463544888,,,,,,
109,0.31273454035,0.333690825819,,,,,,
