Time(Iteration),CAB,LinUCB
0,1.71089942085,1.71089942085
1,3.41403381861,3.41403381861
2,4.65833977231,4.65833977231
3,5.46551123987,5.46551123987
4,6.08387656464,6.08387656464
5,6.80490744672,6.80490744672
6,7.70541539739,7.70541539739
7,8.23570162619,8.23570162619
8,8.69169382409,8.69169382409
9,9.02982203013,9.02982203013
10,9.34401481222,9.34401481222
11,9.73585787104,9.73585787104
12,10.1365260632,10.1365260632
13,10.4482233322,10.4482233322
14,10.9034113927,10.9034113927
15,11.0893758123,11.0893758123
16,11.2849551008,11.2849551008
17,11.4953338699,11.4953338699
18,11.7427679305,11.7427679305
19,12.039294703,12.039294703
20,12.1579425641,12.1579425641
21,12.5015563095,12.5015563095
22,12.7591917907,12.7591917907
23,12.9161598957,12.9161598957
24,13.0198195828,13.0198195828
25,13.1614388545,13.1614388545
26,13.450983979,13.450983979
27,13.6376481119,13.6376481119
28,13.8195645072,13.8195645072
29,13.9015697425,13.9015697425
30,13.9593274243,13.9593274243
31,14.1643419871,14.1643419871
32,14.3454371546,14.3454371546
33,14.3936499073,14.3936499073
34,14.4691539151,14.4691539151
35,14.5903728749,14.5903728749
36,14.6814275331,14.6814275331
37,14.7993669951,14.7993669951
38,14.8820268309,14.8820268309
39,14.907345583,14.907345583
40,14.9762402764,14.9762402764
41,15.1610382249,15.1610382249
42,15.2388823162,15.2388823162
43,15.367495967,15.367495967
44,15.4151649611,15.4151649611
45,15.4717505651,15.4717505651
46,15.4808877228,15.4808877228
47,15.5230745865,15.5230745865
48,15.6886684039,15.6886684039
49,15.7725925941,15.7725925941
50,15.8998598874,15.8998598874
51,15.9652528292,15.9652528292
52,16.0144733047,16.0144733047
53,16.05871404,16.05871404
54,16.1467076015,16.1467076015
55,16.2747171589,16.2747171589
56,16.3000042213,16.3000042213
57,16.4083621709,16.4083621709
58,16.5227392905,16.5227392905
59,16.5227392905,16.5227392905
60,16.5336505988,16.5336505988
61,16.639863388,16.639863388
62,16.692440534,16.692440534
63,16.7115483817,16.7115483817
64,16.7427131825,16.7427131825
65,16.7746067729,16.7746067729
66,16.813565758,16.813565758
67,16.9481491244,16.9481491244
68,17.0215033107,17.0215033107
69,17.1004405935,17.1004405935
70,17.1846934899,17.1846934899
71,17.2281806764,17.2281806764
72,17.2504457363,17.2504457363
73,17.2925740648,17.2925740648
74,17.3101526353,17.3101526353
75,17.329819366,17.329819366
76,17.3712824841,17.3712824841
77,17.3846445513,17.3846445513
78,17.3957762299,17.3957762299
79,17.4209334988,17.4209334988
80,17.4360092509,17.4360092509
81,17.4415800674,17.4415800674
82,17.4542370742,17.4542370742
83,17.5571948135,17.5571948135
84,17.5667881352,17.5667881352
85,17.5667881352,17.5667881352
86,17.6932398139,17.6932398139
87,17.7553894215,17.7553894215
88,17.8216508171,17.8216508171
89,17.8705631157,17.8705631157
90,17.8705631157,17.8705631157
91,17.9226444797,17.9226444797
92,17.9532021423,17.9532021423
93,17.9570325331,17.9570325331
94,17.9973653703,17.9973653703
95,18.008545491,18.008545491
96,18.051743378,18.051743378
97,18.0800478382,18.0800478382
98,18.1161534942,18.1161534942
99,18.116956191,18.116956191
100,18.143101143,18.143101143
101,18.1799620416,18.1799620416
102,18.1839289687,18.1839289687
103,18.2566678321,18.2566678321
104,18.2630126612,18.2630126612
105,18.2858804415,18.2858804415
106,18.2865962973,18.2865962973
107,18.3080078991,18.3080078991
108,18.3317366534,18.3317366534
109,18.3320797738,18.3320797738
110,18.3696598356,18.3696598356
111,18.3878419863,18.3878419863
112,18.3965859116,18.3965859116
113,18.4294193152,18.4294193152
114,18.4449452167,18.4449452167
115,18.4495195748,18.4495195748
116,18.480851242,18.480851242
117,18.5069560901,18.5069560901
118,18.5120776037,18.5120776037
119,18.5572665823,18.5572665823
120,18.5739703145,18.5739703145
121,18.5889351362,18.5889351362
122,18.6076935836,18.6076935836
123,18.6956621079,18.6956621079
124,18.700033092,18.700033092
125,18.7074791125,18.7074791125
126,18.7102896887,18.7102896887
127,18.7120790185,18.7120790185
128,18.7184803034,18.7184803034
129,18.7346846068,18.7346846068
130,18.7476795285,18.7476795285
131,18.7676268245,18.7676268245
132,18.783536423,18.783536423
133,18.789563419,18.789563419
134,18.789563419,18.789563419
135,18.789563419,18.789563419
136,18.8023133013,18.8023133013
137,18.8106541605,18.8106541605
138,18.855214773,18.855214773
139,18.8579290007,18.8579290007
140,18.8579290007,18.8579290007
141,18.8678526287,18.8678526287
142,18.8787473627,18.8787473627
143,18.879357008,18.879357008
144,18.8964764952,18.8964764952
145,18.9001563175,18.9001563175
146,18.9026445894,18.9026445894
147,18.9446071718,18.9446071718
148,18.9606873205,18.9606873205
149,18.9643065133,18.9643065133
150,18.9725381307,18.9725381307
151,18.9817249933,18.9817249933
152,18.9817249933,18.9817249933
153,18.9868810594,18.9868810594
154,19.0136126004,19.0136126004
155,19.0338367468,19.0338367468
156,19.0465301726,19.0465301726
157,19.0609550271,19.0609550271
158,19.061460412,19.061460412
159,19.0726538745,19.0726538745
160,19.0726538745,19.0726538745
161,19.0777201039,19.0777201039
162,19.0807012967,19.0807012967
163,19.0983214167,19.0983214167
164,19.1016130115,19.1016130115
165,19.1016130115,19.1016130115
166,19.1192762682,19.1192762682
167,19.1225043168,19.1225043168
168,19.125833852,19.125833852
