Time(Iteration),CAB,LinUCB
0,4.51882888329,5.72551113348
1,9.94515958634,10.985268163
2,15.2574520289,16.2600860021
3,19.8136288682,21.0257628139
4,23.3451476868,24.1331166483
5,27.1788953851,26.5643962889
6,30.0582292421,29.1208267375
7,33.3523862183,31.772479986
8,36.5615105676,33.9415237969
9,39.0154208679,35.7012992799
10,43.2269561952,38.3532523699
11,46.9183937858,40.6527155979
12,50.0245015136,41.8316765333
13,53.070340554,44.0711076309
14,56.1819010924,46.5219372359
15,59.5227099503,48.9711197879
16,61.2433437936,51.180442707
17,64.694765471,52.353343138
18,67.5048021916,52.8166673431
19,69.8635763312,53.3525740324
20,72.2445522041,54.3397623503
21,74.2129018099,55.5627881944
22,78.5947235698,57.4658597929
23,81.6065270695,59.0160366705
24,84.1442501344,59.6194458599
25,85.9407047962,60.3127743425
26,89.218668022,61.1892670896
27,91.1413152411,61.6060352246
28,93.2280006198,62.2602987485
29,95.5203688272,62.8293812884
30,98.3517318168,63.1353148997
31,99.5382762725,63.5069816579
32,101.829370165,64.4687854012
33,103.744956598,64.9550069174
34,105.505461826,65.2096048709
35,107.73359545,65.7174014175
36,109.579948073,66.262340149
37,111.439796192,66.403324241
38,113.732483065,66.7365627006
39,115.529635949,66.9361654916
40,116.829839139,67.5069900037
41,118.790861161,67.9796076622
42,120.5337266,68.3128069899
43,121.951911587,68.5713354472
44,123.976801605,68.9937287515
45,126.04767154,69.2892893675
46,127.763927074,69.751007663
47,129.641473991,69.8420570966
48,132.189043502,70.2725329881
49,133.163161961,70.6542289855
50,134.824341959,70.7868354669
51,136.770614201,71.0760897196
52,138.66404996,71.3283303915
53,139.881748025,71.630750212
54,141.870223442,71.7748972365
55,143.481076155,72.3208324584
56,145.073070422,72.7229638819
57,146.904099181,73.1328428474
58,148.641237837,73.5731050301
59,150.733701492,73.8967235278
60,152.397122265,74.178085741
61,153.700852269,74.365969824
62,154.859248901,74.4661830985
63,157.15840104,74.5470548705
64,158.776108608,74.8282422478
65,159.768465987,74.8502716444
66,160.93119869,75.1152184542
67,162.088505235,75.7718654634
68,163.940287453,76.0682009253
69,165.972623167,76.0920977237
70,167.355662967,76.2458862088
71,168.505585809,76.4080613174
72,169.606452303,76.5046078632
73,171.325888285,76.5878340738
74,172.619213556,76.7124540452
75,174.157302866,76.7606936984
76,175.712802378,76.8053335798
77,177.172972373,77.147565185
78,178.427212216,77.2902580862
79,179.343408445,77.5215791677
80,180.363744254,77.64564543
81,181.790316124,77.7268287486
82,183.876764159,77.8760280293
83,185.594675597,77.916892279
84,186.758863141,78.0827582003
85,188.159932352,78.3237354066
86,189.864823567,78.3275776882
87,191.839191848,78.3356894266
88,192.719782585,78.4742388123
89,194.407212784,78.5702248997
90,195.884972352,78.6893201483
91,197.459352947,78.8367752289
92,198.256266231,78.9789665046
93,199.456571443,79.0805038197
94,201.199765524,79.1804199937
95,202.377906576,79.3363970284
96,203.477880763,79.4632666199
97,205.289677869,79.75399608
98,205.737667212,79.7803348168
99,207.725698195,79.9485834956
100,209.346716721,80.0347404816
101,211.502114544,80.077359507
102,213.822851586,80.1852411457
103,215.891069616,80.2775787486
104,218.160507172,80.3179257084
105,219.490206934,80.5463294597
106,220.484757177,80.6567295373
107,221.773529258,80.874541368
108,223.095124956,80.9153450167
109,224.841790929,80.9525190513
110,226.412446059,80.9888491048
111,227.939802511,81.0767936192
112,228.82879355,81.1372074174
113,230.349686226,81.2211759306
114,231.154367935,81.3367727716
115,232.75644252,81.4069355657
116,233.872571223,81.4330007086
117,235.061884235,81.6383979856
118,236.578824289,81.7452330471
119,238.153690114,81.9768604735
120,239.748265599,82.0787314884
121,240.879764248,82.2638340154
122,242.559508838,82.5330997818
123,244.477059807,82.5974813071
124,246.516493787,82.6092279218
125,248.032537962,82.7081964761
126,249.878605988,82.72204364
127,251.469399867,82.9061780765
128,252.721579081,82.9851240943
129,253.882491928,83.1227198276
130,254.937502572,83.3605518146
131,255.682355329,83.4827096147
132,256.745446301,83.8082748349
133,258.128462177,83.859135126
134,259.083784044,83.9494219806
135,260.483250031,83.9931026534
136,261.938051327,83.9938446757
137,263.063250145,84.1679886437
138,264.161750727,84.2651570559
139,266.684833341,84.3121481636
140,267.776595072,84.3428089836
141,269.317692076,84.4453989879
142,270.371725487,84.4942770219
143,271.670372927,84.5099316926
144,273.934781116,84.7592478087
145,275.287657187,84.8599392529
146,276.562808872,84.9607032675
147,277.628404527,84.9607032675
148,279.795252146,85.0342031061
149,281.576009566,85.2584284244
150,283.174689442,85.3357148346
151,284.413505782,85.3489470427
152,285.773742289,85.4719234669
153,286.622491826,85.5093847266
154,289.091557129,85.6468267254
155,291.392822949,85.8032775007
156,292.793967935,86.0280474353
157,293.500819761,86.1232461506
158,294.963177274,86.2843583604
159,296.201049094,86.3767409703
160,297.689004839,86.4008262301
161,299.201760704,86.5180633883
162,300.541159125,86.5885594555
163,301.665337626,86.9600257856
164,302.78146528,87.0491352307
165,304.624533681,87.1305375545
166,305.435027086,87.2468739001
167,306.805386087,87.2826574068
168,307.857337416,87.3806098647
169,309.583104977,87.4260987885
170,311.260881986,87.5472276798
171,312.384220747,87.6227931986
172,313.119023676,87.6512169381
173,314.355392193,87.7860589953
174,315.557493854,87.8715679241
175,316.771120372,87.9797621517
176,318.17829818,88.1189917905
177,318.946133711,88.269079003
178,320.115714002,88.3684404397
179,321.467573863,88.4541588044
180,323.561292068,88.5006511528
181,324.794169529,88.5166042813
182,326.397948385,88.5559429759
183,327.059922825,88.652623011
184,327.591783718,88.6859355497
185,328.461789528,88.7263823877
186,330.008636734,88.7399856458
187,331.223892672,88.8084016953
188,332.903469914,88.9180133438
189,334.066281763,88.9989041423
190,335.992453661,89.1359535347
191,337.095457085,89.1526500789
192,337.791748778,89.1598177518
193,338.467837799,89.2351765383
194,339.267863222,89.3409302246
195,340.242116592,89.4141554644
196,342.168149241,89.6073438416
197,342.999930734,89.7113164135
198,343.656623723,89.7312383042
199,344.88977399,89.8503933163
200,346.033952148,89.9201668051
201,347.255277142,90.0418952354
202,348.108423492,90.1263873181
203,348.988401487,90.2773877793
204,349.729922688,90.531467935
205,351.441282886,90.6048595408
206,352.431711675,90.6211986167
207,354.466470648,90.8015070159
208,355.33209613,90.8420216073
209,355.91951319,90.8880603046
210,357.74457607,90.9453839081
211,358.714489585,91.000090604
212,359.796499314,91.0250711095
213,360.808600967,91.0389517678
214,362.079665372,91.0609346978
215,363.27461779,91.0821926971
216,364.323406785,91.1489189388
217,365.094950325,91.1698373799
218,366.519610925,91.1935423615
219,367.573332549,91.1952012379
220,368.457176587,91.2455634461
221,369.531487888,91.3025482842
222,370.658729249,91.3326121749
223,371.595167198,91.3721148375
224,372.937648669,91.3866933367
225,374.273905168,91.3866933367
226,375.322982686,91.4521204282
227,376.442950938,91.5241163065
228,378.313005581,91.6232938421
229,379.685044917,91.6813122512
230,380.24531079,91.8458102246
231,381.455005203,91.8912206259
232,382.732141898,92.0016263441
233,384.191263949,92.0383368483
234,385.011950293,92.1187557634
235,386.203006345,92.1758994157
236,387.232904544,92.1950525205
237,387.821307155,92.2629417107
238,388.506582967,92.3512648736
239,389.607036532,92.4436520928
240,390.506187696,92.4740632087
241,391.350762949,92.584207875
242,392.204433861,92.584207875
243,392.967416971,92.6266453537
244,393.958672308,92.6325906893
245,395.088744021,92.6534546238
246,395.881657723,92.7325062179
247,397.196220968,92.7829103824
248,398.329767002,92.7829103824
249,399.211135821,92.8163683972
250,400.647734081,92.9008859151
251,402.115496781,92.9460681294
252,403.412567429,92.9938994446
253,404.48048601,92.9938994446
254,405.628605988,92.9938994446
255,407.665048181,93.0142908044
256,408.842166138,93.0261294626
257,409.683643002,93.070254374
258,410.928450012,93.0807110659
259,412.419499866,93.1750071928
260,414.57992018,93.2585682574
261,415.359333141,93.3465474532
262,416.244610245,93.3786238724
263,417.227853954,93.4410341491
264,418.160400713,93.4723375157
265,419.194620516,93.5131670589
266,420.163197389,93.5785580959
267,421.549498495,93.6232800086
268,422.224552594,93.7000271424
269,423.532764316,93.8548623574
270,424.983998393,94.015950934
271,425.876104927,94.0267895102
272,426.411184853,94.049723715
273,427.374012749,94.1188752634
274,428.512451319,94.136714614
275,429.270786415,94.2950649404
276,430.566135113,94.3981716354
277,431.661995556,94.4101188397
278,432.78476338,94.4335892533
279,433.8066817,94.481894008
280,435.627079012,94.4941962604
281,436.448460742,94.501495351
282,438.490879328,94.5199875299
283,439.22163859,94.5221197833
284,439.915923981,94.5238756901
285,440.762940725,94.5238756901
286,441.514020114,94.5251609923
287,442.340194473,94.6117731408
288,442.947317417,94.6399893765
289,443.570096137,94.6536308899
290,444.257863468,94.7027036767
291,445.210755303,94.7341068427
292,446.569955302,94.8171460368
293,447.615166498,94.8303426497
294,448.569415639,94.8303426497
295,449.209143866,94.8323181945
296,450.172292356,94.885592617
297,451.087026502,94.9342104699
298,451.735966518,94.9941451178
299,452.664962507,95.0335270613
300,453.589571993,95.0543429101
301,454.318131522,95.0734610922
302,455.610329672,95.0756062931
303,456.62549218,95.1187615577
304,458.092143465,95.1893616431
305,459.602523478,95.2248375741
306,460.230415633,95.3600818564
307,460.756571784,95.4770048377
308,461.396723584,95.5071397122
309,462.528437027,95.6047356486
310,463.503067381,95.6491692382
311,464.652812223,95.698151252
312,465.262475989,95.7377091541
313,465.993580828,95.8003565219
314,467.298705928,95.8195761872
315,467.697298876,95.8542629475
316,468.503289326,95.9739623743
317,469.19298964,96.021920386
318,470.229211926,96.0719595591
319,471.31644918,96.0995369285
320,471.954339747,96.133077309
321,472.922356581,96.165005675
322,474.21741559,96.2420871763
323,474.964472951,96.2778782352
324,476.295243705,96.2986582458
325,477.37265334,96.3047525694
326,478.082560525,96.3047525694
327,479.362921376,96.3363438198
328,479.83647651,96.3985820845
329,480.711593675,96.4386752524
330,481.845248318,96.4813965382
331,483.072606529,96.4971739708
332,484.078460494,96.5239995589
333,484.859498283,96.5535403132
334,485.783346,96.5736065093
335,486.52680894,96.6727212676
336,487.931778409,96.6812873209
337,488.979040125,96.7391631138
338,489.824615921,96.8121683663
339,491.008395616,96.8556065417
340,491.845458512,96.877564569
341,492.380033233,97.0347408807
342,493.353448061,97.0523061907
343,493.817038237,97.0603898423
344,494.31709888,97.0885638953
345,495.092469596,97.0891728741
346,495.877902998,97.192035585
347,496.919651313,97.1993201456
348,497.666293253,97.2477052333
349,498.460935425,97.3462675639
350,499.224694195,97.3489140104
351,500.238986447,97.4642108557
352,501.239709164,97.4981440252
353,502.317119477,97.4981440252
354,503.868057144,97.5575503538
355,504.362474845,97.5575503538
356,505.367002269,97.6379906936
357,506.070591158,97.6783916467
358,506.779677683,97.745903739
359,507.964391679,97.7756990135
360,508.52519344,97.8473863864
361,509.12545642,97.8909255815
362,510.293999283,97.8950688553
363,510.991111517,97.9333459859
364,511.872421474,97.9560203435
365,513.147078872,98.0107038291
366,514.263259605,98.0988962357
367,514.819661004,98.1494507816
368,515.676267244,98.1511808199
369,517.032090141,98.2082771855
370,517.764377262,98.2456760851
371,518.411469306,98.2456760851
372,519.992190346,98.2522592233
