Time(Iteration),LinUCBCoTheta,CAB_fullCoTheta,CAB_cbjCoTheta,CAB_originalCoTheta,CAB_cbijCoTheta,,,,,,
0,0.970691278742,0.971903777225,0.971903777225,0.970368745321,0.971903777225,,,,,,
1,0.938271555522,0.940534437404,0.944614985882,0.943673674693,0.941754136454,,,,,,
2,0.911758753721,0.90681732627,0.913340212482,0.922112767372,0.915251186,,,,,,
3,0.89110612189,0.883258816184,0.892739927386,0.902895412562,0.89616142736,,,,,,
4,0.862757504053,0.860154542679,0.865427347806,0.88319220331,0.862348703778,,,,,,
5,0.834597230901,0.837953897539,0.837372794936,0.863043819718,0.838651942288,,,,,,
6,0.815275959551,0.82112714681,0.814827028416,0.835525030969,0.816929983464,,,,,,
7,0.799784813511,0.811060917509,0.790191117729,0.824539532983,0.793645726866,,,,,,
8,0.786435067705,0.788881554086,0.776976948216,0.809188645693,0.783366681885,,,,,,
9,0.776843083798,0.780995374788,0.762778987147,0.793917734809,0.77106167318,,,,,,
10,0.761160920758,0.763121200853,0.733592500948,0.777296808483,0.747674684561,,,,,,
11,0.741214515859,0.746742111409,0.716025500785,0.75196118015,0.726396784186,,,,,,
12,0.708392404167,0.729217286309,0.702152654976,0.730732520298,0.713030869723,,,,,,
13,0.695604292441,0.717782108112,0.688525208225,0.719573841036,0.702675486267,,,,,,
14,0.681358007486,0.695258114009,0.676702638298,0.70664658545,0.682936757959,,,,,,
15,0.670823464129,0.684826315569,0.662649956969,0.699016890553,0.670501471184,,,,,,
16,0.651245506828,0.663230077773,0.648709536257,0.681077202389,0.654841597958,,,,,,
17,0.637295228777,0.648155520885,0.638196820996,0.669354358978,0.641408556364,,,,,,
18,0.620323461483,0.635457764284,0.619278712624,0.654701539485,0.624135060475,,,,,,
19,0.614006694509,0.630119167195,0.608713073838,0.646740994711,0.614885932253,,,,,,
20,0.598672946591,0.620957743163,0.596348669907,0.634205321916,0.601510538997,,,,,,
21,0.587201306486,0.609120831328,0.582007986952,0.620201361484,0.580537008594,,,,,,
22,0.580434565232,0.597991524735,0.572078575491,0.598679841583,0.567918728158,,,,,,
23,0.566568012745,0.588030324737,0.567691789185,0.587928934302,0.556885795103,,,,,,
24,0.559231459879,0.577786072351,0.559811479515,0.5734082669,0.54933184535,,,,,,
25,0.546965870943,0.566792602827,0.544876595765,0.560530652134,0.537420527329,,,,,,
26,0.535600032297,0.552273870175,0.531484483027,0.547558526245,0.523071598524,,,,,,
27,0.526502817699,0.54512107095,0.524409190251,0.541762560127,0.517622521194,,,,,,
28,0.52043216736,0.540331748303,0.515551605385,0.531245558256,0.511697470814,,,,,,
29,0.511704435982,0.532510794618,0.504364936903,0.52718307096,0.501578750517,,,,,,
30,0.505260642871,0.526874461046,0.498296712909,0.522111813723,0.49659191336,,,,,,
31,0.50145475228,0.520343027136,0.490076894091,0.519553217176,0.486148730859,,,,,,
32,0.491329899177,0.511153663834,0.482230675704,0.516674580316,0.477944658333,,,,,,
33,0.490144536238,0.505320747643,0.48066302051,0.513525053914,0.473787640439,,,,,,
34,0.487179640637,0.498226587421,0.474382746962,0.511329893776,0.471384180827,,,,,,
35,0.482473744768,0.492243232889,0.471249342656,0.506236624595,0.467577492675,,,,,,
36,0.479790810553,0.485133250411,0.469257833784,0.500243999775,0.464905470513,,,,,,
37,0.477100251961,0.482467291049,0.460253112754,0.498051122688,0.461057034992,,,,,,
38,0.475017298913,0.477655048389,0.457858191435,0.497173673175,0.458556441863,,,,,,
39,0.469203479861,0.473950770228,0.456085260515,0.491731436875,0.456440132319,,,,,,
40,0.465790194629,0.470657345729,0.453536718487,0.489899241428,0.452160252479,,,,,,
41,0.464107803545,0.46815206357,0.451697285823,0.488909974137,0.449563070537,,,,,,
42,0.463562013016,0.464523028659,0.446059083873,0.483723333137,0.442817881821,,,,,,
43,0.461298536277,0.463788793965,0.444441172963,0.482369810021,0.441205243871,,,,,,
44,0.459754731925,0.462589892487,0.441690120513,0.480542758386,0.439394500289,,,,,,
45,0.453898011319,0.456313070158,0.437296599115,0.474656479648,0.432597213783,,,,,,
46,0.446381933476,0.447279703208,0.434866587352,0.467777946566,0.428499722433,,,,,,
47,0.445289792985,0.444289246036,0.432714381059,0.465739977553,0.425139332944,,,,,,
48,0.438477333625,0.437131169002,0.426299091514,0.458970133431,0.415470593632,,,,,,
49,0.437760112629,0.434614152144,0.42487107994,0.454407191599,0.414266370596,,,,,,
50,0.436414771418,0.43089243312,0.424136102861,0.452708974199,0.412875306708,,,,,,
51,0.435286075289,0.426150505849,0.417570650533,0.44617451421,0.402580597947,,,,,,
52,0.431959503329,0.422541724268,0.416064923521,0.441964635098,0.400752627812,,,,,,
53,0.43024937355,0.418453509219,0.412755715009,0.440797252039,0.395629452117,,,,,,
54,0.426464804892,0.416130309042,0.410683726831,0.435831591973,0.393402828362,,,,,,
55,0.425701722161,0.414389706803,0.409056197805,0.433795762221,0.391089647237,,,,,,
56,0.424487162659,0.412682287762,0.404877587825,0.428224429452,0.38931420282,,,,,,
57,0.423141025406,0.410412686128,0.403873021566,0.427525137181,0.388818886686,,,,,,
58,0.421154013761,0.408503265098,0.402240847362,0.425249195941,0.386302263721,,,,,,
59,0.417651153444,0.405069136493,0.400639311763,0.422825958809,0.382747418249,,,,,,
60,0.415850667901,0.403091479003,0.398560878814,0.420580733314,0.380562755049,,,,,,
61,0.413765445387,0.401075716013,0.397216983226,0.419714815598,0.379338028506,,,,,,
62,0.409458830584,0.398270387213,0.391328033102,0.415727453957,0.374872471938,,,,,,
63,0.406684119546,0.396102060703,0.38908505161,0.410591087585,0.373179570215,,,,,,
64,0.404318634101,0.391651616628,0.386254740248,0.404839559211,0.370706327458,,,,,,
65,0.401935825002,0.391055300827,0.383796037779,0.403021281585,0.367135382177,,,,,,
66,0.399949812925,0.386440827132,0.381179395408,0.401039181207,0.364999692073,,,,,,
67,0.398226391059,0.384511782214,0.379694531142,0.397959848057,0.362996596953,,,,,,
68,0.396901889456,0.380741072484,0.379538881559,0.395806309418,0.362041576736,,,,,,
69,0.396288450698,0.380668683492,0.378831187174,0.394905136566,0.361922364265,,,,,,
70,0.39439611632,0.378228614628,0.377107304367,0.393723202343,0.360337373125,,,,,,
71,0.392709746024,0.376788577182,0.375100815477,0.392439166795,0.356865629141,,,,,,
