Time(Iteration),CAB_original
0,9.06660288212
1,17.6995516652
2,26.4859487117
3,33.2983487147
4,41.2772746988
5,49.3660776136
6,55.4827273174
7,63.5305610894
8,70.6205405755
9,76.686901692
10,84.7126380671
11,92.0691852404
12,98.9297640453
13,105.967778189
14,113.108546164
15,119.920903515
16,127.186504334
17,134.55169634
18,143.34698211
19,149.67307513
20,157.004562867
21,164.083445315
22,170.8173378
23,177.301588021
24,185.092424982
25,191.620500344
26,198.204458358
27,204.51751358
28,212.232288665
29,218.485348692
30,225.418253844
31,231.60969287
32,237.755073384
33,244.90859121
34,250.278195954
35,255.443493458
36,261.080975896
37,267.845867886
38,274.505768896
39,279.355010174
40,285.899223619
41,292.027188861
42,299.433702086
43,306.007326661
44,312.177765827
45,318.691531071
46,326.138337856
47,331.524841292
48,338.276176198
49,343.913872119
50,350.461842061
51,357.887299073
52,364.339683697
53,370.716290155
54,377.404056375
55,384.801772401
56,392.234839105
57,397.860123088
58,404.964390418
59,410.679118236
60,415.452400739
61,421.888073711
62,427.580670606
63,432.086381462
64,438.916818745
65,445.479287973
66,452.011230573
67,458.228610864
68,463.480208061
69,470.521749295
70,477.452254979
71,483.164770922
72,488.991687447
73,494.664210554
74,501.562840916
75,507.008168732
76,513.130930203
77,519.566915856
78,524.641639458
79,530.688647514
80,536.358565267
81,542.784715292
82,547.915797798
83,554.435213023
84,561.948142457
85,567.21615675
86,572.690188255
87,578.803651424
88,585.553931348
89,590.12767939
90,596.010383886
91,602.167016494
92,609.061920229
93,613.956932587
94,620.854120008
95,627.595662575
96,634.336226935
97,637.422480099
98,641.58710732
99,647.319506163
100,652.453632787
101,656.881677884
102,663.469050348
103,668.442874072
104,673.245075836
105,678.376480128
106,683.997888025
107,689.494679803
108,694.341377154
109,700.409681512
110,705.484543718
111,710.575611256
112,715.905064477
113,721.276587373
114,727.928717783
115,733.232240771
116,738.348593248
117,743.374249878
118,750.033693841
119,757.499880054
120,764.115280003
121,770.256691194
122,776.192731874
123,780.056142219
124,784.677640329
125,789.553109009
126,795.765115483
127,800.489162653
128,806.736891415
129,812.529400977
130,818.345930419
131,824.082543827
132,829.693192346
133,835.476383965
134,841.194591633
135,844.916144607
136,850.35657861
137,856.023975156
138,861.96528542
139,866.791990331
140,870.842183269
141,875.863647737
142,882.238540931
143,887.32447637
144,894.504771833
145,899.986334423
146,905.306112729
147,911.820759884
148,916.263159431
149,921.41036228
150,927.504546261
151,933.742655976
152,938.717370151
153,944.576748575
154,951.306742138
155,957.424197893
156,963.757523982
157,968.628043189
158,974.276524732
159,978.973823903
160,985.358756481
161,992.928217859
162,999.091323997
163,1004.90157531
164,1010.61249885
165,1016.64056085
166,1020.5166343
167,1024.59528673
168,1029.92909097
169,1034.44733302
