Time(Iteration),CAB_cbjCoTheta,CAB_originalCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
30,0.528134725088,0.591751536787,0.625154485714,0.617761238446,,,,,,
31,0.523004850822,0.583546477063,0.620291260953,0.611301570673,,,,,,
32,0.519035980804,0.576947079544,0.618457065472,0.607368127778,,,,,,
33,0.507348914332,0.572016490886,0.607622009581,0.60112843903,,,,,,
34,0.50034953348,0.57002120312,0.603564796743,0.599003139247,,,,,,
35,0.493532190295,0.562435013974,0.598932733858,0.592348158182,,,,,,
36,0.486344610801,0.558508780207,0.595164553842,0.585910237627,,,,,,
37,0.484144024462,0.556424977056,0.589332741513,0.582687090627,,,,,,
38,0.477510030785,0.549291276233,0.584981293624,0.57359575923,,,,,,
39,0.47198542144,0.544681013875,0.580923042906,0.56443864626,,,,,,
40,0.467346317598,0.539233803076,0.569734976172,0.558770169904,,,,,,
41,0.465983579773,0.536408131231,0.566379303851,0.555049557367,,,,,,
42,0.463631167118,0.532499516575,0.559700103564,0.552562471721,,,,,,
43,0.46072837479,0.530019103207,0.557978435722,0.549679154999,,,,,,
44,0.454070044859,0.525960596508,0.552298267372,0.54396574991,,,,,,
45,0.452234724245,0.524553927278,0.549994501419,0.542509340337,,,,,,
46,0.448759982832,0.518528171732,0.544559431255,0.53970182356,,,,,,
47,0.443885366859,0.512766223791,0.538243840959,0.532607440992,,,,,,
48,0.439806282215,0.507868101754,0.532947041789,0.529653586571,,,,,,
49,0.434128590748,0.502409562493,0.529803756895,0.527599528816,,,,,,
50,0.43366149026,0.501421468142,0.528742850321,0.526842496849,,,,,,
51,0.430152902727,0.496375967721,0.525248735996,0.522593958411,,,,,,
52,0.428708704529,0.494484607497,0.524672011799,0.521474326471,,,,,,
53,0.427503053072,0.491852621843,0.522736264207,0.51875525849,,,,,,
54,0.426104104245,0.488333281403,0.521408487921,0.513384133858,,,,,,
55,0.419900706479,0.483909427791,0.5189221733,0.509786389484,,,,,,
56,0.417184837073,0.480844524531,0.517057862106,0.507401356678,,,,,,
57,0.412843924091,0.477555317927,0.516331233277,0.504499093497,,,,,,
58,0.409342363101,0.474455787516,0.514638519986,0.498975566996,,,,,,
59,0.408687532747,0.473006468401,0.514042501417,0.498078353743,,,,,,
60,0.40691993626,0.472717578053,0.513815220664,0.497048628513,,,,,,
61,0.405401251277,0.471217544529,0.512900169443,0.495968511931,,,,,,
62,0.404821660334,0.469559808472,0.512749633075,0.494502311746,,,,,,
63,0.403572389104,0.469338144274,0.511154843352,0.49371770526,,,,,,
64,0.398663082769,0.465134068566,0.508082192825,0.492441529854,,,,,,
65,0.392121579281,0.458516571828,0.495687682504,0.484131744414,,,,,,
66,0.390085303724,0.456969421616,0.491230713202,0.482274176626,,,,,,
67,0.387729494921,0.452352753512,0.489727661174,0.4788703544,,,,,,
68,0.384864716394,0.442692318669,0.483653208591,0.476874263843,,,,,,
69,0.384472755412,0.441617802017,0.479593398522,0.473174402261,,,,,,
70,0.382283151637,0.437359279193,0.477525319661,0.467600445104,,,,,,
71,0.380881240178,0.435973984588,0.476146154056,0.466869338425,,,,,,
72,0.379633956069,0.435623019393,0.473906905716,0.465960607922,,,,,,
73,0.377493205726,0.433962058517,0.469305059905,0.46459280725,,,,,,
74,0.373279996228,0.432522158581,0.467056549878,0.464064289814,,,,,,
75,0.371839291231,0.429272942928,0.463719203846,0.45905655246,,,,,,
76,0.370847600473,0.427733848881,0.462798798012,0.458190058817,,,,,,
77,0.366217075786,0.426216388418,0.460157806611,0.457005810673,,,,,,
78,0.360990762882,0.422936265218,0.455232676066,0.453821767687,,,,,,
79,0.359858414939,0.420496129575,0.454549538324,0.452860085903,,,,,,
80,0.359244543861,0.416302095437,0.447902151319,0.448664389823,,,,,,
81,0.358968911573,0.412640769171,0.445803936226,0.445409364115,,,,,,
82,0.357936565122,0.411835974143,0.438899102268,0.444703797108,,,,,,
83,0.352641892975,0.409504521702,0.426603315418,0.442784390426,,,,,,
84,0.350280956031,0.405855350513,0.422939292659,0.436929718167,,,,,,
85,0.347455350211,0.399844475921,0.416979379928,0.431063155901,,,,,,
86,0.346521679708,0.39794407511,0.41616129918,0.427608205391,,,,,,
87,0.34591174817,0.396067521345,0.415861274609,0.427516891855,,,,,,
88,0.344551248658,0.394040550113,0.412993181786,0.426542137774,,,,,,
89,0.340863746228,0.39309650934,0.409153241108,0.42357341404,,,,,,
90,0.339823442343,0.390978765535,0.404400826605,0.422748554285,,,,,,
91,0.33914704022,0.390116945594,0.403832434181,0.421541855443,,,,,,
92,0.337285496451,0.389106069386,0.402357769121,0.420435652781,,,,,,
93,0.33612848962,0.387795506454,0.401680799905,0.419615783128,,,,,,
94,0.334703637166,0.384604733938,0.398689051489,0.416259994311,,,,,,
95,0.332039413054,0.382748019808,0.397305925549,0.414659911656,,,,,,
96,0.331890229474,0.382146754637,0.397217424534,0.414292672746,,,,,,
97,0.328060222503,0.379479211658,0.394181176231,0.412453648836,,,,,,
98,0.326032312852,0.376314796559,0.3921599005,0.40831389874,,,,,,
99,0.323181315779,0.374539972486,0.389724472421,0.405659122546,,,,,,
100,0.322882590508,0.370546821579,0.386182424249,0.403077474556,,,,,,
101,0.32134927314,0.369756266871,0.383182547735,0.398711542379,,,,,,
102,0.320494244411,0.369035962949,0.381950778875,0.397431374622,,,,,,
103,0.313961701903,0.368804606262,0.381122125865,0.397224659798,,,,,,
104,0.312632050606,0.367905251462,0.379447007445,0.396141070339,,,,,,
105,0.312093854448,0.365796948087,0.373630009051,0.391532367419,,,,,,
106,0.310599193717,0.364943962371,0.372944065052,0.39001046298,,,,,,
107,0.307048973102,0.361277640672,0.365100442783,0.38876721059,,,,,,
108,0.305697230877,0.359058542662,0.360288250425,0.387749262698,,,,,,
109,0.304743319529,0.357586317205,0.358304432984,0.386305772336,,,,,,
110,0.303877189851,0.356830182144,0.35693616587,0.386236645649,,,,,,
111,0.303884961572,0.356455040612,0.35633023295,0.385273523644,,,,,,
112,0.300643964713,0.352246677691,0.354131993254,0.381134554536,,,,,,
113,0.299491229006,0.350657616814,0.351921363668,0.379628681815,,,,,,
114,0.298905866028,0.348150697732,0.34873598347,0.377710278443,,,,,,
115,0.297470669071,0.346041746263,0.344960589114,0.374278320138,,,,,,
116,0.296793743099,0.344732156018,0.342686327951,0.373264319159,,,,,,
117,0.295694393653,0.344381385209,0.340012214146,0.372746175311,,,,,,
118,0.295256397536,0.34453443133,0.338269652988,0.372678188436,,,,,,
119,0.293877726283,0.344448237129,0.337779023883,0.371123778865,,,,,,
120,0.292648736395,0.343238387144,0.335241258132,0.370039961812,,,,,,
121,0.291986640839,0.342243516755,0.334528839925,0.368858756526,,,,,,
122,0.291546568189,0.340581265537,0.332964348666,0.367531322915,,,,,,
123,0.291072593082,0.340735856877,0.332416595067,0.367370983718,,,,,,
124,0.289804385584,0.34000440652,0.331247155843,0.367357653911,,,,,,
125,0.288434108466,0.338226606548,0.329566993212,0.362593977105,,,,,,
126,0.288294277485,0.337421836821,0.329748647216,0.361850344193,,,,,,
127,0.286656341894,0.336291620639,0.327971891309,0.36102347058,,,,,,
128,0.285577962063,0.335707740651,0.326578103479,0.360004153507,,,,,,
129,0.285005604173,0.33524165964,0.326114720029,0.359051847833,,,,,,
130,0.283712719577,0.330710356372,0.323960614739,0.354932965944,,,,,,
131,0.281744998045,0.326160428453,0.319507334876,0.349976699842,,,,,,
132,0.28090235905,0.323790530232,0.316852308479,0.348573588321,,,,,,
133,0.278944754305,0.319250160031,0.311667431731,0.34289461657,,,,,,
134,0.278264776275,0.318429742372,0.309678773373,0.342355779108,,,,,,
135,0.276946614058,0.318745350743,0.309904190819,0.341498062373,,,,,,
136,0.276371603921,0.317704317515,0.307851978729,0.338021053405,,,,,,
137,0.276023879804,0.317307938483,0.307401711341,0.337906928529,,,,,,
138,0.275033086926,0.31626458078,0.305760703136,0.336431126312,,,,,,
139,0.272382502539,0.315721062712,0.305226643335,0.335570604758,,,,,,
140,0.272157126658,0.315621393377,0.304891215398,0.33503827943,,,,,,
141,0.271136884455,0.314879632102,0.301407463838,0.334807012574,,,,,,
142,0.268906203092,0.31277437075,0.301102605077,0.333493404689,,,,,,
143,0.268787667906,0.312578912476,0.300498611814,0.333106735711,,,,,,
144,0.267651578614,0.312410009759,0.299593925917,0.332765917517,,,,,,
145,0.26715063561,0.307892832346,0.298149204091,0.326439144721,,,,,,
146,0.266389161569,0.307427331103,0.29747841313,0.325629826856,,,,,,
147,0.264887983648,0.305476851078,0.296749795487,0.324032866458,,,,,,
148,0.262366410539,0.304427818434,0.294472981527,0.322060974031,,,,,,
149,0.261607246954,0.299214473911,0.293057223152,0.32139809222,,,,,,
150,0.260844559773,0.298552706574,0.292614188166,0.320639340126,,,,,,
151,0.260268256873,0.296987720491,0.291751527508,0.319742180882,,,,,,
152,0.259832979831,0.29619131434,0.291312614523,0.318659977742,,,,,,
153,0.258372549704,0.294073379058,0.289638765075,0.317238599659,,,,,,
154,0.255655948134,0.292121526628,0.286965113587,0.314210916308,,,,,,
155,0.254586418244,0.290234581194,0.285903801054,0.312163576072,,,,,,
156,0.25351866834,0.289506398237,0.285379512532,0.31188012077,,,,,,
157,0.251048178002,0.287389296636,0.278146756816,0.310706801675,,,,,,
158,0.251375961655,0.284203642285,0.273568090276,0.307277552232,,,,,,
159,0.251510237757,0.283455027818,0.273432582702,0.306120854355,,,,,,
160,0.249485271154,0.283380927177,0.269753997451,0.301047088799,,,,,,
161,0.248538698401,0.278446791244,0.268587342782,0.296627210041,,,,,,
162,0.247607579956,0.276077653089,0.268123903412,0.295290578349,,,,,,
163,0.246951674371,0.275490971432,0.268014476313,0.294789746364,,,,,,
164,0.245483840395,0.274167364311,0.265254924341,0.292941634114,,,,,,
165,0.245433842126,0.274247605916,0.264992591222,0.29254295318,,,,,,
166,0.244120321479,0.272643355493,0.262748170825,0.289867730566,,,,,,
167,0.242254549862,0.271664464524,0.261940246626,0.289358049012,,,,,,
168,0.240383899728,0.271148234875,0.25699744009,0.28871194616,,,,,,
169,0.24014695259,0.262321222549,0.25670163734,0.288721630545,,,,,,
170,0.239298996383,0.259977871877,0.255098349575,0.288246338258,,,,,,
171,0.238417431337,0.258792629578,0.253853194988,0.287084147941,,,,,,
172,0.237360903274,0.258028504261,0.252356476025,0.286786082912,,,,,,
173,0.236763677741,0.25748720988,0.251848646638,0.286055186507,,,,,,
174,0.235999842136,0.25646817986,0.250879418131,0.284919683355,,,,,,
175,0.235183191985,0.256117331619,0.250333032126,0.2843530679,,,,,,
176,0.234761071326,0.255490828916,0.249728915555,0.283863870338,,,,,,
177,0.234417084474,0.255231226326,0.249458964422,0.283675327588,,,,,,
178,0.233883165128,0.254497429118,0.248665408196,0.283135900842,,,,,,
179,0.233625806781,0.253670973487,0.248628506133,0.282969248422,,,,,,
180,0.233419706157,0.253349412439,0.248522859497,0.281946351577,,,,,,
181,0.2321243846,0.252977482416,0.247621069029,0.280718546168,,,,,,
182,0.231169213911,0.251491866454,0.246924654332,0.280027348214,,,,,,
183,0.228035019832,0.248417155844,0.241169217999,0.279522436263,,,,,,
184,0.228138114725,0.247734257242,0.24108063299,0.274857066526,,,,,,
185,0.22805503123,0.247478200962,0.240738947577,0.274156875233,,,,,,
186,0.227593514027,0.24777244115,0.240396917002,0.27407776428,,,,,,
187,0.226396222302,0.247019596449,0.239109191957,0.272941877579,,,,,,
188,0.226116543497,0.247215760386,0.239033131664,0.272520273599,,,,,,
189,0.226061640747,0.247145555807,0.23898807803,0.272585648822,,,,,,
190,0.225646643061,0.245538405093,0.238396730984,0.27156684786,,,,,,
191,0.225528331002,0.244792605828,0.237862824749,0.270771978417,,,,,,
192,0.22400378518,0.243925484509,0.236513849663,0.270076458669,,,,,,
193,0.222235974824,0.241323213,0.233321662456,0.268072823394,,,,,,
194,0.221444681043,0.240329283909,0.232579539981,0.2679235602,,,,,,
195,0.221064660316,0.24036346166,0.232679754523,0.267544440207,,,,,,
196,0.220321395895,0.240286091421,0.232301605306,0.267393372966,,,,,,
197,0.220022166968,0.239909478164,0.232093226052,0.267613158825,,,,,,
198,0.219389741088,0.239211363818,0.231122561866,0.266630787109,,,,,,
199,0.219227935949,0.238974952303,0.231042608133,0.266018982336,,,,,,
