Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
0,6.8719731207,8.95413067684,8.95413067684,8.86292060679,8.95413067684,8.95413067684
1,11.6664832158,13.2647165414,11.7669422081,12.9539962424,13.5751308135,13.4140053922
2,16.1717418464,17.7319029374,15.9932142345,18.7294773504,17.7263438818,17.243839092
3,19.7805767625,21.0689948866,16.9942311272,22.7504877227,20.7812552879,20.5259414862
4,22.6324233075,24.1525787561,17.8014083811,27.1768718361,23.0293950809,23.0557249815
5,25.4150836012,26.3883910789,18.6634802337,29.7643192494,24.6040018948,24.53210835
6,28.0964637412,28.2911921785,19.485669332,32.4274182371,26.0023343323,26.1341653274
7,29.5608359483,30.021065591,20.4913563707,34.0720564382,27.1821180008,27.5958635476
8,30.5108956292,31.4063092359,21.0215473477,35.794125183,28.3863078249,29.0516044633
9,32.0072087211,33.1294261149,21.8160033601,37.9947382807,29.6495826428,30.5577221314
10,33.1039725356,34.2894561566,22.2241162007,39.757396078,30.2297212729,31.2583851315
11,33.925736137,35.0201814628,22.7262498419,41.0279194498,30.7201741743,31.8395006308
12,34.9464597155,35.9078106739,23.4051563628,42.2494241782,31.539723294,32.528424711
13,35.8323657144,36.3709743312,23.8752723786,42.7823914985,32.1014820682,33.1634674688
14,36.5768815608,36.9453173036,24.3055642098,43.4918288773,32.4734939054,33.6232793666
15,37.3234727699,37.6500235279,24.4998727455,43.910735985,32.8745337299,34.11631262
16,37.7450949091,38.1105407256,24.9571285437,44.5181790961,33.4291109276,34.6865560923
17,38.7476003034,38.8116889721,25.4853850052,45.0821629257,34.1867536465,35.7816705763
18,39.1742799455,39.3803120347,25.776888112,45.8108097942,34.5538057082,36.0408115744
19,39.557443959,39.9173787104,25.976176751,46.3592385604,34.8537418031,36.4889413337
20,39.8828177236,40.4968431282,26.3314850568,47.0697655428,35.1629802948,37.0472429005
21,40.4327702846,40.8105425296,26.6144489752,47.6642925221,35.62653091,37.4317827517
22,40.8759817894,41.3172186339,26.8177711499,48.5012198241,35.9073761919,37.7909145311
23,41.2582910302,41.7882614495,27.0581631663,48.9140400045,36.2688100805,38.0852950435
24,41.3251640886,42.0632913226,27.1269500076,49.6271804126,36.3894938933,38.1556638277
25,41.4827696791,42.2569615385,27.1691840532,49.8861047877,36.5183638572,38.2182631438
26,42.1610936589,42.6467981996,27.311297417,50.5065154254,36.9472737826,38.3872036082
27,42.2793675631,43.026822904,27.5106811416,50.6735462083,37.0929816536,38.5159169976
28,42.629790871,43.1454646324,27.6609641125,51.0112934593,37.2534818438,38.699883076
29,42.8503052544,43.332787885,27.9098542342,51.2328782398,37.4553224254,38.8664782166
30,43.4811832797,43.9184496135,28.2721910388,51.6720210057,37.8234943757,39.2321402273
31,43.5512836831,43.9885500169,28.3422914422,51.7732953359,37.85500635,39.2636522016
