Time(Iteration),CAB,LinUCB
0,1.97861866811,1.97861866811
1,3.70539801641,3.70539801641
2,5.30042963943,5.30042963943
3,6.66478324069,6.66478324069
4,9.06391762237,9.06391762237
5,10.6143390444,10.6143390444
6,11.9323323966,11.9323323966
7,13.8300396968,13.8300396968
8,15.4249658467,15.4249658467
9,16.8592889705,16.8592889705
10,17.869532198,17.869532198
11,18.8733343181,18.8733343181
12,20.1872623311,20.1872623311
13,21.1696669738,21.1696669738
14,22.2637035219,22.2637035219
15,23.0988333602,23.0988333602
16,24.2250164139,24.2250164139
17,25.237488894,25.237488894
18,25.8565927675,25.8565927675
19,26.4090494919,26.4090494919
20,27.4187878461,27.4187878461
21,27.890894508,27.890894508
22,28.8775740935,28.8775740935
23,29.6929064144,29.6929064144
24,30.362225042,30.362225042
25,31.1018611314,31.1018611314
26,31.9086382408,31.9086382408
27,32.3611693103,32.3611693103
28,32.8419496877,32.8419496877
29,33.3733211981,33.3733211981
30,33.9502826883,33.9502826883
31,34.3807608511,34.3807608511
32,34.7973438663,34.7973438663
33,35.1728551644,35.1728551644
34,35.8902202585,35.8902202585
35,36.3471257481,36.3471257481
36,36.8890166709,36.8890166709
37,37.1546217497,37.1546217497
38,37.3668223832,37.3668223832
39,37.5210390742,37.5210390742
40,37.8562598328,37.8562598328
41,37.9814957705,37.9814957705
42,38.2817364623,38.2817364623
43,38.7796049471,38.7796049471
44,39.1214754814,39.1214754814
45,39.880310811,39.880310811
46,40.2386089658,40.2386089658
47,40.8055120736,40.8055120736
48,41.0596383066,41.0596383066
49,41.3515387252,41.3515387252
50,41.5039737497,41.5039737497
51,41.7575480865,41.7575480865
52,41.9160892774,41.9160892774
53,42.0730288801,42.0730288801
54,42.362520103,42.362520103
55,42.7016947537,42.7016947537
56,42.9725873669,42.9725873669
57,43.1046275624,43.1046275624
58,43.3483842339,43.3483842339
59,43.4417581675,43.4417581675
60,43.7002479153,43.7002479153
61,43.8977714999,43.8977714999
62,44.071927152,44.071927152
63,44.4642955348,44.4642955348
64,44.7335095607,44.7335095607
65,44.9681411382,44.9681411382
66,45.2462299696,45.2462299696
67,45.4424870925,45.4424870925
68,45.6869069393,45.6869069393
69,45.7360785956,45.7360785956
70,46.0198420847,46.0198420847
71,46.1639448018,46.1639448018
72,46.293393848,46.293393848
