Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.969242367515,0.962693962167,0.962693962167,0.963169213157,,,,,,
1,0.94883422457,0.937540115967,0.928552441552,0.938381484397,,,,,,
2,0.922892842117,0.912407227992,0.895296709355,0.912474852325,,,,,,
3,0.89197456668,0.892138624345,0.880855929695,0.894501109159,,,,,,
4,0.865885910043,0.866391627805,0.856632057894,0.876547071362,,,,,,
5,0.840540746156,0.847411807666,0.826564213108,0.846377253038,,,,,,
6,0.821461291352,0.828599677699,0.81040681152,0.830681101112,,,,,,
7,0.796280084999,0.807252079717,0.788241443492,0.812174867668,,,,,,
8,0.780297362267,0.791274260362,0.777304290983,0.792788309372,,,,,,
9,0.765431834355,0.767703005415,0.761047394912,0.769557645256,,,,,,
10,0.749822575774,0.750825926508,0.745764377179,0.754232569807,,,,,,
11,0.735941192002,0.732454074059,0.722752449866,0.730255251003,,,,,,
12,0.719529232561,0.715642318016,0.708473091435,0.715062979617,,,,,,
13,0.704644538108,0.706686063211,0.69917546058,0.701819763084,,,,,,
14,0.691942061986,0.689989260257,0.683658223213,0.68554500878,,,,,,
15,0.681720483359,0.676235136892,0.674030479217,0.66930711338,,,,,,
16,0.671605022927,0.65942202751,0.663060842683,0.652257471237,,,,,,
17,0.660899492768,0.65058538583,0.650754357476,0.643565230555,,,,,,
18,0.649585596623,0.641663341802,0.638737354762,0.627834790938,,,,,,
19,0.639839772575,0.63696954426,0.63523871711,0.621358718229,,,,,,
20,0.632342636957,0.632447161282,0.627893836962,0.614151588335,,,,,,
21,0.621347368459,0.622119455762,0.621401956375,0.604615504941,,,,,,
22,0.61456057027,0.610072622274,0.612598511368,0.587189716554,,,,,,
23,0.607107578496,0.600763824395,0.598561809069,0.578996862144,,,,,,
24,0.600095246846,0.593036239161,0.590901483181,0.573038894722,,,,,,
25,0.595685961346,0.586519686763,0.585785792197,0.562902816405,,,,,,
26,0.586778022141,0.579625422704,0.577733007689,0.557871735223,,,,,,
27,0.57132651828,0.571023575892,0.569577399713,0.548289732501,,,,,,
28,0.566164332098,0.563558771252,0.558321707729,0.541309256148,,,,,,
29,0.56095002449,0.556774002766,0.547827357408,0.534311835648,,,,,,
30,0.555610988485,0.552160091564,0.53932205189,0.530511622954,,,,,,
31,0.54670072285,0.542114500399,0.529836348213,0.527011456426,,,,,,
32,0.540865987516,0.539443641811,0.526250777758,0.520657406987,,,,,,
33,0.53519984352,0.533431259547,0.520340788655,0.518447913701,,,,,,
