Time(Iteration),CAB_idealNew,CAB_original,CAB_optimal,LinUCB
79,54.1927543489,58.4912817305,35.0626742612,56.5165632265
80,54.2038906908,58.5024180724,35.0999879576,56.5425741803
81,54.2457212624,58.6253000121,35.1644809814,56.7212980986
82,54.2548289028,58.6344076525,35.1735886218,56.8929401419
83,54.3251383066,58.7643951288,35.2375557949,57.0736359236
84,54.3670946805,58.8092801794,35.3826841092,57.0914234158
85,54.4330045092,58.8641440324,35.505360865,57.3677043448
86,54.527837974,58.998166293,35.6001943298,57.553362483
87,54.527837974,59.0154013602,35.617429397,57.553362483
88,54.5306018061,59.0367797618,35.6303729714,57.620212445
89,54.596525018,59.1153489806,35.7163689552,57.8071126443
90,54.6098440623,59.1153489806,35.7163689552,57.8204316886
91,54.6750726032,59.1818110155,35.7177337336,57.8856602295
92,54.8214406594,59.2934172448,35.783683909,57.9704432833
93,54.8330319015,59.336740099,35.8228488158,57.9820345254
94,55.0593879175,59.4578023915,35.9334476636,58.2083905413
95,55.0976751303,59.5643604569,35.9693702803,58.4190122483
96,55.2263715345,59.7543164903,36.1240408112,58.5722867129
97,55.3199460216,59.9169663324,36.2139493717,58.7314210823
98,55.3203861582,59.9538851121,36.2143895083,58.750272703
99,55.3505765756,60.1332207987,36.2745584949,58.7772332961
100,55.3779039406,60.178204662,36.3018858599,58.7866216798
101,55.3779039406,60.1976304387,36.328242225,58.7955334207
102,55.4686279401,60.2301817815,36.3478714733,58.8668288144
103,55.4946117798,60.2705921686,36.3963274768,58.8812113894
104,55.5177167189,60.2901757453,36.4159110535,59.0041383185
105,55.5989178486,60.364055748,36.4909099269,59.0720557912
106,55.5989178486,60.4592943276,36.4909099269,59.2897365824
107,55.6211118902,60.5761468,36.5131039685,59.3244497741
108,55.6449759442,60.6382128744,36.5297719524,59.4919545008
109,55.6869950149,60.7160284616,36.5926385311,59.5339735715
110,55.699772444,60.804052425,36.6054159602,59.5351058802
111,55.7051704448,60.8280058892,36.6293694244,59.5737388647
112,55.7528839144,60.8857848393,36.6831016862,59.6029934465
113,55.7948049333,60.9058600971,36.7015371604,59.7226021558
114,55.7948049333,60.9204571968,36.7687428107,59.8049214575
115,55.8196626043,60.9798059302,36.8032338733,59.8543285087
116,55.8535459616,61.0136892876,36.8757872197,59.9063276441
117,55.8535459616,61.0172682939,36.8757872197,59.9063276441
118,55.8707810239,61.0505099905,36.893022282,60.0248200196
119,55.8806080692,61.1070565841,36.8937368413,60.0290655195
120,55.8945459743,61.1070565841,36.9686312193,60.0430034246
121,55.9017214127,61.1195079612,36.9810825965,60.0765928195
122,55.9139260624,61.1549689121,37.0165435473,60.0887974692
123,55.9365416719,61.2940227057,37.0391591569,60.1114130787
124,56.0107762304,61.3692224491,37.0925368476,60.1866128221
125,56.0274704756,61.3969242532,37.1092310928,60.2780126286
126,56.0435355814,61.4943569173,37.1692334802,60.445656597
127,56.0658460301,61.5216317128,37.191543929,60.5157691098
128,56.0658460301,61.5216317128,37.191543929,60.5157691098
129,56.0716035766,61.5273892593,37.2346364079,60.5638103771
130,56.1039439157,61.5965837528,37.2484458346,60.5738114326
131,56.1400525737,61.6254135999,37.2845544926,60.6323317147
132,56.1408984848,61.7511673656,37.2854004037,60.6404898742
133,56.1681967772,61.8666575199,37.3049728629,60.6677881666
134,56.1681967772,62.0094142666,37.3049728629,60.8105449133
135,56.3050117239,62.0587086739,37.3389183173,60.9320109071
136,56.3050117239,62.0887111027,37.3389183173,60.965159968
137,56.3394163856,62.2216194336,37.3605812986,61.1648679623
138,56.3774519946,62.2554937637,37.3813840797,61.2436122571
139,56.4140800083,62.289456092,37.4490525915,61.3056285349
140,56.4623407183,62.3420317541,37.5301277869,61.3786840767
141,56.5006665456,62.3644784133,37.5328141634,61.503922043
142,56.5250263974,62.68744654,37.5330251435,61.503922043
143,56.5338714917,62.769740782,37.5340132735,61.5678720142
144,56.5609804268,62.8232823082,37.5611222085,61.6885955177
145,56.6152319356,62.8366977818,37.5745376821,61.8513667648
146,56.6152319356,62.8366977818,37.5745376821,61.8513667648
147,56.6152319356,62.8476929788,37.6212001425,61.8976679603
148,56.632344765,62.9754379136,37.6342786638,61.9585860746
149,56.6678798035,63.0626315171,37.6399819146,61.988863762
150,56.6678798035,63.0626315171,37.6399819146,62.1015328268
151,56.7016951921,63.0964469057,37.6399819146,62.1015328268
152,56.7080102068,63.1628542376,37.641272549,62.1851543123
153,56.7080102068,63.1664228056,37.641272549,62.242987319
154,56.7080102068,63.1689338748,37.6437836182,62.242987319
155,56.7569904173,63.3361493686,37.6961857017,62.2795494252
156,56.7888068628,63.5066036462,37.8186337372,62.4247300509
157,56.8086886591,63.5264854426,37.8353773889,62.4446118472
158,56.8086886591,63.5264854426,37.8353773889,62.4854195024
159,56.8252212857,63.5430180692,37.891163215,62.4939164558
160,56.8304786896,63.5673689701,37.9017296663,62.5182673567
161,56.8376953845,63.574585665,37.9089463612,62.5809033701
162,56.8377721152,63.5746623957,37.9090230918,62.6320190405
163,56.8601730148,63.6359904172,37.9314239915,62.7482777689
164,56.8720226485,63.6819498499,37.9314239915,62.7482777689
165,56.8878903565,63.6978175579,37.9801843358,62.7641454769
166,56.9300097967,63.7887324666,37.9834978846,62.8129409453
167,56.9366203046,63.7953429745,38.0200536123,62.8806976863
168,56.9457265976,63.8044492675,38.0291599053,62.8991189653
169,56.9457265976,63.8255046634,38.0291599053,62.8991189653
170,57.0565673394,63.8407348476,38.0320651883,62.9548290607
171,57.0565673394,63.883286119,38.0332128521,62.9973803321
172,57.0988730159,63.9254346234,38.0755185286,63.0212102805
173,57.1171166414,63.9789316669,38.144654475,63.0616355638
174,57.144175351,64.0059903764,38.1693785924,63.0886942733
175,57.203782458,64.0611893909,38.1693785924,63.2643834075
176,57.2040324987,64.0614394316,38.1696286331,63.3363027891
177,57.2072870128,64.0741369367,38.1728831472,63.3395573032
178,57.2081180413,64.0806048732,38.1785200551,63.3672502019
179,57.2172297126,64.0897165445,38.1876317265,63.4321961263
180,57.2240502856,64.1870951122,38.1947172206,63.5295746941
181,57.2244803861,64.1875252127,38.195147321,63.6256537241
182,57.2440018392,64.1875252127,38.2043165147,63.6750802622
183,57.2440018392,64.1875252127,38.2043165147,63.6750802622
184,57.2535669051,64.1905995231,38.2073908252,63.6815710176
185,57.2535669051,64.2509695871,38.2073908252,63.7347545884
186,57.2794742734,64.2599731918,38.2073908252,63.7366718762
187,57.2850806192,64.26981299,38.2073908252,63.7422782219
188,57.3622573001,64.2942610106,38.2318388457,63.7625888065
189,57.3785578283,64.326718929,38.2318388457,63.7777233356
190,57.3785578283,64.326718929,38.2318388457,63.7777233356
191,57.4255336832,64.326718929,38.2318388457,63.8442402648
192,57.4532105999,64.3543958456,38.2595157624,63.8442402648
193,57.4811335537,64.382928851,38.2595157624,63.8455521215
194,57.498891899,64.3962797609,38.2772741076,63.9043907469
195,57.5141799844,64.4115678463,38.3145013287,63.9196788323
196,57.5173842948,64.4594064477,38.3215218438,63.963701229
197,57.5263934689,64.4833543169,38.3215218438,63.9692515244
198,57.5389883508,64.4951240485,38.327818555,63.9873194267
199,57.5389883508,64.4951240485,38.3297558681,64.0116651834
