Time(Iteration),CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.983115343756,0.977790688899,,,,,,
1,0.933885161836,0.941745872069,,,,,,
2,0.917381176612,0.914133534459,,,,,,
3,0.899404944881,0.89526859685,,,,,,
4,0.881269913965,0.879313744376,,,,,,
5,0.858978635966,0.86602066803,,,,,,
6,0.84335058479,0.856243844659,,,,,,
7,0.820455887671,0.83389378436,,,,,,
8,0.80925812693,0.819017524775,,,,,,
9,0.794849221604,0.794168518411,,,,,,
10,0.784425553082,0.773209708605,,,,,,
11,0.768256619629,0.755315121437,,,,,,
12,0.756462542398,0.734298363174,,,,,,
13,0.741710559922,0.719755894809,,,,,,
14,0.724997657158,0.690955326006,,,,,,
15,0.706921002006,0.670256988669,,,,,,
16,0.698919632637,0.65374215993,,,,,,
17,0.68795111217,0.635665507947,,,,,,
18,0.677612002808,0.633762739655,,,,,,
19,0.660014730134,0.62748046362,,,,,,
20,0.649257606071,0.618589682522,,,,,,
21,0.639710550443,0.595301904724,,,,,,
22,0.635589411832,0.592154554442,,,,,,
23,0.630363288632,0.582552265747,,,,,,
24,0.610289437761,0.562076082562,,,,,,
25,0.600134112453,0.548785708016,,,,,,
26,0.597141342119,0.535405467409,,,,,,
27,0.594603559401,0.531923237441,,,,,,
28,0.589979772972,0.529983172497,,,,,,
29,0.57676414867,0.518504205252,,,,,,
30,0.567775527467,0.51270371722,,,,,,
31,0.563268471538,0.505461679632,,,,,,
32,0.560697617689,0.494788419694,,,,,,
33,0.557127979831,0.489926699442,,,,,,
34,0.554932297352,0.486609688239,,,,,,
35,0.548750047214,0.479886250447,,,,,,
36,0.547132562709,0.476913308058,,,,,,
37,0.541380145016,0.474180710585,,,,,,
38,0.538318353244,0.456079383357,,,,,,
39,0.531810833885,0.446283556587,,,,,,
40,0.526243421505,0.444905568205,,,,,,
41,0.511955665367,0.444121862462,,,,,,
42,0.499653062206,0.439226018318,,,,,,
43,0.491810453628,0.436642612237,,,,,,
44,0.49104446719,0.435587505001,,,,,,
45,0.487806608621,0.430427056595,,,,,,
46,0.485952805957,0.427401217,,,,,,
47,0.482815530779,0.422670677652,,,,,,
48,0.478484624039,0.418336713493,,,,,,
49,0.472580643346,0.415074419567,,,,,,
50,0.47073936777,0.408630162697,,,,,,
51,0.469231523639,0.406175884702,,,,,,
52,0.465345805584,0.406014928537,,,,,,
53,0.464120830027,0.404385943902,,,,,,
54,0.463901037769,0.401858399031,,,,,,
55,0.462829358085,0.399500920395,,,,,,
56,0.460903661546,0.39874470413,,,,,,
57,0.455269836301,0.388914735972,,,,,,
58,0.44861931107,0.386932051072,,,,,,
59,0.442122736238,0.386860209988,,,,,,
60,0.43334292631,0.386033407646,,,,,,
61,0.432413998162,0.384649240405,,,,,,
62,0.430732921959,0.382716626636,,,,,,
63,0.428714240132,0.380336567003,,,,,,
64,0.425397613152,0.379083288347,,,,,,
65,0.424310773991,0.377661767378,,,,,,
66,0.420108890788,0.374284398318,,,,,,
67,0.416560034247,0.373755062295,,,,,,
