Time(Iteration),CABCoTheta,CAB_originalCoTheta,,,,,,
0,0.988657315874,0.97590506442,,,,,,
1,0.980176783422,0.947969019896,,,,,,
2,0.955059229018,0.935444700738,,,,,,
3,0.945622242013,0.918250750249,,,,,,
4,0.916205510547,0.886751162884,,,,,,
5,0.905682068115,0.876903166098,,,,,,
6,0.882348943664,0.863680368989,,,,,,
7,0.852050261251,0.85081880686,,,,,,
8,0.832145982778,0.83509874358,,,,,,
9,0.816245233241,0.818138522379,,,,,,
10,0.804810076388,0.800434306001,,,,,,
11,0.774336484534,0.775276750271,,,,,,
12,0.755287305564,0.757719584538,,,,,,
13,0.732241884295,0.731307619707,,,,,,
14,0.727735226273,0.721976010415,,,,,,
15,0.719918828584,0.717602967092,,,,,,
16,0.71130825481,0.708334111065,,,,,,
17,0.695709654548,0.692578732706,,,,,,
18,0.679768714306,0.675862491947,,,,,,
19,0.66893797503,0.663946096396,,,,,,
20,0.661009421927,0.657645884918,,,,,,
21,0.646522850304,0.632717338938,,,,,,
22,0.643943452224,0.62245724337,,,,,,
23,0.636632087678,0.617352316976,,,,,,
24,0.633733180881,0.611907666197,,,,,,
25,0.624666159512,0.605061674004,,,,,,
26,0.606602194843,0.591532127746,,,,,,
27,0.600129433242,0.586010112179,,,,,,
28,0.595589325242,0.584329220319,,,,,,
29,0.579725603845,0.581268943706,,,,,,
30,0.572339661249,0.577821645156,,,,,,
31,0.560909720375,0.575395818033,,,,,,
32,0.553536209583,0.563877046033,,,,,,
33,0.541932888149,0.55554008988,,,,,,
34,0.535492634445,0.548686059923,,,,,,
35,0.532995967581,0.542355992369,,,,,,
36,0.529057364834,0.537691768477,,,,,,
37,0.524661320078,0.536840460065,,,,,,
38,0.52387571914,0.534645241115,,,,,,
39,0.522882929215,0.533598626313,,,,,,
40,0.519992668106,0.52921379165,,,,,,
41,0.512514127185,0.51955456507,,,,,,
42,0.505733434734,0.513113769366,,,,,,
43,0.504138314536,0.511396256494,,,,,,
44,0.500082626886,0.509217359908,,,,,,
45,0.498519033867,0.508345924638,,,,,,
46,0.496396968348,0.506988724491,,,,,,
47,0.495435472742,0.505207515162,,,,,,
48,0.49327131347,0.502463515595,,,,,,
49,0.492571903599,0.500362545339,,,,,,
50,0.49010853733,0.499412150696,,,,,,
51,0.489196688087,0.498852394384,,,,,,
52,0.488072699676,0.497845302883,,,,,,
53,0.486168912259,0.496310220098,,,,,,
54,0.483197793362,0.492953493533,,,,,,
55,0.479064151467,0.489749056373,,,,,,
56,0.47402190382,0.487501965956,,,,,,
57,0.472135294242,0.485967341556,,,,,,
58,0.468852075304,0.483168871187,,,,,,
59,0.466872935226,0.481745489175,,,,,,
60,0.466680602897,0.479221155326,,,,,,
61,0.462588131937,0.473634981995,,,,,,
62,0.460963446609,0.473111420207,,,,,,
63,0.460298137882,0.472241863696,,,,,,
64,0.456900809253,0.467740512791,,,,,,
65,0.455868046505,0.466736741695,,,,,,
66,0.453018123271,0.460415234232,,,,,,
67,0.450414789489,0.458926129368,,,,,,
68,0.449720030932,0.458041244547,,,,,,
69,0.443408687275,0.454595389314,,,,,,
70,0.442876889988,0.45379842778,,,,,,
71,0.440075807619,0.450499239962,,,,,,
72,0.439567130541,0.449547770262,,,,,,
73,0.437664969757,0.447355696888,,,,,,
74,0.435554490513,0.446341464938,,,,,,
