Time(Iteration),LinUCB
0,1.92603205079
1,3.34993471706
2,4.50450842004
3,6.15861478244
4,7.40450076487
5,8.48087784905
6,9.64838765809
7,10.6609633155
8,11.8501539841
9,12.7187378989
10,13.3316789431
11,14.0873996956
12,15.2046373193
13,16.1568703666
14,17.1472857825
15,18.028332938
16,18.749396812
17,19.5032179396
18,20.1100277588
19,20.7932964601
20,21.3057661685
21,21.8739050308
22,22.4548803762
23,22.8863834683
24,23.1477422933
25,23.5041422456
26,23.9243303398
27,24.1906206736
28,24.3781219636
29,24.8201306227
30,25.0978154832
31,25.4006133995
32,25.6541375676
33,26.0225544783
34,26.4015178366
35,26.6595113745
36,26.9633863426
37,27.3360731808
38,27.5480258441
39,27.7976617428
40,27.9216230792
41,28.1034998594
42,28.3001588082
43,28.4359406032
44,28.491324486
45,28.7323253076
46,28.8223316488
47,29.0495956136
48,29.1599758947
49,29.3549936893
50,29.5974404399
51,29.7212900404
52,29.8363408017
53,30.0084321509
54,30.1829825509
55,30.3668424446
56,30.553539556
57,30.7270188841
58,30.8662671597
59,30.9899086909
60,31.1260683204
61,31.1350985503
62,31.2365379402
63,31.304299907
64,31.388019993
65,31.4878971505
66,31.557095876
67,31.7385424506
68,31.7997594356
69,31.9192783002
70,32.0323349355
71,32.0979950421
72,32.1718454617
73,32.258720261
74,32.3115269169
75,32.478253892
76,32.5566935851
77,32.6528926412
78,32.746043815
79,32.8138801208
80,32.9029326037
81,32.97333164
82,33.1339145543
83,33.1736107518
84,33.231968218
85,33.2892971135
86,33.3045614224
87,33.3656252567
88,33.459366979
89,33.5102712008
90,33.5609343931
91,33.6039340371
92,33.6635717426
93,33.7327785179
94,33.7898785208
95,33.8384967515
96,33.9659740703
97,34.004178788
98,34.0719488887
99,34.1712648039
100,34.2130338642
101,34.2464732987
102,34.3005539975
103,34.3738376024
104,34.4692780116
105,34.594015843
106,34.689522505
107,34.7739136378
108,34.8328003787
109,34.9048431398
110,34.9779061321
111,35.0492231593
112,35.1843422673
113,35.2226198373
114,35.2672222902
115,35.3689827601
116,35.3980642681
117,35.4525653122
118,35.5388354628
119,35.5852471353
120,35.6230150828
121,35.6734602971
122,35.7037413157
123,35.7658009175
124,35.7873697802
125,35.8499011465
126,35.870418873
127,35.94060598
128,36.0037296992
129,36.0058658765
130,36.0772670774
131,36.1259218655
132,36.1502752529
133,36.1785468599
134,36.1873513446
135,36.2462556571
136,36.3028579726
137,36.3205541017
138,36.426260851
139,36.5150428
140,36.5916558213
141,36.6452502938
142,36.6903433621
143,36.7831552288
144,36.8213341121
145,36.8770320591
146,36.9242974744
147,36.9618043563
148,37.0022279096
149,37.0788270847
150,37.1230134535
151,37.2151380024
152,37.2705352072
153,37.2969068776
154,37.3222730036
155,37.3344860375
156,37.3832780263
157,37.4467705055
158,37.5040836959
159,37.5207360182
160,37.6024730436
161,37.6467335309
162,37.6730663518
163,37.7574426357
