Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,,,,,,
0,0.970795340192,0.97496451827,,,,,,
1,0.92762585793,0.931133387333,,,,,,
2,0.905566179097,0.904662719265,,,,,,
3,0.883763526989,0.878157609291,,,,,,
4,0.85977721799,0.850377393519,,,,,,
5,0.836440660142,0.822759830744,,,,,,
6,0.818758346423,0.791867878106,,,,,,
7,0.801098221091,0.777727419335,,,,,,
8,0.781876949875,0.769479890246,,,,,,
9,0.76503545902,0.754174399559,,,,,,
10,0.74997441789,0.736527746051,,,,,,
11,0.740256561496,0.72542730802,,,,,,
12,0.730106477348,0.712917987459,,,,,,
13,0.719693769719,0.70077871673,,,,,,
14,0.698073364101,0.68066635077,,,,,,
15,0.684186094018,0.666800492354,,,,,,
16,0.67150686471,0.654051725468,,,,,,
17,0.656696297442,0.644733739299,,,,,,
18,0.645282229477,0.635948361884,,,,,,
19,0.637732979632,0.628116735225,,,,,,
20,0.624645479356,0.617411503416,,,,,,
21,0.620490645122,0.614911833518,,,,,,
22,0.613035632582,0.607716061674,,,,,,
23,0.607334861061,0.60199808646,,,,,,
24,0.602063302532,0.597372996189,,,,,,
25,0.592403554995,0.589395600259,,,,,,
26,0.586205572359,0.585099443486,,,,,,
27,0.582130650495,0.574457911051,,,,,,
28,0.576820807461,0.568655473492,,,,,,
29,0.571020591173,0.562794096384,,,,,,
30,0.565263293094,0.559233198363,,,,,,
31,0.561009825947,0.55507974132,,,,,,
32,0.556555316394,0.552159328315,,,,,,
33,0.552492803844,0.547487562084,,,,,,
34,0.551547401947,0.544626003147,,,,,,
35,0.54611393948,0.540470226364,,,,,,
36,0.542467866145,0.533492555876,,,,,,
37,0.539037750249,0.529380469088,,,,,,
38,0.535956481435,0.527235878934,,,,,,
39,0.531014810806,0.522382504459,,,,,,
40,0.525116538845,0.516697006674,,,,,,
41,0.515951029704,0.510702207437,,,,,,
42,0.509304275736,0.505797157555,,,,,,
43,0.50550294236,0.501685990027,,,,,,
44,0.502142273566,0.50006494054,,,,,,
45,0.499352019089,0.498462162973,,,,,,
46,0.49782648329,0.496194652396,,,,,,
47,0.494384249864,0.491576952437,,,,,,
48,0.490282957375,0.485584667004,,,,,,
49,0.486337798071,0.479187024038,,,,,,
50,0.481293340856,0.474533975377,,,,,,
51,0.476351380387,0.469620067673,,,,,,
52,0.472199017352,0.463502827601,,,,,,
53,0.470129961421,0.460401445653,,,,,,
54,0.464340104405,0.453197451376,,,,,,
55,0.452620686619,0.449020139357,,,,,,
56,0.446918631078,0.443895082374,,,,,,
57,0.445068377416,0.442614657778,,,,,,
58,0.438277352513,0.437659182048,,,,,,
59,0.43315135506,0.433519064123,,,,,,
60,0.428776971268,0.430733943569,,,,,,
61,0.426495872942,0.427913169209,,,,,,
62,0.423378359047,0.424052228692,,,,,,
63,0.420819064448,0.419849815617,,,,,,
64,0.416739519152,0.416842263101,,,,,,
65,0.41483544543,0.414861370098,,,,,,
66,0.408908918384,0.41094292858,,,,,,
67,0.406447180385,0.408817438254,,,,,,
68,0.405071554902,0.40658676936,,,,,,
69,0.40477842514,0.406057249365,,,,,,
70,0.403569407961,0.404632631522,,,,,,
71,0.39921401194,0.400817837426,,,,,,
72,0.396049216039,0.397547249176,,,,,,
73,0.393629479877,0.396584582213,,,,,,
74,0.389442934785,0.392528296989,,,,,,
75,0.388574319529,0.391290486595,,,,,,
76,0.386065079362,0.389715320995,,,,,,
77,0.382603705054,0.388855089855,,,,,,
78,0.379265525742,0.384748008969,,,,,,
79,0.375583523303,0.381024784924,,,,,,
80,0.369525052993,0.374673505249,,,,,,
81,0.366859002615,0.372076342784,,,,,,
82,0.364393893688,0.370059211926,,,,,,
83,0.362253234233,0.368815678588,,,,,,
84,0.35938208928,0.367066937691,,,,,,
85,0.357411999945,0.365652115204,,,,,,
86,0.355754220748,0.363130495219,,,,,,
87,0.355032454439,0.362162391446,,,,,,
88,0.353207549146,0.36044603557,,,,,,
89,0.351317651558,0.353697172314,,,,,,
90,0.347176523916,0.350128117869,,,,,,
91,0.346660221614,0.346361449746,,,,,,
92,0.344301995815,0.344976199782,,,,,,
93,0.342001091596,0.342385229884,,,,,,
94,0.340825359161,0.341445882896,,,,,,
95,0.338780396863,0.339924837448,,,,,,
96,0.337644111667,0.339237542081,,,,,,
97,0.336455551972,0.338494411806,,,,,,
98,0.335398648486,0.33736619604,,,,,,
99,0.334612909132,0.335910024009,,,,,,
100,0.333543588433,0.334682838998,,,,,,
101,0.332130880243,0.333498609663,,,,,,
102,0.3312210716,0.333236169044,,,,,,
103,0.328914151994,0.33172960307,,,,,,
104,0.328276929254,0.330813070414,,,,,,
105,0.328147267245,0.330156424876,,,,,,
106,0.326386072237,0.329749230366,,,,,,
107,0.326223811928,0.329167549997,,,,,,
108,0.324625725224,0.326340676161,,,,,,
109,0.324516495714,0.326499957992,,,,,,
110,0.323452636548,0.3259678868,,,,,,
111,0.323018348394,0.325510245306,,,,,,
112,0.322619575082,0.325108430782,,,,,,
113,0.321732308505,0.32423875143,,,,,,
