Time(Iteration),CAB,CAB_original
0,1.28350238674,0.875365750179
1,1.87800316125,2.18000566216
2,2.69659145151,2.93591876648
3,3.49481678151,3.40447962142
4,3.92186223014,4.04455291872
5,4.58208640981,4.5117309414
6,4.77739503391,4.5117309414
7,4.89680279888,4.65975314631
8,5.31976963916,4.89128975321
9,5.67440193465,5.19063014071
10,5.82067173519,5.38254602064
11,5.930070255,5.61343311113
12,5.96682337694,5.85368416269
13,6.68281359272,6.4543301005
14,6.87686588962,6.51777266712
15,7.00809619014,6.70136080702
16,7.14414689489,6.70136080702
17,7.46012042623,7.0227592427
18,7.64632824476,7.57430993584
19,7.8899421149,7.62624054067
20,7.95106635121,7.62624054067
21,7.98836179069,7.66353598015
22,8.12251006335,7.80821302945
23,8.12251006335,7.88685046802
24,8.14940579897,7.91374620364
25,8.14940579897,7.91374620364
26,8.38585645496,8.13733404713
27,8.40676786494,8.1582454571
28,8.47262874085,8.22410633301
29,8.57160698726,8.24849406958
30,8.64098507578,8.24849406958
31,8.84958335857,8.32429385876
32,8.87397450775,8.34868500794
33,9.07288548924,8.38870579624
34,9.15221612658,8.46803643358
35,9.15716646072,8.46803643358
36,9.1917558871,8.50262585996
37,9.21218417706,8.5382774595
38,9.27910997097,8.60520325342
39,9.27910997097,8.60520325342
40,9.4098474259,8.73594070835
41,9.64676263347,8.97285591592
42,9.64676263347,8.98293864548
43,9.64676263347,8.98293864548
44,9.71708243191,8.98293864548
45,9.72452866329,8.99038487686
46,9.72452866329,9.04678215016
47,9.79262224182,9.1148757287
48,9.84897178683,9.17122527371
49,9.84897178683,9.17122527371
50,9.84897178683,9.303472141
51,9.84897178683,9.303472141
52,9.84897178683,9.303472141
53,9.90995062053,9.36445097471
54,9.91442512598,9.36892548016
55,9.92162217125,9.37612252543
56,9.93969656723,9.4475309734
57,9.93969656723,9.4475309734
58,9.93969656723,9.4475309734
59,9.93969656723,9.4475309734
60,10.0072779279,9.51511233412
61,10.0928396355,9.51511233412
62,10.1232499764,9.53868200276
63,10.1232499764,9.53868200276
64,10.1684788768,9.53868200276
65,10.2340552118,9.57859956581
66,10.293649023,9.61043773837
67,10.293649023,9.61043773837
68,10.293649023,9.61043773837
69,10.3070314721,9.61043773837
70,10.3070314721,9.61043773837
71,10.3070314721,9.61043773837
72,10.3070314721,9.61043773837
73,10.3973631578,9.70076942408
74,10.4061454018,9.70955166806
75,10.4564231588,9.75982942504
76,10.4682298946,9.75982942504
77,10.4682298946,9.75982942504
78,10.472547782,9.75982942504
79,10.472547782,9.75982942504
80,10.472547782,9.75982942504
81,10.4890259627,9.75982942504
82,10.4890259627,9.75982942504
83,10.5079277347,9.75982942504
84,10.5080288538,9.75982942504
85,10.5251904693,9.81596405927
86,10.5251904693,9.81596405927
87,10.5251904693,9.81757029475
88,10.5262349682,9.81861479364
89,10.5262349682,9.81861479364
90,10.5317572231,9.82413704855
91,10.5317572231,9.82413704855
92,10.5317572231,9.82413704855
93,10.5317572231,9.82413704855
94,10.5488872093,9.84126703474
95,10.5488872093,9.84126703474
96,10.5488872093,9.84126703474
97,10.5488872093,9.84126703474
98,10.5676137484,9.8599935739
99,10.5676137484,9.8599935739
100,10.6108800357,9.91365930555
101,10.6108800357,9.91365930555
102,10.6123007511,9.91508002104
103,10.6123007511,9.91508002104
104,10.6123007511,9.91508002104
105,10.6123007511,9.91508002104
106,10.6123007511,9.91508002104
107,10.6931278773,9.99590714716
108,10.6931278773,9.99590714716
109,10.6931278773,9.99590714716
110,10.7207571444,10.0235364143
111,10.7207571444,10.0235364143
112,10.7207571444,10.0235364143
113,10.7207571444,10.0235364143
114,10.8216954972,10.0235364143
115,10.8920591929,10.0939001101
116,10.9376455335,10.1203761291
117,11.0228355247,10.2179790033
118,11.0228355247,10.2179790033
119,11.0228355247,10.2179790033
120,11.040171084,10.2353145626
121,11.040171084,10.2353145626
122,11.040171084,10.2353145626
123,11.040171084,10.2446176686
124,11.0401730912,10.2446176686
125,11.0670812784,10.2715258558
126,11.1142533545,10.3186979319
127,11.1142533545,10.3186979319
128,11.1142533545,10.3186979319
129,11.1148313096,10.3397321533
130,11.1148313096,10.3428695884
131,11.1148313096,10.3562549039
132,11.1148313096,10.3562549039
133,11.1397026886,10.3893972213
134,11.1397026886,10.3893972213
135,11.1397026886,10.3893972213
136,11.1397026886,10.3893972213
