Time(Iteration),CABCoTheta,LinUCBCoTheta,,,,,,
0,0.9749918029,0.979520037437,,,,,,
1,0.955481353381,0.956366564581,,,,,,
2,0.93988998747,0.93870425084,,,,,,
3,0.935404902974,0.925152419256,,,,,,
4,0.915095890459,0.899208345016,,,,,,
5,0.890900481337,0.882574763114,,,,,,
6,0.869688471745,0.866143333496,,,,,,
7,0.84589904692,0.846219343524,,,,,,
8,0.835740476028,0.832859667538,,,,,,
9,0.818185080141,0.820513072153,,,,,,
10,0.806075182412,0.800000296759,,,,,,
11,0.794303145678,0.785129393173,,,,,,
12,0.781801265948,0.776168460305,,,,,,
13,0.762920754826,0.757502951375,,,,,,
14,0.747992835285,0.744804773028,,,,,,
15,0.729969796096,0.736370476532,,,,,,
16,0.7227927028,0.723280109418,,,,,,
17,0.708174142296,0.712159091924,,,,,,
18,0.687838878974,0.69369441591,,,,,,
19,0.674817738155,0.685592313964,,,,,,
20,0.664678173548,0.674684104493,,,,,,
21,0.65775329471,0.666159003195,,,,,,
22,0.650547684555,0.653697634617,,,,,,
23,0.641112042921,0.639610919385,,,,,,
24,0.626988467645,0.631007338137,,,,,,
25,0.619065200799,0.618237555379,,,,,,
26,0.611547657272,0.609745106915,,,,,,
27,0.60028600745,0.598961952477,,,,,,
28,0.59215047518,0.592443662704,,,,,,
29,0.579648842419,0.581810787571,,,,,,
30,0.573463148313,0.568540945286,,,,,,
31,0.562277035417,0.560431523732,,,,,,
32,0.557243869163,0.553871669734,,,,,,
33,0.546790112014,0.546453672824,,,,,,
34,0.542003355102,0.538485018726,,,,,,
35,0.532606949101,0.529155045426,,,,,,
36,0.529578097112,0.516621503363,,,,,,
37,0.52210737593,0.502203773882,,,,,,
38,0.510868728361,0.496149512808,,,,,,
39,0.507573865143,0.492196872055,,,,,,
40,0.499928236014,0.484005394031,,,,,,
41,0.494898873391,0.47232829826,,,,,,
42,0.481628094731,0.466063689249,,,,,,
43,0.478090365595,0.458368462799,,,,,,
44,0.474349648656,0.454407108234,,,,,,
45,0.470362504881,0.449642183492,,,,,,
46,0.46547275679,0.446968499416,,,,,,
47,0.463422586221,0.443918625232,,,,,,
48,0.455334797204,0.439642462985,,,,,,
49,0.452960729063,0.436264800911,,,,,,
50,0.451638742919,0.433474398676,,,,,,
51,0.448187614339,0.428107714846,,,,,,
52,0.446293092519,0.421043104926,,,,,,
53,0.44334130523,0.416551136679,,,,,,
54,0.441396692958,0.414132532701,,,,,,
55,0.439415923881,0.409903656533,,,,,,
56,0.437868240645,0.407944088876,,,,,,
57,0.435874892239,0.403254964542,,,,,,
58,0.43408561998,0.401742561569,,,,,,
59,0.431771165587,0.399054771541,,,,,,
60,0.428584267451,0.397107093899,,,,,,
