Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,8.66782962606,8.66782962606,8.66782962606,8.82033825947
1,14.9429979193,16.0233906578,12.1580677843,15.2088336818
2,20.5418530282,21.7297113297,14.5652780926,21.2419186448
3,25.6054536401,27.0076947718,16.956884796,26.639982186
4,29.5474783182,30.07888874,18.0821876756,30.342586199
5,33.9749313259,33.136017978,19.7819778848,34.4410774059
6,36.913151311,35.7863808058,21.1175270095,36.9740933258
7,39.4125086107,39.0094196942,22.243075653,39.4854908132
8,41.1275634145,39.8750855001,22.8972466206,42.1977229698
9,43.2910431693,41.6098983353,23.4904072146,45.1740330389
10,45.1166723769,43.3377579826,23.9852978879,47.1693734833
11,47.2229389422,44.5830213621,24.9319624509,49.6065987396
12,48.4251140636,45.8729778391,26.009760526,51.4518132901
13,50.3659641849,46.7267288073,26.8994861099,53.0114846075
14,52.0695204065,47.6094288307,27.7185711407,54.6873316215
15,53.5050007613,48.4408581426,28.4337675349,56.0574909559
16,54.6756172867,48.795127747,29.0475053426,57.5520045008
17,55.908914526,50.0961486895,29.7118336243,58.8590356163
18,57.0657747584,50.6375779729,30.4377319198,60.2488265409
19,57.9781173403,51.4862643214,30.817237663,61.4873756425
20,58.6388644939,51.6871954932,31.4098035873,62.5807738916
21,59.2273524653,52.1898563681,31.6425643457,63.302077965
22,60.2708805083,53.0110002253,32.1333760912,64.265415191
23,60.9951841226,53.462519169,32.4616562762,65.9692906449
24,61.6173564702,54.0006566007,32.935699991,66.7058576266
25,62.8572528116,54.5159036526,33.3556720105,68.0933503346
26,63.1591934878,54.9532700556,33.4229571289,68.8547797975
