Time(Iteration),CAB_rejectCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.967050968264,0.969658754405,0.965770042752,,,,,,
1,0.946369548559,0.943039007353,0.943503836513,,,,,,
2,0.921578434631,0.91521993654,0.917826568283,,,,,,
3,0.90054700798,0.898157002017,0.893330800682,,,,,,
4,0.876350965862,0.876155329655,0.879802941137,,,,,,
5,0.848158466554,0.854217176358,0.85366310154,,,,,,
6,0.824200566495,0.829809997505,0.82949857191,,,,,,
7,0.808485315607,0.81268251099,0.814804145639,,,,,,
8,0.787072715783,0.794073765271,0.796080584805,,,,,,
9,0.770730767618,0.779199734312,0.77812026142,,,,,,
10,0.757896251765,0.763342961607,0.764815453481,,,,,,
11,0.745826496308,0.751478738973,0.752554313959,,,,,,
12,0.734775903001,0.734206247244,0.73632539961,,,,,,
13,0.722535250357,0.717599558105,0.727341169706,,,,,,
14,0.701367686458,0.70480746511,0.709705589875,,,,,,
15,0.687914609182,0.696153192123,0.694933775896,,,,,,
16,0.679590464183,0.685760547068,0.682842720347,,,,,,
17,0.66894080338,0.676432328791,0.676816823272,,,,,,
18,0.65851656107,0.661021303039,0.660358015577,,,,,,
19,0.647380432729,0.645961457389,0.646162413379,,,,,,
20,0.635338666122,0.632497055779,0.63209502303,,,,,,
21,0.622564997391,0.625561289925,0.625594707889,,,,,,
22,0.618419079228,0.620467915171,0.617006919947,,,,,,
23,0.606788222856,0.611503901825,0.607657982972,,,,,,
24,0.59511269033,0.605843269561,0.604410067349,,,,,,
25,0.585621710004,0.602189441726,0.598889180684,,,,,,
26,0.579478905644,0.594183163577,0.594652710545,,,,,,
27,0.570099134616,0.590208338492,0.589583858846,,,,,,
28,0.561948018499,0.581175548405,0.584375857951,,,,,,
29,0.553417141876,0.577717483471,0.578533636839,,,,,,
30,0.546173557902,0.569603240708,0.574044109402,,,,,,
31,0.540398115845,0.557123953131,0.566198608947,,,,,,
32,0.537302389581,0.552764391041,0.561735485115,,,,,,
33,0.531961385392,0.545096684662,0.5547321443,,,,,,
34,0.526314254093,0.540699478038,0.550883231373,,,,,,
35,0.520018922796,0.534385184799,0.543163995801,,,,,,
36,0.517645735326,0.530100030459,0.541050303337,,,,,,
37,0.512006331662,0.526022501753,0.535478807423,,,,,,
38,0.508467761554,0.519175476942,0.528183595099,,,,,,
39,0.50130367078,0.512384076905,0.520463643435,,,,,,
40,0.494103405028,0.508240081333,0.516176876283,,,,,,
41,0.491119098061,0.499951909077,0.512887991818,,,,,,
42,0.485154607505,0.497534481564,0.509041518207,,,,,,
43,0.481107830217,0.494450382196,0.505406428298,,,,,,
44,0.478159817775,0.490681302689,0.503226705332,,,,,,
45,0.475177378001,0.486272407733,0.501360344875,,,,,,
46,0.470558538629,0.482748200782,0.497996540746,,,,,,
47,0.467157001701,0.471831146188,0.487824476346,,,,,,
48,0.46105362606,0.467111002818,0.480296061886,,,,,,
49,0.454938033862,0.465953445651,0.478032357951,,,,,,
50,0.452153729407,0.461696315451,0.473539851661,,,,,,
51,0.447964811146,0.459219002788,0.472411851205,,,,,,
52,0.445562140407,0.454740478665,0.464944670312,,,,,,
53,0.443507912205,0.451687743373,0.463192706686,,,,,,
54,0.440496645953,0.444045327737,0.458106761372,,,,,,
55,0.436222020472,0.44266282007,0.457657964955,,,,,,
56,0.433571951719,0.43863034987,0.454220400693,,,,,,
57,0.429602310922,0.433964175662,0.451070208227,,,,,,
58,0.428365568593,0.429960121218,0.447744863265,,,,,,
59,0.423882742559,0.425357755153,0.444072550948,,,,,,
60,0.422139707712,0.424988419213,0.443383721805,,,,,,
61,0.419356503765,0.422138301667,0.436954224794,,,,,,
62,0.416683747502,0.421234307677,0.433707103446,,,,,,
63,0.415421815229,0.416273317802,0.42838308173,,,,,,
64,0.412639381789,0.412037884161,0.423122344612,,,,,,
65,0.411521026007,0.410808541633,0.422285047124,,,,,,
66,0.406810523286,0.405744774681,0.419667226485,,,,,,
67,0.400782273438,0.40408879633,0.417841317663,,,,,,
68,0.398111167082,0.401182568244,0.416613428457,,,,,,
69,0.395932724268,0.397362125729,0.408694600189,,,,,,
70,0.394901018867,0.39090510933,0.406954475975,,,,,,
71,0.39324456984,0.389354773306,0.406729977837,,,,,,
72,0.389692029924,0.386883421493,0.404932323991,,,,,,
73,0.384047709766,0.382604988014,0.399067679694,,,,,,
74,0.376097055031,0.379048578823,0.397100764322,,,,,,
75,0.373829214037,0.376691913607,0.395426235501,,,,,,
76,0.36946528448,0.374232322997,0.393235631627,,,,,,
77,0.366630212975,0.372477534891,0.389137434041,,,,,,
78,0.361869715582,0.368927423046,0.387417362911,,,,,,
79,0.360509439114,0.367304189996,0.384680233882,,,,,,
80,0.358356675204,0.366654672223,0.383753336932,,,,,,
81,0.355568118217,0.365885990111,0.379084959032,,,,,,
82,0.354096058732,0.364484694979,0.377478150516,,,,,,
83,0.35207814434,0.363631738163,0.376501175522,,,,,,
84,0.350495050441,0.361155301236,0.37475507376,,,,,,
85,0.347541103425,0.357451160463,0.37140672792,,,,,,
86,0.346541565604,0.356636874189,0.370731040616,,,,,,
87,0.343736938216,0.351772422977,0.36647030769,,,,,,
88,0.341701141481,0.350214398892,0.365759295267,,,,,,
89,0.339279650237,0.345605279716,0.36378964126,,,,,,
90,0.331390394557,0.342217778781,0.361542950302,,,,,,
91,0.328198278821,0.338350190225,0.35723970259,,,,,,
92,0.325345560511,0.336674233657,0.356055017898,,,,,,
93,0.320950835024,0.334248564604,0.353287598056,,,,,,
94,0.319972313875,0.333179646058,0.350803967349,,,,,,
95,0.317520098978,0.329221584551,0.348029679541,,,,,,
96,0.316781210796,0.327606252694,0.345575861032,,,,,,
97,0.314233952611,0.327628317393,0.345333746835,,,,,,
98,0.313714663418,0.324164416493,0.343092221576,,,,,,
99,0.309570341315,0.32352051168,0.342530269759,,,,,,
100,0.308975540515,0.317492977639,0.337428096275,,,,,,
101,0.306810873419,0.313513219312,0.333719083177,,,,,,
102,0.305620659209,0.311844631786,0.330444445128,,,,,,
103,0.301709075914,0.310284442175,0.325892636299,,,,,,
104,0.301104873372,0.307886842963,0.325014987498,,,,,,
105,0.298014176474,0.306635735437,0.322494959539,,,,,,
106,0.297606992181,0.303901447588,0.316867941521,,,,,,
107,0.2949939818,0.302713626968,0.312753766407,,,,,,
108,0.292737426801,0.301637742888,0.310939368781,,,,,,
109,0.291524061975,0.300641221536,0.309518524903,,,,,,
110,0.288204662868,0.299961843535,0.308212310236,,,,,,
111,0.286232563344,0.296728224354,0.306083014083,,,,,,
112,0.284783430835,0.296363251109,0.305292473535,,,,,,
113,0.281771630409,0.295566105195,0.303197355389,,,,,,
114,0.280525415673,0.295209179932,0.302273868041,,,,,,
115,0.275686637734,0.291861637282,0.300678917138,,,,,,
116,0.27390221317,0.291187890788,0.299249635195,,,,,,
117,0.27189114441,0.28990401359,0.298239624028,,,,,,
118,0.26999676451,0.288677350097,0.298214839278,,,,,,
119,0.264324112203,0.288109845995,0.297228111367,,,,,,
120,0.264345102218,0.285937865925,0.295856285153,,,,,,
121,0.262966137184,0.284572258893,0.293509954254,,,,,,
122,0.26231504556,0.283625154898,0.292981305714,,,,,,
123,0.261769943525,0.282586639001,0.291191324826,,,,,,
124,0.259588728285,0.280157205852,0.289471079232,,,,,,
125,0.259438143828,0.280447145176,0.289568023678,,,,,,
126,0.258304950714,0.279303138566,0.288758085844,,,,,,
127,0.256927035138,0.278500235155,0.28774287908,,,,,,
128,0.255729787122,0.274974499564,0.285718422201,,,,,,
129,0.255046635932,0.274480657842,0.285208194164,,,,,,
130,0.253581246048,0.273439000138,0.284109277696,,,,,,
131,0.251934145289,0.273280010491,0.28357598145,,,,,,
132,0.250782369762,0.27181462974,0.282366708451,,,,,,
133,0.249990850866,0.270823167063,0.281451773108,,,,,,
134,0.248253900112,0.269605753602,0.280693433284,,,,,,
135,0.246735708188,0.269356200061,0.278836409683,,,,,,
136,0.246095456879,0.266200167331,0.277807527478,,,,,,
137,0.243654284875,0.262548461276,0.274137121191,,,,,,
138,0.241890919194,0.261864910445,0.273861324115,,,,,,
139,0.239175186179,0.260997285703,0.273041922894,,,,,,
140,0.237606335339,0.260016600294,0.272578801913,,,,,,
141,0.236575623484,0.258557048806,0.269389332972,,,,,,
142,0.235422385454,0.257828300895,0.269191724689,,,,,,
143,0.233422338183,0.257497167139,0.267109746737,,,,,,
144,0.230449099376,0.255725679139,0.264425806771,,,,,,
145,0.228541846623,0.25505968958,0.263207534602,,,,,,
146,0.225422861721,0.254865766787,0.262913749817,,,,,,
147,0.225461532632,0.254133392877,0.261205910423,,,,,,
148,0.225311838197,0.253897529351,0.260901169729,,,,,,
149,0.223889731044,0.253734517869,0.260251095129,,,,,,
150,0.222859312222,0.25357513837,0.25921551216,,,,,,
151,0.221766216915,0.25172531997,0.257448724898,,,,,,
152,0.221450425977,0.251490421016,0.254146140027,,,,,,
153,0.218834758644,0.251249591545,0.252213011919,,,,,,
154,0.217934731107,0.250502996722,0.251393420744,,,,,,
155,0.216275234786,0.248867849707,0.249258670922,,,,,,
156,0.215090363735,0.248169911591,0.248974299687,,,,,,
157,0.214725089436,0.248289247358,0.248841418539,,,,,,
158,0.214086012185,0.247946214102,0.248231686219,,,,,,
159,0.213133236381,0.244324006215,0.24536833901,,,,,,
160,0.211288115591,0.243839922507,0.245029572023,,,,,,
161,0.210857067058,0.242744571291,0.243905991272,,,,,,
162,0.210479588248,0.242580420498,0.243874390097,,,,,,
163,0.208952169269,0.241269156679,0.242647164949,,,,,,
164,0.205584290918,0.238763029452,0.241926915722,,,,,,
165,0.205722430863,0.23851066971,0.24135381494,,,,,,
166,0.204343839872,0.237660579748,0.239453820544,,,,,,
167,0.201979740144,0.237121196773,0.238801362857,,,,,,
168,0.201492699938,0.23679172632,0.237379312009,,,,,,
169,0.201276697017,0.236725047088,0.237149241709,,,,,,
170,0.198927947684,0.236275148359,0.23680644633,,,,,,
171,0.198791740984,0.235533737695,0.236441968996,,,,,,
172,0.197001032965,0.234870831389,0.23574620292,,,,,,
173,0.196509830548,0.234630216924,0.235498207243,,,,,,
174,0.196407963013,0.233455634238,0.234860923154,,,,,,
175,0.194449149519,0.232163748552,0.233978110598,,,,,,
176,0.192772083399,0.231546143047,0.233693865128,,,,,,
