Time(Iteration),CAB_rejectCoTheta,CAB_originalCoTheta,LinUCBCoTheta,,,,,,
177,0.192412387549,0.231152486134,0.233522775756,,,,,,
178,0.191557902163,0.230556563996,0.232712907294,,,,,,
179,0.19085790468,0.229329503705,0.231629052223,,,,,,
180,0.190082525154,0.227976244251,0.230221301381,,,,,,
181,0.189511994907,0.227058557374,0.229501298905,,,,,,
182,0.189149103503,0.226496850811,0.228833659957,,,,,,
183,0.188993048958,0.226159989377,0.228357177158,,,,,,
184,0.188767401315,0.225404165526,0.228146301165,,,,,,
185,0.187757264829,0.225064958473,0.228349190569,,,,,,
186,0.187037849181,0.225188390866,0.228406096187,,,,,,
187,0.186469548051,0.223557082404,0.227059877371,,,,,,
188,0.18649466697,0.223212415215,0.226857962517,,,,,,
189,0.185989926267,0.222774352339,0.226783240655,,,,,,
190,0.185462882771,0.222932276055,0.226811723577,,,,,,
191,0.18332993373,0.222721959381,0.226605453639,,,,,,
192,0.18263873355,0.222712635836,0.225636234994,,,,,,
193,0.182159358049,0.221732453147,0.224360724151,,,,,,
194,0.180404609604,0.22112087577,0.223441531432,,,,,,
195,0.179892215504,0.2204243253,0.222226035162,,,,,,
196,0.179067754441,0.219939203869,0.221995354345,,,,,,
197,0.178398959816,0.219700427772,0.221796167412,,,,,,
198,0.178375089966,0.219341105449,0.221444131689,,,,,,
199,0.177837187511,0.219080794131,0.220652742658,,,,,,
