Time(Iteration),CAB_original
0,8.41623227115
1,18.4860064917
2,27.4354371804
3,35.9963936224
4,44.2243327184
5,52.2254171673
6,60.5686113059
7,68.4838507045
8,75.3356689539
9,82.5293578052
10,90.7170038382
11,98.3324877223
12,106.794210246
13,114.52839827
14,122.31052144
15,128.95836199
16,137.444696027
17,144.823089114
18,152.557408419
19,157.889277009
20,165.579413093
21,172.178325857
22,179.10427947
23,187.205555065
24,194.41349099
25,201.910872375
26,208.69102792
27,216.981980748
28,224.583863476
29,231.491059506
30,238.316606179
31,245.66501088
32,252.052029309
33,258.814959124
34,265.28274359
35,272.797155198
36,279.35661515
37,286.219270462
38,292.606227573
39,299.006492813
40,307.71814818
41,314.764982889
42,322.023383533
43,328.059738678
44,335.147196769
45,342.769606609
46,351.530165539
47,358.092999077
48,363.826974301
49,370.975982681
50,376.119502945
51,384.230118355
52,391.215956107
53,397.224293248
54,403.754696107
55,410.903472371
56,418.182665036
57,425.460609739
58,433.309837283
59,438.678046572
60,445.771871402
61,452.434373242
62,459.047582926
63,466.125168
64,474.138660598
65,480.866209339
66,488.014153285
67,495.420324331
68,501.746382651
69,509.041549199
70,515.071509773
71,521.242367183
72,528.933603703
73,536.467006394
74,543.83121399
75,548.907308153
76,555.661315441
77,561.448101584
78,567.600524466
79,572.548652062
80,578.861835409
81,585.659911424
82,590.831569055
83,599.164674851
84,604.683893833
85,612.271127465
86,618.668971914
87,625.878701533
88,631.80478509
89,637.708865393
90,644.924003564
91,650.931159622
92,658.435544799
93,664.838354165
94,670.70185975
95,677.599867881
96,684.898270948
97,691.436871696
98,697.647295061
99,704.321769044
100,710.154042713
101,717.492508058
102,724.561541061
103,731.120142185
104,737.480751583
105,743.203622114
106,748.663451506
107,754.21066792
108,760.248465214
109,768.013392503
110,773.102220725
111,779.160771472
112,786.695124659
113,793.64475043
114,798.495729614
115,804.343166086
116,810.376272492
117,815.591067235
118,821.062107459
119,826.363391955
120,831.64292572
121,836.937523656
122,841.148359468
123,847.86232307
124,854.098743124
125,860.129791972
126,866.169973148
127,871.686830377
128,877.89620447
129,883.015006331
130,888.107880922
131,894.559752559
132,900.762280932
133,906.356745411
134,913.066885305
135,919.938320929
136,925.955713167
137,932.337847328
138,938.48698144
139,944.381146744
140,949.499593692
141,956.056873368
142,961.990426954
143,968.154395985
144,974.435707325
145,980.59843386
146,988.084937636
147,994.546136493
148,1001.35184855
