Time(Iteration),CAB,CAB_original,LinUCB
0,7.93640292731,7.93640292731,7.93640292731
1,16.4613125666,16.4613125666,16.4613125666
2,24.5592680847,24.5592680847,24.5592680847
3,31.6577179821,31.6577179821,31.6577179821
4,38.5443420966,38.5443420966,38.6085167724
5,44.1290835467,44.1290835467,44.1932582225
6,51.0751119266,51.0751119266,51.1392866023
7,57.3594066318,57.3594066318,57.4235813076
8,63.9872131856,63.9872131856,63.9466600058
9,71.1918976238,71.1918976238,71.151344444
10,76.9707140055,76.9707140055,76.9301608257
11,82.6474118147,82.6474118147,82.6068586348
12,87.1274860055,87.1274860055,86.818690837
13,89.8623975129,89.8623975129,89.5536023445
14,93.5844126895,93.5844126895,93.2756175211
15,97.237896576,97.237896576,96.9578109121
16,101.172735108,101.172735108,100.892649444
17,104.468576235,104.468576235,104.23786916
18,108.479428516,108.479428516,108.254282361
19,113.171727819,113.171727819,112.946581664
20,117.491380244,117.491380244,117.084558837
21,120.737072244,120.737072244,120.330250837
22,123.488260961,123.488260961,123.081439555
23,126.082912482,126.082912482,125.777542612
24,129.331846387,129.331846387,128.994301873
25,132.770067151,132.770067151,132.619005126
26,135.426338007,135.426338007,135.594316529
27,138.435355206,138.435355206,138.574560201
28,141.717323529,141.717323529,142.068822398
29,144.827075817,144.827075817,145.402867013
30,147.561870168,147.561870168,148.659965666
31,151.126644822,151.126644822,152.345665138
32,154.033191931,154.033191931,155.252212248
33,157.184549461,157.184549461,158.403569777
34,160.485092366,160.485092366,161.704112683
35,164.032062191,164.032062191,165.251082507
36,167.476244367,167.476244367,168.695264683
37,171.332388155,171.332388155,172.551408471
38,173.885872724,173.885872724,175.10489304
39,176.645508122,176.645508122,177.882869962
40,180.610644212,180.610644212,181.885565024
41,184.317856206,184.317856206,185.666726466
42,187.355953385,187.355953385,188.791337408
43,189.955032167,189.955032167,191.366997858
44,192.385885118,192.385885118,193.725876968
45,195.583988062,195.583988062,197.133634373
46,197.434321148,197.434321148,199.000376908
47,199.757867636,199.841094772,201.32291952
48,202.120596665,202.228314482,203.696064305
49,203.942231075,204.049948892,205.517698715
50,206.589354432,206.77800043,208.164822072
51,209.277563253,209.466209252,210.853030893
52,211.856147127,212.343998167,213.431614767
53,214.199333424,214.687184464,215.956602715
54,216.138169295,216.392774873,217.971538318
55,218.862585186,218.812322066,220.695954209
56,220.380765949,220.224092964,222.559393266
57,222.73584655,222.471594881,225.06598531
58,224.004104985,223.618131551,226.743138677
59,225.097783141,224.711809707,228.063351215
60,226.606481792,226.337397232,229.918926224
61,228.173670465,228.224453717,231.811001892
62,229.89817612,230.03279808,234.044289673
63,231.586684993,231.675547853,235.915854692
64,233.217162344,233.464018517,237.681618928
65,235.369833112,235.640069841,240.037751934
66,236.908866101,237.142621294,241.70192134
67,238.371800612,238.818346876,243.468751477
68,240.125582221,240.502690016,245.617712452
69,242.424831353,242.893221295,248.025324012
70,243.74121972,244.297302863,249.360372626
71,245.381694082,246.135427693,251.423518804
72,246.99055225,247.778233069,253.24814354
73,248.591942685,249.284995804,255.029415308
74,249.962228618,250.632628705,256.525016981
75,251.629898243,252.204527708,258.326249705
76,252.959357851,253.59162293,259.828580323
77,254.427592432,255.052193876,261.706975695
78,255.869737476,256.554682454,263.27223267
79,257.980641051,258.66558603,265.743180993
80,259.372007979,260.061279501,267.43047722
81,260.78185372,261.546047508,269.205758752
82,262.235483808,262.934115003,270.910582788
83,263.696230142,264.335105822,272.553065913
84,265.769667657,266.383038171,274.855682977
