Time(Iteration),CAB,CAB_original,LinUCB
0,8.27202341503,7.38537560692,6.2708460596
1,14.377082398,14.058415537,12.2961855373
2,20.2497789262,17.2516164666,15.9954780039
3,24.6798487305,21.681956792,19.8747132876
4,29.2967978183,23.8497361293,23.2613429649
5,33.8391354971,27.4788916281,25.0124879591
6,40.4076348072,30.3977261291,26.5390111691
7,45.3789815214,32.2384038251,28.5006421821
8,49.7869495234,33.7089490866,29.626206925
9,55.1562489564,35.0083363892,30.4539033986
10,59.6305787612,36.9120220914,32.6193827627
11,65.9230949815,37.869303332,33.8841873281
12,70.4600626824,38.9623148175,35.376485239
13,74.6982116494,40.2776756273,36.3197177241
14,79.5382612766,42.1833886368,37.9263189456
15,83.3826462911,43.2073906651,39.0668749694
16,87.3920440876,44.9847197632,40.5861274657
17,93.0524413112,46.528433286,41.6795216659
18,97.6666112715,47.5277996469,42.3440710944
19,102.41593091,48.8376294057,43.3782785584
20,108.522060258,49.6316787303,43.9251118168
21,113.237175358,50.1751739398,44.5070087726
22,116.985422909,51.1384106091,45.4592666979
23,122.36567183,51.3896585267,46.2508012816
24,127.436139408,51.9218789635,46.8359969806
25,131.296262833,52.3018139091,47.2323444185
26,134.550026042,52.8737992347,47.7045081021
27,139.199718162,53.3172364843,48.0218847181
28,142.249528489,53.5373270063,49.0178234497
29,146.547487773,53.8237434908,49.967371418
30,151.082240816,54.4236081586,50.6858280522
31,156.589237426,54.7421023368,51.3964170553
32,161.457636666,55.0807861313,51.8310318775
33,166.308201366,55.2066231821,52.1486288024
34,170.928069404,55.724550243,52.2879901007
35,174.980425277,56.3696816048,52.7974252412
36,179.236550355,56.8292607864,53.4001952341
37,183.15805784,56.9622663422,53.48206189
38,187.559962333,57.5133872226,54.0510476287
39,191.452396319,57.8848925707,54.8403037771
40,195.78845877,58.1858389646,55.4337754859
41,201.12650022,58.4596424132,55.6440897323
42,205.819964409,59.1458963113,56.0227381995
43,209.504675524,59.3037154825,56.3749591983
44,213.574761856,59.5503323921,56.6877751185
45,217.375521298,60.3057059415,57.0034677716
46,221.360499936,60.5315475047,57.559130215
47,225.611526298,60.7477614347,57.8443484447
48,228.858548617,61.0616836566,58.0336907197
49,233.359571709,61.1800557639,58.2793770137
50,238.557799493,61.2336843938,58.9463065688
51,242.594762566,61.7191849297,59.1814581635
52,247.21130434,61.8986502497,59.4397524378
53,252.263745536,62.0060733813,59.5739845389
54,257.234430769,62.2512457558,59.7518438237
55,261.332799015,62.4006628472,59.8522199086
56,265.976162878,62.6149396753,60.0288329518
57,269.928611027,62.8972532353,60.4614917105
