Time(Iteration),CAB_originalCoTheta,CAB_cbj+cbijCoTheta,CAB_optimalCoTheta,LinUCBCoTheta,,,,,,
0,0.960081489478,0.960081489478,0.960081489478,0.96264917931,,,,,,
1,0.933720908983,0.937306461736,0.89958086344,0.937790267482,,,,,,
2,0.906851399668,0.911163575137,0.874141601859,0.917963561827,,,,,,
3,0.877433366476,0.879613310469,0.848797748571,0.893313599635,,,,,,
4,0.855913569255,0.862279380194,0.823720770012,0.867317206262,,,,,,
5,0.825503629983,0.835357438438,0.803131597806,0.848160157234,,,,,,
6,0.789964164396,0.801735100624,0.77382600988,0.809589714077,,,,,,
7,0.768229889792,0.76782465534,0.752405239396,0.789376789495,,,,,,
8,0.743552239357,0.740413980492,0.73928807939,0.769032218922,,,,,,
9,0.724324433895,0.718452741789,0.718857718908,0.751203356373,,,,,,
10,0.707051057812,0.694138630553,0.704603199691,0.734050108468,,,,,,
11,0.695231437449,0.67982302971,0.696478805711,0.718045626644,,,,,,
12,0.684272320486,0.658001547507,0.683018916815,0.697680700453,,,,,,
13,0.666362212256,0.642272536299,0.669345486467,0.678209703166,,,,,,
14,0.654758831422,0.633349222461,0.6544094422,0.666688256974,,,,,,
15,0.639710540845,0.618166946084,0.634548799081,0.648356719593,,,,,,
16,0.626192330942,0.605600771799,0.622733654935,0.636876595778,,,,,,
17,0.617745818564,0.58526236483,0.609592751613,0.629476194785,,,,,,
18,0.599022940053,0.573983478715,0.602480432523,0.620067742336,,,,,,
19,0.589899837936,0.560906334178,0.598035526101,0.612572018193,,,,,,
20,0.577378938699,0.552961712811,0.590861903363,0.605017266996,,,,,,
21,0.570906863928,0.547969109005,0.583124084975,0.596027321842,,,,,,
22,0.566222684177,0.537817345357,0.578983801175,0.587311899968,,,,,,
23,0.549506539583,0.516751968542,0.566512258408,0.576216600726,,,,,,
24,0.544277190999,0.509897345446,0.557242633148,0.566371410839,,,,,,
25,0.539831925001,0.491274251603,0.536424703865,0.559685384968,,,,,,
26,0.53483803764,0.482464907037,0.532043981702,0.557522360327,,,,,,
