Time(Iteration),CAB,LinUCB
0,2.15733439631,2.56243758884
1,3.50233161455,4.12718885789
2,4.73586135966,5.77503326447
3,6.24130537487,7.20815358246
4,6.76143537834,8.30144225407
5,7.6471149236,9.14744799304
6,8.37069696901,10.3211972708
7,9.20883045101,11.2902846443
8,9.88427267514,12.1644759563
9,10.4326530167,12.8979567198
10,11.1216134188,13.6047366013
11,11.3198261323,14.2265334322
12,11.6314355378,14.8069654392
13,12.0954189594,15.4267583069
14,12.4853070878,15.9486318446
15,12.7296761837,16.5475569334
16,13.0524815205,16.8622955371
17,13.3530961992,17.3223098264
18,13.7110989838,17.8566476595
19,13.988087607,18.2315630766
20,14.1176759455,18.4764527337
21,14.4881028742,18.6634296162
22,14.6113619696,18.9682556964
23,14.8172117905,19.3573729826
24,15.1066425645,19.7602457987
25,15.3430487447,19.9684813973
26,15.4382153845,20.1922520398
27,15.4924615899,20.3866821219
28,15.7581118128,20.5737090449
29,15.8140194617,20.7131936078
30,15.9164027077,20.8355124774
31,16.0338699491,20.9946854842
32,16.190155887,21.0993294014
33,16.3615732366,21.2086585068
34,16.3888881128,21.3590386772
35,16.439067731,21.4877796551
36,16.527751463,21.5565393066
37,16.6531372386,21.6452600808
38,16.6743288238,21.722559524
39,16.7124459462,21.7718279169
40,16.7787259522,21.9436524853
41,16.9642144744,22.231507296
42,17.0237894211,22.2831296427
43,17.1193885112,22.3624066777
44,17.1350578723,22.4745003684
45,17.1672924588,22.5531757775
46,17.2284434623,22.6133493362
47,17.3264619086,22.7702284639
48,17.3657643624,22.8517837718
49,17.4065857588,22.9124391952
50,17.4640463419,22.9572777813
51,17.4834529256,23.0129827818
52,17.5161382355,23.0699458315
53,17.5981263448,23.1756847993
54,17.613111228,23.18314569
55,17.6382163675,23.2725426664
56,17.671735542,23.3066202768
57,17.7293016412,23.3268180368
58,17.7775419311,23.3511029723
59,17.7892743824,23.423450437
60,17.8804747063,23.52196466
61,17.8944497579,23.5579182474
62,17.9161134228,23.5776115513
63,17.9283519707,23.639724688
64,17.940354822,23.7060128419
65,17.9564273595,23.784495388
66,17.9694090445,23.8510076255
67,18.0482666426,23.9397337552
68,18.1080080807,24.0018305555
69,18.1741082912,24.0679924953
70,18.1878810303,24.1154935526
71,18.1923421977,24.1312880841
72,18.2109368301,24.1997335568
73,18.2760106414,24.2925720762
74,18.2974291493,24.3407095601
75,18.3460321497,24.3692662786
76,18.38437187,24.4833735275
77,18.4229150272,24.5457199575
78,18.4308881128,24.625878069
79,18.4336019682,24.6693074803
80,18.4594204724,24.7666745335
81,18.4594204724,24.8295112077
82,18.501123681,24.854689264
83,18.5013633422,24.8617477764
84,18.5091922506,24.8969614427
85,18.614303277,25.0198448788
86,18.6152800323,25.0469106871
87,18.6215740424,25.0995726452
88,18.6603614799,25.121925348
89,18.666120704,25.2381967594
90,18.6835062272,25.3416339855
91,18.6978253448,25.3784536997
92,18.6996640941,25.380292449
93,18.7120850269,25.3935215126
94,18.7525941565,25.4170435992
95,18.7543700843,25.418819527
96,18.7745002317,25.4246593786
97,18.7745002317,25.4467430191
98,18.7835728728,25.4832383018
99,18.7945654997,25.5102441658
100,18.8184143306,25.5238976491
101,18.8417701921,25.5421001141
102,18.8568071934,25.5879972858
103,18.8714506037,25.6129849166
104,18.8764456664,25.6564562516
105,18.8883665333,25.6838720045
106,18.8975901805,25.6942767122
107,18.916550964,25.7272372587
108,18.9346337024,25.7494257542
109,18.944145148,25.8170087927
110,18.9459315827,25.8259441993
111,18.9467954424,25.8412814305
112,18.9644468386,25.8724660286
113,18.9688874428,25.8806793959
