Time(Iteration),CAB_originalCoTheta,LinUCBCoTheta,,,,,,
0,0.974653759589,0.974653759589,,,,,,
1,0.947396624266,0.947396624266,,,,,,
2,0.923020331407,0.923020331407,,,,,,
3,0.884473861912,0.884473861912,,,,,,
4,0.875842065646,0.875842065646,,,,,,
5,0.852576065563,0.852576065563,,,,,,
6,0.830700767884,0.830700767884,,,,,,
7,0.810973236537,0.810973236537,,,,,,
8,0.796627007323,0.796627007323,,,,,,
9,0.778644373594,0.778644373594,,,,,,
10,0.761598622527,0.761598622527,,,,,,
11,0.743349953619,0.743349953619,,,,,,
12,0.725660788286,0.725660788286,,,,,,
13,0.716516102497,0.716516102497,,,,,,
14,0.708913282316,0.708913282316,,,,,,
15,0.690398714665,0.690398714665,,,,,,
16,0.678897729167,0.678897729167,,,,,,
17,0.665953534404,0.665953534404,,,,,,
18,0.657805914045,0.657805914045,,,,,,
19,0.644152110779,0.644152110779,,,,,,
20,0.631272287667,0.631272287667,,,,,,
21,0.623233451429,0.623233451429,,,,,,
22,0.611430281116,0.611430281116,,,,,,
23,0.588801859282,0.588801859282,,,,,,
24,0.577948889484,0.577948889484,,,,,,
25,0.566822739515,0.566822739515,,,,,,
26,0.561824936018,0.561824936018,,,,,,
27,0.548353820325,0.548353820325,,,,,,
28,0.544691079971,0.544691079971,,,,,,
29,0.533888684515,0.533888684515,,,,,,
30,0.528489563675,0.528489563675,,,,,,
31,0.524928817858,0.524928817858,,,,,,
32,0.518646818914,0.518646818914,,,,,,
33,0.514048503795,0.514048503795,,,,,,
34,0.509131245396,0.509131245396,,,,,,
35,0.503105984652,0.503105984652,,,,,,
36,0.499720762407,0.499720762407,,,,,,
37,0.496964130022,0.496964130022,,,,,,
38,0.493512814193,0.493512814193,,,,,,
39,0.491948541597,0.491948541597,,,,,,
40,0.48823018935,0.48823018935,,,,,,
41,0.483759036787,0.483759036787,,,,,,
42,0.482112780422,0.482112780422,,,,,,
43,0.47692426994,0.47692426994,,,,,,
44,0.474361471306,0.474361471306,,,,,,
45,0.472039209927,0.472039209927,,,,,,
46,0.468753123482,0.468753123482,,,,,,
47,0.463621413832,0.463621413832,,,,,,
48,0.461196606814,0.461196606814,,,,,,
49,0.457696607669,0.457696607669,,,,,,
50,0.448201195911,0.448201195911,,,,,,
51,0.447281691629,0.447281691629,,,,,,
52,0.443873473247,0.443873473247,,,,,,
53,0.442034880358,0.442034880358,,,,,,
54,0.439329993362,0.439329993362,,,,,,
55,0.43712437813,0.43712437813,,,,,,
