Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
44,52.6531556139,66.3272980191,37.2834096175,48.6624598328,55.5361994434,56.7355057589
45,52.7876378065,66.8166270569,37.4175243881,48.8103183376,55.8271067458,57.3018389517
46,53.1100065064,67.0433791425,37.8914804683,49.094041516,55.939068089,57.3421730379
47,53.2096877805,67.2961359501,37.9513416329,49.3038152948,56.0389870412,57.4333013119
48,53.490945776,67.4783448213,38.1047466938,49.4146466371,56.1661202951,57.5365716489
49,53.500402185,67.6132961934,38.1288152091,49.4146466371,56.3059834283,57.5902985856
50,53.5749593766,67.8958521938,38.1690029711,49.6931191681,56.6364184185,57.7137388396
51,53.8978451144,67.9476654298,38.3500876148,49.8274043995,56.7560758874,57.9974454798
52,54.1026364065,68.289109009,38.4263505931,50.0071022494,56.9863831512,58.1212705073
53,54.2623463739,68.5473242458,38.5368893368,50.2082496873,57.194607531,58.379485744
54,54.3880227746,68.7850063065,38.6104580295,50.3666652428,57.5546505589,58.5051621447
55,54.6219799946,68.8876385995,38.9829214328,50.6121474504,58.1369442133,58.8487799687
56,54.7659439323,68.9449826084,38.9981545832,50.667487461,58.1429423501,58.9121280589
57,55.1761399496,69.1495310739,39.1612957699,50.8427260695,58.5778473326,59.2143810185
58,55.8488263789,69.3230088992,39.7239867039,51.1212086494,58.6750481839,59.4495830761
59,56.1826215048,69.6544855398,39.8274369766,51.3226823256,59.0856988069,59.7453601106
60,56.3644312438,69.8961221138,39.8964403879,51.4634081103,59.2686007217,59.9960276139
61,56.6818222016,70.1276235703,40.2111773896,51.684929718,59.6123042164,60.3180131961
62,56.8321004586,70.1826781138,40.3488658026,51.8396867199,59.76328253,60.488866692
63,56.9761190547,70.357633742,40.580114643,51.9776483902,59.8822965002,60.5558885586
64,57.1148687587,70.6701019214,40.9010898356,52.1614848176,60.5215776181,60.8333832333
65,57.132867531,70.8161440988,40.9010898356,52.1614848176,60.618947956,60.8738583447
66,57.3457695954,70.9673250411,41.2169946528,52.3893813061,60.671720705,60.9482021788
67,57.7398799601,71.2455054596,41.7890818787,52.9606138363,60.887134134,61.0883221682
68,57.8688448543,71.3126455147,41.8744652528,52.9969599194,61.033319152,61.1742333406
69,58.1373759733,71.4769164875,42.0471069706,53.1696016373,61.036929917,61.1807809864
70,58.206160741,71.6622349848,42.1588745533,53.2196302505,61.3134722079,61.5005198945
71,58.421482533,71.9045477552,42.236202179,53.4249712566,61.5654444965,61.6607487553
72,58.6517850758,71.9501657854,42.4166777993,53.438475802,61.6769585758,61.7692294362
73,58.9711275423,72.1844147321,42.5743575905,53.639636214,61.8734765677,62.1128473548
74,59.0372861408,72.2877045172,42.8973927185,53.7220925942,61.9370324573,62.2500900134
75,59.327392292,72.463937376,43.2753002339,53.9597862731,62.046779578,62.3619523189
76,59.5441646553,72.5620279437,43.3690278885,54.0605089627,62.1545940974,62.4668518605
77,59.6423035769,72.689409027,43.428671775,54.1399094123,62.2958347355,62.6693076663
78,59.9761131803,72.8838790176,43.5475216753,54.3647109614,62.5214932576,62.7573226644
79,60.3805215486,72.9491267057,44.0052118555,54.6460800613,62.641033327,62.7677008491
80,60.498254241,73.1750823315,44.0262109257,54.7681602949,62.6901415875,63.0041318553
81,60.7493986839,73.1907913614,44.4214741275,55.1513773226,62.7513012375,63.0309145233
82,60.9902330104,73.3099113404,44.8943627915,55.3351129801,62.8630599133,63.1179675994
83,61.0402090144,73.3902398825,44.9550165847,55.4378926806,63.1265280356,63.3285054308
84,61.0596083039,73.4445580113,45.0977423225,55.4578063699,63.1853311201,63.3434197646
85,61.2055640724,73.4891059699,45.2023988092,55.5306863927,63.2882567968,63.4950673636
86,61.2703786928,73.599076658,45.3185510228,55.6038029633,63.3548722228,63.541455664
87,61.3011459129,73.6298438782,45.4558952613,55.6527771282,63.4238999882,63.6378176514
88,61.4154552324,73.7348311088,45.6637980772,55.7436034887,63.428653249,63.7225496691
89,61.5214040798,73.9062867386,45.7388786632,55.8524896563,63.6478217135,63.8514787454
90,61.607009765,73.9775653183,45.7675180067,55.9185225157,63.7799991049,63.922757325
91,61.7341656962,74.0813323183,45.8639337384,56.0114182004,63.8183009926,64.0705880737
92,61.8219602726,74.2925768941,46.3170646027,56.0752696105,63.9337396945,64.2619739809
93,62.0612949921,74.3739837871,46.3920116388,56.2193649053,64.0241482879,64.358578887
94,62.2355115282,74.4520376377,46.5008779194,56.3315522564,64.0648111454,64.4539930128
95,62.3298895474,74.4594625581,46.5106442376,56.3389771769,64.0722360658,64.5323253829
96,62.5154337709,74.6188979252,46.5307426108,56.4007160851,64.2260524416,64.7025263894
97,62.7753274853,74.6590109376,46.6453054438,56.6105486719,64.35642146,64.7777128385
98,62.9304557586,74.7465707375,46.6677130489,56.687853022,64.4643864531,64.8493882963
99,62.9609345878,74.8770887546,46.8287512764,56.7978020208,64.5389990899,64.920665005
