Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB,CAB_cbj,CAB_cbij
0,6.4591000084,7.6222401176,7.6222401176,7.65215531228,7.6222401176,7.6222401176
1,11.3239474443,12.1501534636,10.7606809586,12.4564031427,12.1113554568,12.228151152
2,15.7990538807,16.1325603945,12.9541839872,17.1846277282,17.0746406272,16.6788755894
3,18.3086721108,20.8123165525,15.4856756896,20.647700739,21.1382150011,19.7699639858
4,21.0899309126,24.8354250487,17.5347517789,23.7806399677,24.9526153742,23.6601457432
5,23.5578898277,28.856408019,18.9054069696,26.0926602482,27.7135508261,26.5924460858
6,26.3551823469,30.9925740568,20.3783800421,28.1502080551,30.0767232168,29.0196865124
7,28.2359663068,34.1312323322,21.3094286324,29.3323940001,32.7234893255,31.5146250535
8,29.8277581495,36.0550298195,22.0970676991,30.4485331535,34.8008098163,33.1704004728
9,31.4307638923,38.8196664643,22.8664454724,32.103714905,35.9685592575,34.8547037105
10,33.1241247829,41.5357837592,23.6693642139,33.3755531297,37.2397807766,36.3643060706
11,33.9833163936,43.2076473861,24.3781551876,34.2202338403,38.4944692851,38.1389277739
12,35.3650967111,44.9397801836,25.1347579236,35.2230868587,39.6785837452,40.5181395921
13,37.0230918273,47.199116124,26.1515781476,36.4430447011,41.3633153051,41.5952538942
14,38.0786342991,49.1213568199,26.5015708215,37.1771623479,41.8709274394,42.6165382623
15,38.9929188418,50.3076522111,27.3021638052,37.9220183356,42.5430710517,43.3691651247
16,40.0962717183,51.5384868341,28.2673958476,38.8001349507,43.4261520814,44.1832845205
17,41.0246116589,52.0727112649,28.9787102428,39.7435767319,44.3994949718,44.9663560739
18,41.3131941102,53.0005887628,29.4183147681,40.3332462452,45.0069660069,45.7237659382
19,41.5055006615,53.7488405861,29.9531466696,40.8523522067,45.5674418782,46.8546335026
20,42.3556183272,55.2725656603,30.4071012893,41.3815489802,46.1820362748,47.7086085898
21,43.3277199206,56.02675461,31.4014070337,41.5688669884,46.9136388997,48.6288117439
22,43.9730306663,56.8577716286,31.7358021935,41.9009676531,47.487033302,49.8782536911
23,44.3609811825,57.6804134458,32.2766687015,42.3261786512,47.962633836,50.5184785037
24,45.0309171296,58.1927489634,32.5098217462,42.659742416,48.5365261377,50.81318821
25,45.312906363,58.6218143204,32.8863082782,42.9279370623,48.6957884765,51.0750409678
26,46.007319915,59.0488774279,33.587262735,43.7223066048,49.222339922,51.6435007069
27,46.4000213753,59.6701256178,33.8575329533,44.1985363341,50.0950268438,52.0440492508
28,46.8492448336,60.1112769529,34.3087933833,44.7575665742,50.4784376572,52.335629783
29,47.2118415243,60.6504390028,34.6443921834,44.8935082412,50.908378506,52.8856866317
30,47.3998226629,61.2361819197,34.9913018783,45.2253665203,51.3377424802,53.1360393832
31,48.0231613401,62.1206821359,35.1239747919,45.4009905837,51.5073014174,53.3196799676
32,48.3646168003,62.4891221087,35.2109525439,45.6122085782,51.8024575501,53.5493315861
33,48.949922771,62.8346538105,35.5020658771,45.8339938535,52.0852126544,53.7976599169
34,49.5355902492,63.3656373808,35.771305936,46.406116862,52.7168684277,54.4305284895
35,49.832426352,63.9569361527,35.8302965214,46.4545329217,53.1603665961,54.7758620254
36,50.2383643292,64.1252222106,35.9067666865,46.7262601902,53.3616382287,55.1662454203
37,50.6912089852,64.5088150277,36.1404862698,47.063296606,53.7755152464,55.4192631061
38,51.0082672656,64.8336468369,36.487225907,47.4031721774,54.131811045,55.8138228513
39,51.3960988378,64.9698096599,36.6175110765,47.6945441239,54.4510725036,55.9301038063
40,51.5257137846,65.122689198,36.7178663475,47.8741381568,54.62940941,56.0292377576
41,51.9781866393,65.5328612269,36.9254536757,48.2573537131,54.6759208309,56.1500870185
42,52.1849717239,65.903060998,37.0073710512,48.3376712331,54.860504134,56.4163289817
43,52.4448515291,65.9939876267,37.1333737212,48.4566437853,55.114949604,56.4567781356
