Time(Iteration),LinUCB_new,LinUCB
0,7.92744033387,7.92744033387
1,14.9947002691,13.9590081193
2,19.5138530337,18.5521697045
3,23.5202675333,23.2800370258
4,26.0319180508,26.3197373798
5,29.0504776822,29.077372819
6,31.4321606761,31.6220745216
7,33.9040839075,33.5094818093
8,35.3307626591,34.850433524
9,36.9226296385,36.544553375
10,38.7842152291,38.9269817517
11,39.9581171222,41.0590454981
12,41.1926243924,43.02859124
13,42.6938111307,43.9721295439
14,43.9389928246,45.925238555
15,44.8879514905,47.4504884234
16,45.8528627828,48.7584172416
17,46.6684911878,50.1659673265
18,47.3791955816,50.9455121271
19,48.0982203916,52.5008848655
20,48.7863201488,53.3798242139
21,49.6582231684,54.1899364521
22,49.9573403313,54.9832042177
23,50.3905824181,55.049370695
24,50.6318171478,55.978475036
25,51.0768672034,56.2399888458
26,51.3249065962,56.7362398558
27,51.3749495149,57.1364890763
28,51.9218320319,57.5558368096
29,52.511141918,58.1352961904
30,52.9427566652,58.6081426334
31,53.4088137721,59.3381260762
32,53.6992560965,59.9117439165
33,53.8787044659,60.0543902042
34,54.1432561927,60.2471886934
35,54.3994865811,60.5232929651
36,54.5353614019,60.7877654824
37,54.7612056833,61.0747392334
38,55.0548973802,61.3832606481
39,55.1864494464,61.6079261137
40,55.4386240143,61.9401274701
41,55.5192862673,62.0562566012
42,55.7641182203,62.3206060328
43,55.8616889187,62.9641074073
44,56.1573509182,63.3764391764
45,56.3758769546,63.5494727742
46,56.5827937459,63.7525764082
47,56.8063422614,64.0334724678
48,57.1105736531,64.2532589867
49,57.2458545115,64.4238421295
50,57.2598459919,64.4498713938
51,57.2791426248,64.6248332074
52,57.5005651477,64.7552958076
53,57.970061767,65.1400808266
54,58.2911449109,65.5448239625
55,58.5354906849,65.6890733604
56,58.9137604971,66.0596629283
57,58.9371731517,66.0947529826
58,58.954586144,66.3876920017
59,59.0478465654,66.480952423
60,59.2581444228,66.7583494187
61,59.267447657,67.1522149454
62,59.2962104053,67.29653718
63,59.2966393905,67.304117278
64,59.3180285905,67.3409200573
65,59.3180285905,67.6953386475
66,59.3594056484,67.7107431912
67,59.6750607984,67.9731649892
68,59.6750607984,68.0816135823
69,59.8336367907,68.2130650765
70,59.8336367907,68.2894151378
71,59.8937651197,68.4852171379
72,59.9536240993,68.5841695474
73,59.9851589404,68.6157043885
74,60.035835649,68.6463173902
75,60.1415987266,68.9109706244
76,60.2781912445,69.145989941
77,60.3319443607,69.1912550892
78,60.349434155,69.1970642869
79,60.431303059,69.2804363957
80,60.5481135837,69.3550689897
81,60.6472456066,69.4918633624
82,60.6903762046,69.6389781816
83,60.7004632091,69.7198699145
84,60.7629671993,69.7879608334
85,60.8492345957,69.978859276
86,60.9257775243,69.9930335903
87,60.9388485764,70.0061046423
88,60.9816158781,70.0569102309
89,61.1069246056,70.1075473661
90,61.1189800463,70.193466707
91,61.2205135543,70.2955302871
92,61.3378281415,70.4497180362
93,61.3408812,70.4577261003
94,61.502778179,70.5707399106
95,61.7013033852,70.8150822253
96,61.7131541619,70.8228651361
97,61.7350307082,70.8447317967
98,61.7350307082,70.898293952
99,61.7350307082,70.9189523205
100,61.7740280458,70.9395312259
101,61.8930945713,71.0682683208
102,61.9165927296,71.0981472917
103,61.9481062801,71.0981472917
104,62.0746380574,71.2562105199
105,62.093300313,71.2879150055
106,62.0963207017,71.2909353942
107,62.134421498,71.3290361905
108,62.2486321527,71.4794974052
109,62.2638180386,71.5137123788
110,62.3061477267,71.5835667698
111,62.3307603199,71.6081793629
112,62.3738754743,71.6096777505
113,62.5997095808,71.6189822415
114,62.5997095808,71.6189822415
115,62.7040830717,71.6923377024
116,62.7476388363,71.7115144535
117,62.7702490877,71.7417162717
118,62.8567085775,71.8214225639
119,62.8723553182,71.8263899163
120,62.8723553182,71.888275334
121,62.8814594823,71.8898867344
122,62.9307887636,71.9949121899
123,62.9677866282,71.9960927217
124,62.9717558867,72.0438806914
125,63.0127681254,72.0518609883
126,63.2259811741,72.0669468737
127,63.2497294579,72.0720682854
128,63.2568213638,72.0791601913
129,63.2688236111,72.0869914634
130,63.2688236111,72.1030268869
131,63.3037423744,72.1073921686
132,63.3670640156,72.1369606744
133,63.4151411058,72.2395935687
134,63.4412682029,72.2395935687
135,63.4412682029,72.2797418135
136,63.4547975083,72.2920706435
137,63.6964215875,72.3553931693
138,63.7368516727,72.4896645679
139,63.7515294067,72.5043423019
140,63.7777605256,72.5043423019
141,63.819361278,72.5055939556
142,63.8234730014,72.7266494286
143,63.8789270408,72.7266494286
144,63.9026503385,72.7368767624
145,63.9193098346,72.7448730885
146,63.9536692271,72.7832277021
147,63.9931108527,72.8214386304
148,64.0048332016,72.8331609794
149,64.0120193262,72.840347104
150,64.0737288432,72.866308962
151,64.0737288432,72.866308962
152,64.0737288432,73.0022134125
153,64.189767584,73.0262764258
154,64.189767584,73.0508313134
155,64.1985569933,73.0533241498
156,64.2304333235,73.08520048
157,64.2334311036,73.0886945098
158,64.2386988152,73.0939622214
159,64.2408544951,73.0961179013
160,64.2408544951,73.1143744332
161,64.2536041363,73.1271240743
162,64.2621649807,73.1398936124
163,64.2890029773,73.166121584
164,64.3024613954,73.1948944396
165,64.3335577571,73.1980411875
166,64.334361392,73.2062918313
167,64.3655866263,73.2375170656
168,64.4003188723,73.258482941
169,64.4003188723,73.2606879087
170,64.417794764,73.261455777
171,64.4387536093,73.284255729
172,64.4387536093,73.284255729
173,64.4506858106,73.2961879303
174,64.4506858106,73.2961879303
175,64.4620547241,73.3204798681
176,64.4626754218,73.3241991747
177,64.5334875441,73.3462259649
178,64.557024364,73.3864061549
179,64.5644601626,73.3864061549
180,64.592875355,73.4148213472
181,64.6133682548,73.4353142471
182,64.6233369342,73.4452829265
183,64.6348924146,73.4509934279
184,64.6382273939,73.4651137934
185,64.6382273939,73.4651137934
186,64.6467156856,73.473602085
187,64.6930179391,73.4822049049
188,64.6966031746,73.5086394204
189,64.6966031746,73.5086394204
190,64.6966031746,73.5086394204
191,64.7073447388,73.5251530158
192,64.7363385228,73.5747254577
193,64.7483377027,73.5867246376
194,64.7629140843,73.5910271138
195,64.7654220675,73.598139962
196,64.7869451931,73.6050833631
197,64.7903876776,73.627903762
198,64.8102711477,73.7038647653
199,64.8102711477,73.7038647653
