Time(Iteration),CAB,CAB_original
0,1.27791700267,1.27791700267
1,2.58938741286,2.58938741286
2,3.9790295102,3.9790295102
3,4.99487355444,4.99487355444
4,6.189623417,6.189623417
5,7.07695848606,7.07695848606
6,7.99201042379,7.99201042379
7,8.85954448746,8.85954448746
8,9.66353853157,9.66353853157
9,10.4117485355,10.4117485355
10,11.1414194128,11.1414194128
11,11.8456336968,11.8456336968
12,12.5100429676,12.5100429676
13,13.0632061124,13.0632061124
14,13.9213606485,13.9213606485
15,14.5919850221,14.5919850221
16,15.2375094713,15.2375094713
17,15.7747735644,15.7747735644
18,16.1817948498,16.1817948498
19,16.7183880723,16.7183880723
20,17.230727266,17.230727266
21,17.7167849781,17.7167849781
22,18.1601988301,18.1601988301
23,18.552446897,18.552446897
24,18.9311067366,18.9311067366
25,19.4027457196,19.4027457196
26,19.9219436679,19.9219436679
27,20.1610481026,20.1610481026
28,20.4604861441,20.4604861441
29,20.8192517962,20.8192517962
30,21.1003793047,21.1003793047
31,21.3744195986,21.3744195986
32,21.7139538995,21.7139538995
33,22.0166088527,22.0166088527
34,22.1865841042,22.1865841042
35,22.4634215161,22.4634215161
36,22.6626179484,22.6626179484
37,22.9150537115,22.9150537115
38,23.1570533681,23.1570533681
39,23.4098758696,23.4098758696
40,23.6760140523,23.6760140523
41,23.9472693254,23.9472693254
42,24.038114966,24.038114966
43,24.2356542537,24.2356542537
44,24.384628636,24.384628636
45,24.609460869,24.609460869
46,24.7930271632,24.7930271632
47,24.9060663534,24.9060663534
48,25.1081995819,25.1081995819
49,25.2391201668,25.2477094917
50,25.3583775688,25.3718014293
51,25.607228346,25.6206522065
52,25.7550895207,25.7685133812
53,25.9251918257,25.9386156862
54,26.0303662355,26.043790096
55,26.3207008473,26.3341247077
56,26.4750971131,26.4885209736
57,26.6938927387,26.6964274106
58,26.9210724322,26.9427220246
59,27.0388949108,27.0630726234
60,27.1879964907,27.2121742033
61,27.299224136,27.314174388
62,27.473360794,27.488311046
63,27.5352379347,27.5501881867
64,27.7516623774,27.7666126294
65,27.8811946317,27.9067758715
66,28.0132499382,28.038831178
67,28.0680392541,28.0936204939
