Time(Iteration),CAB_original,CAB_cbj+cbij,CAB_optimal,LinUCB
0,6.14084543983,7.6489014651,7.6489014651,7.27751155079
1,11.4733340538,13.3903688628,9.52464956849,12.438017
2,16.9733075751,19.2361809307,12.2039691599,17.098726725
3,21.5949322534,22.9180605397,13.7510514868,20.2343310371
4,24.5223071378,25.7572588333,14.7789703769,21.9967914679
5,26.9190014154,28.30594147,16.3937313078,23.6790698628
6,28.5814681031,30.2380467969,17.1106039042,25.2282361288
7,30.3116547574,32.136019089,18.0486411662,27.1215427653
8,32.548425794,34.7752990127,18.7346089247,28.7560855932
9,33.9894749316,36.7776984867,19.266207055,30.6423822243
10,35.5357798173,37.4365091088,19.9470577354,31.5418284936
11,36.3597070998,38.266925526,20.5295520381,32.380225777
12,36.8705307958,39.1325591614,20.9116513201,33.1961264483
13,37.3046745163,39.7385932545,21.0422353838,33.7926444821
14,38.1212458442,40.2170731221,21.3257823422,33.9638866359
15,39.0277825915,40.7453771129,21.4235430975,34.076233711
16,39.3116445771,41.1731402252,21.4781095852,34.3157607264
17,40.0034050485,41.5257238886,21.8088127503,35.0024798685
18,40.797769938,42.1887809215,22.0472305698,35.6453285539
19,41.3296893009,42.6485651711,22.3208825279,35.8466032194
20,41.662980991,42.9668031708,22.3728910494,35.8656609036
21,42.0508079436,43.688775201,22.5400268353,36.0458633291
22,42.7057815583,44.0929540346,22.8650904599,36.4446901247
23,42.7852469185,44.4369939367,22.9743652609,36.6230203122
24,43.0700959342,44.8442905204,23.0633582004,36.7147373785
25,43.2624654404,45.0842038836,23.3049889704,37.0373360197
26,43.8998592426,45.5515187272,23.3763111838,37.5994156825
27,44.408488255,45.7318451988,23.5285149977,38.0236058593
28,44.7904322962,46.2867150669,23.812343007,38.4000219092
29,45.11656623,46.5174525137,23.9094868506,38.6484809238
30,45.8791792487,47.1553049145,24.2227855541,39.0777914322
31,46.1943511945,47.3172188809,24.3520566652,39.1722811617
32,46.67761827,47.7611041728,24.6479927266,39.6027248168
33,46.8538312072,48.465264778,24.8210769066,39.8721719783
34,46.9874610881,48.7693995303,24.8798267471,39.9824620969
35,47.0805176133,49.0312347968,24.916563203,40.0878452342
36,47.3145573955,49.1522376768,25.0191586388,40.19044067
37,47.3820570312,49.4577621566,25.0609039615,40.2308996119
38,47.5015668074,49.7760199613,25.1408213512,40.3811361679
39,47.5800972166,49.8534760169,25.1939475069,40.6196707779
40,47.6676841206,49.9519599821,25.2115669767,40.6482321999
41,47.8795778973,50.6811776239,25.4617195597,40.8226904388
42,48.1190904339,50.9221107555,25.5191568139,40.9559140853
43,48.2188319584,51.0494927031,25.7533918445,40.9722617924
44,48.4475078778,51.4395031827,25.8900157818,41.2578329437
45,48.5864248057,51.4512811121,25.9017937112,41.2928882402
46,48.883612091,51.8323085103,26.1708883898,41.5854618732
47,48.9893715065,52.0379525337,26.1968047803,41.7041410961
48,49.0949413551,52.2213444684,26.4388879353,41.9341587392
49,49.1384695362,52.3790595527,26.459906605,42.0292528764
50,49.3858820893,52.5166771456,26.526872839,42.1987135585
51,49.4906908803,52.649999253,26.6319220097,42.3037627291
52,49.4906908803,52.7544528796,26.6793924828,42.3037627291
53,49.5466895392,53.0229416887,26.7738624983,42.4766784256
54,49.6401887277,53.291432923,26.809882256,42.6093808121
55,49.8114319317,53.4736649572,26.9169793631,42.7055588995
56,49.8795837587,53.9867512869,26.9480984547,43.0404496732
57,50.0676380042,54.1534479942,26.9855101292,43.1482924401
58,50.1540837647,54.2910749534,27.0641448734,43.1595936807
59,50.2210914837,54.3235840019,27.1089520037,43.2333474141
60,50.4119678571,54.5392440118,27.2103819437,43.3383637609
61,50.5170773787,54.7693634425,27.2420418228,43.3828077216
62,50.5301753916,54.9027063738,27.4373126338,43.4855632577
63,50.615516266,54.9880472482,27.4548270146,43.5030776386
64,50.8560541593,55.2428266021,27.4996520429,43.7733159721
65,50.8769468623,55.4861541821,27.5739303448,43.8475942741
66,51.127948299,55.6095018911,27.623753981,44.0925523382
67,51.1744483967,55.6912280025,27.6291804606,44.114074067
68,51.227094556,55.7398421961,27.6381728089,44.1667202263
69,51.2622911548,55.8901785674,27.6811683758,44.2881897681
70,51.3773079565,56.1211291279,27.6956580685,44.3116716395
71,51.3812374219,56.1250585933,27.814437926,44.3565598651
72,51.557141232,56.2038871385,27.8377888545,44.3799107936
73,51.6619497376,56.2038871385,27.8377888545,44.3806766314
74,51.6722965889,56.2514566882,27.9070539604,44.5960585178
75,51.7798274109,56.3939989877,27.9476605294,44.6366650868
76,51.8221193916,56.4564787814,27.9521814057,44.7195435218
77,51.8237140184,56.4803253416,27.9537760325,44.7196772018
78,51.8237140184,56.5350195038,27.9538152819,44.7196772018
79,51.8345583503,56.5417590052,27.9646596138,44.8046287431
80,51.8499282503,56.6888032431,27.983907708,44.8940502876
81,51.90004518,56.8467440179,28.0111540044,45.0110323055
82,51.9725945993,56.8611784671,28.018791973,45.086661781
83,51.9831953436,57.0001064268,28.018791973,45.086661781
84,52.000871712,57.11081725,28.018791973,45.096286474
85,52.02725134,57.1745377407,28.0200777545,45.1979552967
86,52.0332297009,57.252634267,28.0387063025,45.444862162
87,52.0620317117,57.2953770795,28.0414515475,45.5058639396
88,52.2321156873,57.4693829055,28.0414515475,45.5058639396
89,52.4202300157,57.5858580692,28.1008972097,45.7016894491
90,52.4836788991,57.6892457513,28.1395860811,45.7403783206
91,52.4856695493,57.6910873037,28.1414276335,45.7442105231
92,52.5808737313,57.7390850665,28.1461540385,45.7947610772
93,52.6064780936,57.8058354228,28.1698997204,45.8226704056
94,52.6693066206,57.8134842481,28.2403770727,45.8997044202
95,52.6963405716,57.8686992966,28.2419595584,45.9267383711
96,52.7064952985,57.8877591174,28.2436987057,45.9284775183
97,52.966124421,57.9229011871,28.2516280235,46.1547405081
98,52.9960155793,58.0622314601,28.268526534,46.2558209126
99,53.0925324406,58.1464220545,28.3289212346,46.3387341707
100,53.1021590881,58.3764744756,28.3536669795,46.4109303119
101,53.1050364564,58.3793518439,28.3565443478,46.6169229006
102,53.1113322506,58.4395018539,28.3628401421,46.6169229006
103,53.1116145969,58.4502824455,28.3628401421,46.6609657955
104,53.1370095674,58.4756774161,28.3685489397,46.6697239822
105,53.2263884787,58.5604668063,28.4007002597,46.7135184871
106,53.2329414104,58.6074509074,28.404399919,46.761337062
107,53.2329414104,58.6158730315,28.4083030286,46.8179050866
108,53.3715511626,58.7660879887,28.4131638748,46.957375733
109,53.4146849635,58.806871934,28.4539478201,46.9936003175
110,53.4320421417,58.8204104486,28.4639560467,47.0062320045
111,53.6283074699,59.0857884916,28.6492720076,47.120244231
112,53.6283074699,59.0925396949,28.6492720076,47.1269954343
113,53.6298401291,59.1586194466,28.6524588903,47.1285280934
114,53.6583621972,59.205040048,28.6719959479,47.2044494302
115,53.6583621972,59.2402995628,28.6762628919,47.2087163741
116,53.6583621972,59.3658820028,28.6903796908,47.2593308918
117,53.6884902501,59.3828946975,28.7084401877,47.2943451955
118,53.7139179297,59.3977800947,28.7084401877,47.3198501243
119,53.8128941955,59.4727342085,28.7339322116,47.3517442968
120,53.9118520992,59.475700668,28.833304083,47.4481497087
121,53.9570101687,59.5208587376,28.8473430599,47.4621886856
122,54.003194588,59.5882725044,28.8729847632,47.4841112505
123,54.0187613752,59.5992102084,28.8847655385,47.4996780377
124,54.0212335907,59.6064813669,28.887237754,47.6779638071
125,54.0227662499,59.8484358289,29.0102440244,47.8009700775
126,54.0233276412,59.8489972201,29.0102440244,48.007667876
127,54.0672380937,59.9072255987,29.0541544769,48.0421580465
128,54.0715641775,59.9102479374,29.0571768157,48.0588450383
129,54.0715980982,59.9163439601,29.0571768157,48.064941061
130,54.0819530001,59.926698862,29.0675317176,48.0752959629
131,54.0819530001,59.9651203834,29.0764211811,48.1132810254
132,54.1456733344,60.0523431583,29.0950179627,48.1553802476
133,54.1456733344,60.1776420728,29.0950179627,48.1646903107
134,54.193203762,60.2110409456,29.1284168356,48.1873210912
135,54.1951903886,60.2130275722,29.1304034622,48.1893077178
136,54.2004828072,60.222924582,29.1304034622,48.1946001364
137,54.221680361,60.2686088561,29.1583386114,48.2149529154
138,54.2369691279,60.3637724937,29.1722392398,48.2319517623
139,54.2784845588,60.4930382175,29.2137546707,48.2767769969
140,54.2784845588,60.5226349196,29.2137546707,48.2767769969
141,54.2784845588,60.5226349196,29.2137546707,48.2767769969
142,54.2941713169,60.5564528228,29.2220975205,48.3049352817
143,54.3338324202,60.6954972011,29.2617586238,48.3243601136
144,54.3461857057,60.9089020954,29.2984992377,48.3578527015
145,54.3843446003,60.952577575,29.3421747173,48.3752477769
146,54.3995630165,60.9712639186,29.3421747173,48.3752477769
147,54.4033895054,60.9941202331,29.3731263927,48.4061994523
148,54.4480164214,61.0729216981,29.4065210037,48.4395940633
