Time(Iteration),CAB_original
0,7.90005560827
1,15.1120651505
2,23.2789587198
3,28.2393829183
4,32.7286495664
5,38.533891478
6,45.5724445126
7,50.3979568525
8,55.515148354
9,62.4348786599
10,68.6187328506
11,72.4592209141
12,78.0790504023
13,83.2714791676
14,88.3281737497
15,94.1620965438
16,98.6230111826
17,103.873864731
18,109.770780143
19,114.479763832
20,120.768111033
21,125.773981299
22,132.134714401
23,138.449925408
24,143.112507998
25,147.615315477
26,151.981396529
27,157.40173481
28,162.291674568
29,165.909078313
30,169.7502007
31,173.50384031
32,177.603986938
33,182.010636541
34,186.906353723
35,190.082427566
36,194.283773604
37,198.375819417
38,202.302817478
39,206.456717805
40,210.331454154
41,215.648672639
42,220.151381901
43,223.914293099
44,228.461633002
45,232.65510592
46,236.632100625
47,239.830569715
48,243.22663694
49,246.690627268
50,249.088964683
51,253.576826021
52,256.843505511
53,260.430752061
54,263.624346011
55,268.787880437
56,272.059474989
57,275.876212893
58,280.351185103
59,284.771888315
60,288.769629483
61,292.678394402
62,297.486029233
63,301.167066903
64,306.64319559
65,311.362159971
66,316.188969081
67,320.378489565
68,324.033344411
69,327.348435647
70,331.295498427
71,335.44662956
72,339.064159809
73,343.388270459
74,348.537478237
75,353.445445581
76,356.085512115
77,360.414543171
78,363.385629151
79,367.980425468
80,371.054839792
81,376.42661005
82,379.411870245
83,383.819637789
84,386.735072228
85,389.264055328
86,393.026491753
87,397.555883264
88,400.479278807
89,404.723957613
90,408.75588837
91,412.602829064
92,416.354454796
93,419.419781348
94,424.411935209
95,428.604969899
96,431.877158041
97,435.046339524
98,439.154926779
99,443.17300743
100,448.352071098
101,452.487138887
102,455.928883129
103,459.924551738
104,465.010483112
105,468.963775415
106,473.284371613
107,477.108630986
108,481.518366622
109,485.044208703
110,487.993765189
111,491.628721828
112,495.334775552
113,499.534215528
114,503.003000631
115,506.853962903
116,510.528401869
117,514.532079869
118,519.242177977
119,521.554732714
120,526.17212144
121,529.672640197
122,533.313242009
123,538.12330882
124,541.855222238
125,545.483441784
126,549.060607944
127,552.709372369
128,556.73099881
129,560.499080104
130,563.984374894
131,567.343389141
132,571.916998035
133,576.994094437
134,580.154280806
135,583.244987912
136,587.271251201
137,590.838122055
138,594.430827569
139,596.776688
140,600.728806882
141,603.108696895
142,607.989909974
143,611.338103704
144,615.219598855
145,619.490631472
146,622.436268021
147,626.585170488
148,629.861681947
149,632.953492381
150,636.664259637
151,640.584601667
152,643.976186035
153,647.623781993
154,650.944886598
155,653.951043689
156,657.47008284
157,661.198073178
158,665.647857579
159,669.453738143
160,673.258159652
161,676.446440529
162,679.929252274
163,684.349942597
164,687.264371551
165,692.339545056
166,696.619217132
167,699.101058651
168,703.041633162
169,707.425309749
170,711.046808026
171,714.90950171
172,719.331632615
173,723.318231489
174,725.882873486
175,728.740120827
176,731.859884206
177,734.935740683
178,737.926722087
179,740.987587026
180,743.675216118
181,747.280835965
182,751.140903897
183,754.989391159
184,757.9140691
185,761.266484202
186,764.90889347
187,768.040954996
188,770.816563116
189,775.004541012
190,778.374462534
191,781.864201061
192,785.24378041
193,789.736471149
194,794.235223093
195,797.656945608
196,801.257734643
197,804.637123486
198,808.029799133
199,812.136100555
200,815.736580938
201,819.601135208
202,822.808328494
203,825.202664052
204,828.118186684
205,832.431357402
206,836.254400435
207,839.940125584
208,842.796914802
209,847.404125206
210,850.009214237
211,853.632869695
212,855.782631797
213,858.262678115
214,861.242929756
215,865.170050761
216,868.833131909
217,872.102298134
218,875.886146268
219,879.422795928
220,882.118804061
221,885.338131668
222,888.085734044
223,892.089481258
224,895.159917719
225,897.867580358
226,901.68326566
227,904.731182688
228,908.111223219
229,910.700754348
230,914.973427842
231,917.990855814
232,920.227538073
233,922.383171351
234,925.513622481
235,929.311316656
236,933.810609758
237,936.427656959
238,939.4307407
239,942.999334457
240,946.750316028
241,951.000637245
242,953.873765227
243,957.415903343
244,960.005121443
245,963.117112095
246,967.716210065
247,970.312793835
248,973.42689884
249,976.503095401
250,979.983361818
251,983.567711343
252,986.859757106
253,990.177483831
254,994.555448185
255,998.255656697
256,1000.8536508
257,1003.8955041
258,1007.04187252
259,1010.9801843
260,1015.27634243
261,1018.8790422
262,1022.77742269
263,1025.89681271
264,1029.2149999
265,1032.68096583
266,1035.17284321
267,1039.42014099
268,1042.26757192
269,1045.57104228
270,1050.23519344
271,1052.84632326
272,1057.05504921
273,1060.61974246
274,1064.47560325
275,1066.70734166
276,1069.45405973
277,1074.6534092
278,1077.86495847
279,1081.11262824
280,1085.26414908
281,1087.9741718
282,1091.18410683
283,1093.96424144
284,1097.01592995
285,1100.42506562
286,1103.46092432
287,1107.77574288
288,1110.99280674
289,1114.17636559
290,1117.25319317
291,1119.80171482
292,1123.17431886
293,1127.40606728
294,1131.74884399
295,1135.70991604
296,1138.66289727
297,1141.7194407
298,1145.18802637
299,1147.58865331
300,1150.32383478
301,1154.02738361
302,1158.22033976
303,1161.6141538
304,1164.52152115
305,1167.3632247
306,1171.25152081
307,1174.59395697
308,1177.41416763
309,1181.71681325
310,1185.09857865
311,1188.05942185
312,1192.06956081
313,1195.09234197
314,1199.42217928
315,1202.87251207
316,1206.00123467
317,1210.4254686
318,1213.83601567
319,1217.19694958
320,1220.14409887
321,1223.22041228
322,1226.51205414
323,1229.27151353
324,1232.53677406
325,1235.79348654
326,1239.63065853
327,1243.37857433
328,1247.01786407
329,1250.22082619
330,1253.7869493
331,1257.27671056
332,1260.96126733
333,1264.06999459
334,1267.49648336
335,1271.19261738
336,1274.62324151
337,1278.1348068
338,1281.19441424
339,1284.79073942
340,1288.54024742
341,1291.91092522
342,1295.63440789
343,1299.00678955
344,1302.1579441
345,1306.17865993
346,1310.35702985
347,1314.28609371
348,1317.87261648
349,1320.40201158
350,1323.90976721
351,1328.10183338
352,1330.74128632
353,1333.78257668
354,1337.09576434
355,1340.89088898
356,1345.41475007
357,1348.58372286
358,1351.35981607
359,1354.40481656
360,1357.18492337
361,1360.78015867
362,1363.38217486
363,1367.38519697
364,1371.1580227
365,1374.30261594
366,1378.19606951
367,1382.22085913
368,1386.49304971
369,1389.44602958
370,1391.8078695
371,1394.80337643
372,1397.51004781
373,1401.14105107
374,1403.67149556
375,1406.70351565
376,1409.9672466
377,1414.24260544
378,1418.80751221
379,1422.20458077
380,1426.18693494
381,1429.35654111
382,1431.64153168
383,1436.37126913
384,1440.36710333
385,1444.12942547
386,1446.95058878
387,1450.11841198
388,1452.7621582
389,1455.7333945
390,1458.73834077
391,1462.5625921
392,1466.46524741
393,1470.02870905
394,1473.11894385
395,1477.45594962
396,1479.96927284
397,1483.41845461
398,1486.24373923
399,1490.25324764
400,1494.77477301
401,1498.2209005
402,1501.46424503
403,1504.93363012
404,1507.99938881
405,1510.90821018
406,1513.2195436
407,1517.27674671
408,1520.85516845
409,1522.93860998
410,1526.15941442
411,1529.50847541
412,1533.63103383
413,1537.09225651
414,1542.0961344
415,1545.77680615
416,1549.45611267
417,1552.82836057
418,1556.8400712
419,1559.34722073
420,1561.63106862
421,1565.75364659
422,1569.99398947
423,1573.07418332
424,1576.32343859
425,1580.29247583
426,1583.2047933
427,1586.19523368
428,1589.89014941
429,1593.27582359
430,1597.43269224
431,1601.87775172
432,1606.26941966
433,1608.38651318
434,1612.34651856
435,1614.77260117
436,1619.64583228
437,1622.66023617
438,1627.5057152
439,1631.07098149
440,1634.36523685
441,1637.79371485
442,1640.88508886
443,1644.77079921
444,1647.56367522
445,1652.42378959
446,1656.9545749
447,1659.7913625
448,1662.5922875
449,1666.57782971
450,1669.55057133
451,1672.34013361
452,1675.31758612
453,1680.13045552
454,1683.60818415
455,1687.18724581
456,1690.54958698
457,1694.42462342
458,1698.67213059
459,1702.01501719
460,1705.0691601
461,1708.89911113
462,1711.27484399
463,1715.11595028
464,1719.16240238
465,1722.54900306
466,1725.50446037
467,1729.24331018
468,1732.71641787
469,1735.44335754
470,1738.7572665
471,1741.69609292
472,1746.46085465
473,1749.87585686
474,1752.34137443
475,1754.51095377
476,1757.4348842
477,1760.65374877
478,1764.23186394
479,1767.78906412
480,1771.107936
481,1774.52569823
482,1778.13579738
483,1780.95578851
484,1783.63126893
485,1787.04731643
486,1791.0457908
487,1794.39418485
488,1797.62040581
489,1801.17702709
490,1805.2645189
491,1807.77605233
492,1809.96839282
493,1813.22953989
494,1816.45936756
495,1818.79077387
496,1821.78095955
497,1825.49988595
498,1829.02458197
499,1832.96031629
